Symbol,Name,PE Ratio,Sector PE,PB Ratio,Sector PB,PEG Ratio,EV/EBITDA,ROA %,ROE %,ROCE %,ROE 3Y Avg %,ROCE 3Y Avg %,Net Profit (Cr),Net Profit Prev (Cr),Debt/Equity,Interest Coverage,Net Profit Margin %,EPS Current,EPS Last Year,EPS Growth 3Y %,Sales Growth 1Y %,Sales Growth 3Y %,Profit Growth 1Y %,Profit Growth 3Y %,Free Cash Flow (Cr),Dividend Yield %,Dividend Payout %,Promoter Holding %,Pledge %,FII Change %,DII Change %
BAJFINANCE.NS,Bajaj Finance,33.34,20.01,5.98,1.81,1.79,18.81,3.81,18.25,10.87,19.55,11.38,19332.36,16779.48,3.82,1.94,23.83,32.62,30.56,17.54,17.85,25.57,17.53,18.62,-66685.65,0.49,19.62,54.68,0,-1.13,1.2
BALAMINES.NS,Balaji Amines,32.95,27.92,3.41,2.82,-1.66,18.72,6.77,8.74,11.02,9.92,12.93,169.16,158.59,0.07,48.8,11.91,63,51.6,-19.82,11.08,-15.42,34.1,-19.82,-185.99,0.53,21.32,54.56,17.68,0.18,0.12
BALKRISIND.NS,Balkrishna Inds,32.7,23.07,4.2,2.25,31.14,17.97,6.17,9.66,11.18,13.24,14.66,1243.1,1654.96,0.38,14.25,9.52,72.71,64.3,1.05,9.78,3.51,-3.28,1.05,-749.35,0.67,24.88,58.3,0,-0.8,0.35
BALRAMCHIN.NS,Balrampur Chini,43.72,16.97,3.74,1.19,4.32,24.25,4.87,9.54,9.28,11.26,10.97,378.46,436.92,0.77,8.18,6.03,18.28,18.74,10.07,14.99,10.36,-11.31,10.11,-346.06,0.46,18.68,42.86,0,-1.1,1.42
BALUFORGE.NS,Balu Forge,24.77,27.73,4.16,4.16,0.28,19.3,16.69,19.56,22.72,22.23,27.96,258.89,203.86,0.1,17.83,23.38,22.75,21.33,65.9,19.7,50.22,18.18,88.04,-175.34,0.03,0,53.51,1.37,-0.99,0.06
BANCOINDIA.NS,Banco Products,18.55,30.3,5.31,3.42,0.73,11.8,16.05,31.18,30.91,30.3,30.08,481.68,391.8,0.36,31.74,11.95,34.57,33.68,25.3,21.65,18.66,11.39,25.31,266.79,3.68,0,67.88,0,-0.14,0.02
BANDHANBNK.NS,Bandhan Bank,20.72,14.1,1.1,1.33,-1.17,15.44,0.61,4.88,6.41,9.01,7.1,1223.56,2745.3,7.06,1.17,5.65,8.4,7.6,-17.68,-0.2,10.89,-34.11,-17.68,616.18,0.86,19.75,37.54,0,-3.43,5.14
BANKBARODA.NS,Bank of Baroda,5.74,7.54,0.75,0.98,0.57,17.29,1.01,12.7,5.63,14.76,6.08,20070.27,20865.26,10.89,1.33,14.94,35.12,38.38,10.03,4.91,12.57,13.52,10.03,31911.33,3.48,22.18,63.97,0,0.45,-0.59
BANKINDIA.NS,Bank of India,5.53,7.54,0.71,0.98,0.13,16.52,0.95,12.41,5.93,11.69,5.93,10309.25,9552.17,11.83,1.3,14.01,25.87,22.64,37.09,6.21,16.41,19.41,41.92,3907.41,3.26,20.54,73.38,0,-0.39,0
BATAINDIA.NS,Bata India,52.57,41.54,5.73,3.46,-2.7,12.66,4.43,10.62,12.74,13.86,15.51,134.2,330.66,0.87,2.83,4.79,11.37,10.44,-19.45,1.91,0.61,-20.66,-19.45,530.13,3.52,86.19,50.16,0,-0.05,-1.17
BAYERCROP.NS,Bayer Crop Sci.,24.97,21.55,6.16,2.3,47.11,16.01,12.59,23.7,29.14,23.43,29.28,689.2,568,0.03,48.52,12.14,162.9,153.35,0.53,-2.79,3.36,23.56,0.53,1014.4,3.69,97.72,71.44,0,0.08,-0.25
BBOX.NS,Black Box,46.78,24.61,10.37,3.01,0.56,22.48,7.46,26.84,22.2,35.15,27.61,217.52,204.78,0.9,2.88,4.34,12.99,12.25,79.66,12.2,0.18,4.15,83.02,11.8,0.13,8.16,69.95,0,1.43,0.42
BBTC.NS,The Bombay Burmah,8.08,48.4,1.42,4.82,0.26,2.81,17.45,18.66,32.98,18.8,32.14,2499.25,2199.36,0.23,26.64,12.17,184.91,178.1,31.31,6.63,5.53,9.81,31.31,2287.34,1.18,9.54,74.04,0,-0.02,-0.42
BDL.NS,Bharat Dynamics,92.7,70.68,11.38,9.24,15.25,55,3.22,10.19,13.84,13.92,19.24,420.34,549.65,0,214.31,17.21,14.21,11.47,6.09,-18.69,-0.64,-7.13,6.08,375.25,0.34,42.73,74.93,0,-0.33,0.56
BECTORFOOD.NS,Mrs Bectors,61.33,48.4,6.74,4.82,3.83,29.28,7.95,10.48,12.94,14.25,17.69,118.78,121.03,0.15,16.19,6.25,4.21,3.87,14.39,11.13,14.53,12.19,16.03,82.23,0.23,33.57,49.04,0,-2.33,0.76
BEL.NS,Bharat Electron,48.75,70.68,12.48,9.24,1.84,33.19,14.14,27.45,36.44,27.69,36.65,6062.26,5322.68,0,1267.64,21.85,8.41,8.29,26.52,19.83,15.9,11.75,26.52,559.94,0.61,30.15,51.14,0,-1.49,1.02
BELRISE.NS,Belrise Industri,45.85,30.3,4.1,3.42,2.12,19.95,6.7,12.59,13.85,13.13,13.33,478.4,332.48,0.24,5.87,6.41,5.51,5.38,0,12.22,11.75,33.74,21.64,206.93,0.23,10.23,61.14,0,3.23,2.96
BEML.NS,BEML Ltd,91.79,31.73,5.57,5.11,-44.56,44.68,2.17,4.86,7.71,8.66,12.84,141.36,292.52,0.11,5.77,3.25,21.43,16.97,-2.05,12.78,3.72,-40.29,-2.06,-208.05,0.24,31.52,54.03,0,-0.11,0.69
BERGEPAINT.NS,Berger Paints,50.29,36.62,8.91,4.56,5.27,29.84,11.82,17.31,21.55,20.04,24.65,1128.02,1182.81,0.09,30.24,9.53,10.43,9.66,9.53,5.22,3.98,5.08,9.54,1036.76,0.76,41.39,74.98,0,0.14,0.07
BHARATCOAL.NS,Bharat Coking,0,21.23,2.68,1.97,0,34.54,0.61,1.91,4.05,17.53,25.89,128.28,1240.19,0.39,-0.11,0.86,-0.25,0.28,-87.89,-14.28,2.63,-90.54,-43.77,-1238.83,0,0,90,0,0.21,-0.98
BHARATFORG.NS,Bharat Forge,97.82,30.3,10.29,3.42,2.94,33.34,5.4,11.99,12.61,12.22,12.56,1089.4,913.27,0.76,6.48,6.77,14.77,22.58,32.12,17.54,9.2,-1.52,33.3,373.57,0.41,37.64,44.07,0,0.89,-0.44
BHARTIARTL.NS,Bharti Airtel,38.74,43.63,7.94,11.27,0.86,10.68,6.42,20.27,17.56,19.76,14.7,33822.8,37481.3,1.31,3.37,15.99,48.65,43.81,41.04,19.63,14.88,5.79,45.27,76683.4,1.24,54.78,50.07,0,-1.31,0.11
BHARTIHEXA.NS,Bharti Hexacom,43.63,43.63,11.27,11.27,0.95,16.36,8.87,25.95,21.37,21.67,17.6,1733.2,1493.6,0.86,5.07,18.17,36.48,34.66,15.66,7.87,12.45,28.63,45.73,3026.3,1.11,80.78,70,0,-0.11,0.04
BHEL.NS,B H E L,59.38,33.08,5.51,5.51,1.65,32.79,2.17,6.23,9.14,3.18,5.79,1600.26,533.9,0.31,5.55,4.69,6.99,4.6,36.04,27,13.08,739.36,36.04,5261.35,0.34,30.46,58.17,0,2.29,-1.58
BIKAJI.NS,Bikaji Foods,54.86,48.4,9.09,4.82,2.11,33.04,14.54,17.85,21.99,19.09,23.84,269.07,209.67,0.13,33.09,9.81,10.79,10.73,25.75,10.54,13.16,29.33,25.96,158.35,0.21,11.65,73.88,0,-0.07,0.23
BIOCON.NS,Biocon,92.09,32.56,1.96,3.99,-6.23,20.56,0.61,1.4,3.61,3.49,5.27,368.8,1429.4,0.45,1.95,2.2,3.35,2.38,-22.89,9.83,14.85,99.92,-14.77,82.3,0.12,21.02,44.68,0,0.62,-0.68
BIRET.NS,Brookfield India,53.27,69.97,1.32,1.93,0.99,17.77,1.62,2.75,5.36,1.72,5.12,536.75,159.95,0.85,1.8,18,7.24,6.42,17.78,34.53,35.4,105.31,54.02,2284.23,1.92,0,0,90,0,0
BIRLACORPN.NS,Birla Corpn.,12.33,32.39,0.93,1.89,0.09,6.5,3.89,7.83,9.78,6.42,8.63,557.58,295.22,0.46,3.89,5.83,71.91,72.41,134.45,3.9,3.61,35.4,134.45,483.17,1.4,17.26,62.9,0,-0.13,0.25
BLACKBUCK.NS,Blackbuck,67.23,41.73,8.07,10.26,1.83,45.86,10.34,12.32,12.83,13.7,-2.99,160.34,-8.66,0.04,31.21,25.13,9.3,8.82,26,49.01,54.82,-52.59,36.76,970.75,0,0,25,1.38,-0.98,3.55
BLS.NS,BLS Internat.,15.98,40.95,4.58,2.76,0.32,10.97,22.02,32.74,29.34,32.88,31.33,723.8,539.65,0.17,34.76,24.14,17.14,16.68,50.09,31.81,25.52,24.91,50.2,765.84,0.73,3,70.39,0,-2,0.11
BLUEDART.NS,Blue Dart Expres,37.18,25.83,6.78,2.44,-4.75,12.18,7.2,16.82,16.64,18.32,17.4,247.39,252.42,0.64,5.84,4.57,120.98,104.26,-7.83,9.23,5.89,30.8,-7.83,497.97,0.49,23.98,75,0,-0.07,-0.07
BLUEJET.NS,Blue Jet Health,47.96,32.56,7.59,3.99,3.24,32.18,15.77,19.35,26.07,23.59,31.94,247.82,305.2,0.03,51.82,25.45,13.54,14.29,14.78,-27.51,9.53,-34.49,14.78,114.69,0.2,8.4,73.15,0,-0.26,4.6
BLUESTARCO.NS,Blue Star,58.48,39,9.05,5.17,2.29,32.2,6.64,17.2,21.24,19.34,24.32,527.33,591.28,0.24,10.32,4.5,24.77,25.66,22.85,5.9,15.85,-0.92,25.56,-168.54,0.56,33.12,36.49,0,-1.05,0.46
BLUESTONE.NS,Bluestone Jewel,222.94,19.17,6.95,3.14,0,28.72,0.31,1.11,6.78,0,6.78,13.18,-221.84,1.1,1.25,0.54,3.71,0.97,0,40.02,0,128.59,0,-275.56,0,0,16.25,37.21,0.5,-1.42
BMWVENTLTD.NS,BMW Ventures,12.44,34.93,1.12,3.46,2.65,8.56,5.24,11.49,11.95,14.4,13.02,37.48,32.82,0.58,2.9,1.64,4.62,4.32,-40.61,18.53,4.18,20.38,4.69,-6.75,2.62,34.71,73.01,0,0,-0.1
BORORENEW.NS,Borosil Renew.,19.88,21.77,5.05,3.78,0.33,14.97,21.62,27.74,26.62,12,10.91,20.74,33.47,0.11,36.98,23.53,27.33,1.48,56.78,33.98,30.69,463.85,60.57,228.78,0,0,58.78,0,1.87,0.29
BOSCHLTD.NS,Bosch,60.97,30.3,9.69,3.42,4.52,39.68,9.96,14.57,21.54,15.32,21.09,2773.2,2015.2,0.01,113.71,10.42,801.24,940.27,13.5,13.63,10.3,6.49,13.5,1864.3,0.55,28.72,70.54,0,-0.12,0.12
BPCL.NS,B P C L,8.59,9.78,1.34,1.92,0.08,5.3,11.18,28.75,25.64,28.55,24.66,25843.45,13336.55,0.54,8.5,5.73,39.49,59.57,106.57,12.33,-1.28,-11.73,106.57,31476.2,5.67,28.93,52.98,0,-2.73,2.55
BRIGADE.NS,Brigade Enterpr.,30.05,26.83,2.99,2.45,0.86,14.29,3.04,10.47,10.54,12.47,12.18,724.76,680.47,0.93,3.34,12.87,21.31,19.76,32.5,4.81,18.26,-9.38,35.11,-1870.79,0.32,7.59,41.1,0,-1.12,0.72
BRIGHOTEL.NS,Brigade Hotel,33.36,27.61,2.38,2.13,0.46,11.9,5.55,11.22,12.85,0,13.43,64.59,23.66,0.32,3.42,12.32,1.79,1.54,26.17,7.6,14.45,117.62,72.56,-60.7,0,0,74.09,0,0.14,-0.2
BRITANNIA.NS,Britannia Inds.,51.72,48.4,26.17,4.82,6.84,35.45,27.31,53.52,56,54.45,52.64,2537.01,2177.86,0.27,31.92,13.24,108.11,105.18,7.56,6.63,5.52,18.7,7.56,2408.15,1.63,86.05,50.55,0,-2.23,2.06
BSE.NS,BSE,47.34,47.34,20.09,20.09,0.38,32.74,21.4,46.05,59.99,36.1,43.11,2487.25,1322.32,0,0,49.67,69.54,61.31,126.05,60.72,76.95,78.51,126.22,2589.15,0.3,16.34,0,0,1.9,-0.94
BSOFT.NS,Birlasoft Ltd,14.5,21.41,2.1,3.34,0.81,8.4,10.97,14.06,21.15,16.93,23.95,518.36,516.76,0.03,48.12,10.05,20.52,18.55,17.34,1.35,3.46,26.11,18,440.95,2.1,35.05,40.38,0,-0.86,-1.37
CAMPUS.NS,Campus Activewe.,44.15,41.54,7.52,3.46,5.09,21.84,10.62,18,21.22,16.86,19.34,150.09,121.18,0.26,9.57,8.44,5.04,4.91,8.57,13.71,6.13,30.53,8.68,45.77,0.67,30.54,72.08,0,-0.04,-0.21
CAMS.NS,Cams Services,41.07,41.73,15.38,9.91,2.54,26.05,27.63,36.96,48.27,39.82,50.93,437.1,441.02,0.04,109.63,29.37,18.31,17.63,15.7,5.19,15,2.12,16.17,446.69,1.67,70.92,0,0,0.44,1.48
CANBK.NS,Canara Bank,5.94,7.54,0.95,0.98,0.33,15.95,1.09,16.08,6.52,17.17,6.64,19711.59,17691.9,14.28,1.28,15.65,21.89,19.7,17.89,3.11,13.74,7.47,17.89,6652.18,3.24,21.32,62.93,0,-1.56,1
CANFINHOME.NS,Can Fin Homes,9.93,13.45,1.88,1.88,0.49,12.43,2.56,19.66,9.14,18.94,9.24,1085.75,857.17,6.4,1.53,25.75,84.84,81.54,20.47,8.18,15.43,28.17,20.47,-2986.52,1.78,18.4,29.99,0,-0.14,-0.08
CANHLIFE.NS,Canara HSBC,109.5,63.94,8.82,8.82,9.47,98.48,0.28,8.11,8.35,8.08,8.67,126.61,116.98,0.15,0,1.1,1.38,1.33,11.56,9.07,11.06,7.91,11.56,3523.47,0.26,30.01,62,0,-0.25,-0.12
CAPILLARY.NS,Capillary Tech.,78.77,30.84,3.93,2.34,2.56,27.92,2.19,2.95,3.42,-2.31,-2.42,52.39,13.28,0.05,10.21,3.19,5.31,6.6,29.22,22.79,31.55,321.76,30.78,110.6,0,0,51.45,0,-0.09,0.78
CAPLIPOINT.NS,Caplin Point Lab,28.9,32.56,5.36,3.99,1.48,20.18,17.92,20.62,24.63,22.2,25.65,649.73,541.09,0,959.58,29.71,87.53,84.36,19.52,15.01,14.25,17.73,19.57,275.1,0.32,4.74,70.57,0,-0.39,0.35
CARBORUNIV.NS,Carborundum Uni.,86.59,67.25,5.56,6.17,-6.34,29.59,4.67,6.92,10.52,10.79,15.59,167.79,298.71,0.11,22.34,4.42,10.99,10.22,-13.75,10.14,3.81,-13.89,-13.66,59.91,0.35,39.13,38.9,0,0.4,-0.4
CARTRADE.NS,Cartrade Tech,59.06,51.16,5.58,5.58,0.66,38.27,8.71,9.69,11.84,5.65,7.87,243.51,145.26,0.06,26.08,31.95,48.37,46.58,87.57,19.97,28.91,53.38,88.94,230.63,0,0,0,0,-5.78,3.56
CASTROLIND.NS,Castrol India,17.28,11.06,9.77,2.54,3.01,11.3,27.26,45.86,60.27,43.4,57.38,949.93,927.23,0.03,185.79,16.75,10.74,9.6,5.75,11.84,6.22,12.79,5.75,995.89,4.64,91.11,51,0,-0.31,-0.57
CCAVENUE.NS,AvenuesAI,17.58,74.91,1.1,3.11,0.59,10.01,4.7,6.64,7.71,6.05,7.56,294.89,236.02,0.09,14.38,3.67,0.89,0.8,28.16,110.17,60.52,38.5,29.9,195.84,0,0,27.29,0,0.19,-0.04
CCL.NS,CCL Products,34.48,18.6,6.34,1.07,3.12,20.63,9.08,18.04,15.85,17.07,13.79,388.1,310.34,0.56,5,8.73,32.39,29.07,10.92,35.83,29.11,38.94,11.05,788.49,0.52,19.79,46.14,0,0.83,-0.33
CDSL.NS,C D S L,59.69,41.73,14.35,9.91,3.23,40.37,19.88,24.53,31.98,29.15,38.04,455.07,526.33,0,3903.94,39.77,22.55,21.82,18.47,8.78,27.29,-4.75,18.47,346.4,0.95,58.42,15,0,-3.12,0.77
CEATLTD.NS,CEAT,22.79,23.07,2.88,2.25,0.43,8.58,6.04,16.14,19.15,15.33,18.33,697.24,471.37,0.65,3.16,4.84,145.79,172.56,53.55,21.49,11.48,38.53,53.55,639.17,0.98,20.28,47.29,0,-2.73,1.29
CELLO.NS,Cello World,25.29,27.8,2.97,2.78,3.08,15.37,11.95,13.19,17.41,20.26,25.78,331.51,364.57,0.01,219.24,14.51,14.16,15.01,3.81,7.24,8.95,-3.47,8.21,37.31,0.41,9.99,75,0,-2.29,2.41
CEMPRO.NS,Cemindia Project,36.44,16.03,9.12,1.86,0.53,17.97,9.1,27.8,32.76,23.72,29.27,597.73,372.78,0.42,4.92,5.85,35.02,34.79,68.21,8.91,25.49,46.85,68.21,273.62,0.24,8.62,67.46,0,-0.05,0.92
CENTRALBK.NS,Central Bank,6.16,7.54,0.69,0.98,0.16,17.89,0.88,11.9,5.64,10.77,5.47,4530.8,3943.21,12.41,1.29,12.51,5.04,5,37.12,9.45,12.13,8.25,39.05,2350.12,3.86,36.02,81.19,0,0.18,6.13
CENTURYPLY.NS,Century Plyboard,57.9,43.06,6.58,2.41,-4.78,25.84,5.67,10.78,11.45,11.52,13.27,268.34,186.08,0.68,4.39,5.08,13.1,11.82,-12.12,23.39,13.96,46.31,-12.12,47.49,0.13,8.47,71.83,0,-0.24,0.24
CERA.NS,Cera Sanitary.,36.62,36.62,5.13,3.69,-70.42,23.54,11.02,14.83,19.25,17.31,22.08,204.19,246.48,0.03,44.82,10.21,157.37,158.32,-0.25,8.98,4.37,-16.53,-0.52,191.83,1.28,47.38,54.41,0,1.22,-0.11
CESC.NS,CESC,13.35,27.36,1.66,2.35,3.14,7.88,3.54,12.04,10.88,11.82,11.24,1617.57,1428.93,1.73,2.64,8.34,11.72,11.63,4.25,8.73,9.24,12.77,4.25,148.26,3.83,51.84,52.11,0,-0.15,-0.1
CGCL.NS,Capri Global,19.19,20.01,3.01,1.81,0.29,12.35,3.55,16.5,11.67,12.62,10.78,949.15,478.53,3.35,1.78,20.06,11.72,9.86,58.39,50.16,47.82,95.19,66.74,-8786.06,0.09,2.03,59.92,0,2.59,-1.67
CGPOWER.NS,CG Power & Ind,108.5,33.08,17.32,5.51,11.2,70.67,11.99,20.48,26.71,30.21,36.94,1198.68,972.98,0.01,128.57,9.68,7.94,7.66,8.57,21.42,21.21,26.93,9.69,-72.38,0.15,16.97,56.36,0,-0.06,0.22
CHALET.NS,Chalet Hotels,34.89,27.61,5.05,2.13,0.58,18.81,8.98,19.15,17.07,14.16,12.75,645.02,142.5,0.64,5.05,23.32,24.13,29.46,56.69,6.05,34.89,87.78,60.17,729.33,0.12,6.79,67.29,31.91,-0.45,0.42
CHAMBLFERT.NS,Chambal Fert.,9.03,14.2,1.67,1.83,0.38,6.08,14.79,19.95,25.17,18.78,24.05,1953.27,1649.39,0.1,122.59,9.18,48.12,48.76,25.43,15.58,-9.2,10.17,23.85,-753.53,2.53,22.56,61.34,23.07,-0.18,-0.06
CHENNPETRO.NS,C P C L,4.96,9.78,1.86,1.92,-1.1,3.37,16.54,31.85,34.94,23.44,24.83,3102.7,214.09,0.18,42.47,4.87,280.3,208.36,-4.5,33.51,-6.1,2379.87,-4.5,2045.05,4.46,29.76,67.29,0,2.39,-1.1
CHOICEIN.NS,Choice Intl.,79.21,14.36,10.79,1.64,1.48,40.75,7.7,16.13,17.96,18.7,20.92,237.88,162.71,0.54,4.49,21.26,10.44,9.77,47.92,26.47,41.74,32.48,53.59,-343.29,0,0,53.66,11.9,-1.31,-0.07
CHOLAFIN.NS,Cholaman.Inv.&Fn,28.16,20.01,5.28,1.81,1.11,15.66,2.34,19.35,9.71,19.68,10.15,5232.61,4262.7,6.93,1.51,16.83,67.8,61.41,23.76,19.64,34.17,29.14,25.26,-30262.55,0.11,3.26,49.23,0,-0.41,0.71
CHOLAHLDNG.NS,Chola Financial,11.07,25.28,1.91,0.81,0.47,9.65,2.23,17.47,9.75,18.62,10.35,5485.18,4739.88,13.61,1.54,14.02,142.12,130.01,23.71,17.54,29.2,21.1,23.71,-30364.56,0.08,1,46.44,0.02,-0.81,0.8
CIEINDIA.NS,CIE Automotive,17.08,30.3,1.98,3.42,0.13,9.84,8.08,11.8,14.74,14.75,16.55,828.17,827.51,0.07,38.27,8.8,23.81,21.83,127.46,12.5,2.43,14.53,127.47,885.24,1.73,32.06,65.7,0,0.22,-0.67
CIPLA.NS,Cipla,32.6,32.56,3.37,3.99,3.19,18.91,9.51,11.6,15.49,15.16,20.34,3861.74,5269.2,0.02,84.87,13.45,41.73,48.02,10.2,1.85,7.37,-33.63,10.23,928.32,0.9,27.07,29.22,0,-2.35,2.64
CLEAN.NS,Clean Science,38.17,27.92,5.6,2.82,-4.77,22.56,13.64,15.32,20.68,18.78,25.73,229.66,264.41,0,920.62,24.03,21.92,21.61,-8.02,-0.35,0.73,-13.26,-8.01,74.03,0.72,27.77,51.29,0,-0.01,-0.91
CLEANMAX.NS,Clean Max Enviro,91.26,22.91,3.08,1.84,-11.63,16.63,0.31,1.76,6.16,-0.21,7.12,85.57,19.43,2.73,1.31,2.86,14.05,8.04,-71.06,27.89,27.19,120.98,-7.85,-4039.37,0,0,49.43,20.02,-18.59,-0.08
CMLL.NS,Caliber Mining,21.23,21.23,0,1.97,0.79,9.74,9.79,34.85,21.23,39.32,21.58,157.9,131.55,1.73,3.54,9.8,29.47,29.47,24.9,17.29,24.69,24.96,26.97,-224.36,0,0,74.18,0,0,0
CMPDI.NS,Central Mine Pla,25.7,16.03,7.33,1.86,0.94,17.91,20.63,28.35,38.06,33.06,46.12,613.18,666.91,0,10295.63,26.47,8.59,8.59,-83.95,10.17,18.67,-8.07,27.38,652.23,0.45,0,85,0,-0.71,-3.27
CMRGREEN.NS,CMR Green Tech.,21.18,17.03,0,2.48,0.8,13.02,6.83,14.63,13.98,17.85,11.54,228.38,155.04,0.93,4.3,2.64,9.7,9.7,27.06,29.61,13.76,47.84,26.63,-542.44,0,0,84,0,0,0
CMSINFO.NS,CMS Info Systems,13.72,19.55,1.69,2.09,7.8,6.42,9.75,13.2,17.65,16.24,22.75,303.39,372.46,0.09,19.27,12.47,17.82,18.43,-0.4,1.71,9.11,-20.04,1.76,-16.38,1.1,0,0,0,-2.27,0.83
COALINDIA.NS,Coal India,7.95,21.23,2.08,1.97,-11.69,3.93,11.46,28.16,34.97,37.89,48.73,31070.58,35449.72,0.12,33.8,18.45,50.63,50.46,-0.68,6.1,6.8,-6,-0.68,30783.14,6.58,52.52,61.13,0,1.99,-0.56
COCHINSHIP.NS,Cochin Shipyard,66.41,51.46,6.65,9.19,2.17,37.72,4.74,11.18,14.28,14.56,18.75,643.04,842.91,0.27,9.49,14.93,22.46,24.44,30.65,-11.58,22.73,-30.47,30.65,-1390.87,0.5,6.14,67.91,0,-0.27,0.91
COFORGE.NS,Coforge,43.43,21.41,6.63,3.34,1.33,23.7,14.09,21.41,23.5,20.3,24.35,1744.7,936.1,0.08,13.08,11.65,48.65,46.33,28.47,35.68,26.96,97.53,32.6,1196.6,0.64,34.12,0,0,-6.35,-13.56
COHANCE.NS,Cohance Life,168.7,32.56,4.65,3.99,-8.04,53.13,3.84,7.04,8.35,10.68,14.01,150.12,264.77,0.1,4.63,7.42,2.78,4.68,-31.01,-19.79,19.17,-77.48,-20.97,168.96,0,0,57.49,94.56,0.91,-1.7
COLPAL.NS,Colgate-Palmoliv,38.03,36.64,32.79,8.53,4.53,25.39,41.82,82.73,108.02,79.36,103.39,1325.31,1436.81,0.03,485.87,22.27,49.55,48.73,8.39,3.79,4.91,-1.77,8.39,1729.97,2.51,119.04,51,0,0,0.29
CONCOR.NS,Container Corpn.,31.85,25.83,3.05,2.44,16.01,15.99,8.4,9.81,12.41,10.49,13.4,1245.74,1291.84,0.07,21.3,13.72,16.31,16.3,1.99,1.65,3.58,-6.15,1.99,343.62,1.46,26.99,54.8,0,-0.47,0.08
CONCORDBIO.NS,Concord Biotech,58.1,32.56,8.17,3.99,75.45,36.33,11.28,12.57,17.43,17.63,24.55,263.27,372.96,0,1899.4,22.83,26.95,25.17,0.77,-6.45,7.34,-20.42,0.77,168.84,0.48,30,44.08,0,-0.26,0.15
CORDELIA.NS,Waterways Leisur,163.32,40.95,0,2.76,0,54.56,17.7,92.3,63.99,0,91.62,52.14,168.19,1.47,6.81,8.99,8,8,0,-1.84,0,-37.98,0,-110.92,0,0,89.35,0,0,0
COROMANDEL.NS,Coromandel Inter,31.66,14.2,4.71,1.83,-28.78,17.16,8.68,16.41,22.05,17.27,23.75,1898.14,2054.71,0.12,7.94,5.98,62.11,66.31,-1.21,23.5,2.04,-5.97,-1.1,21.53,0.55,3.02,56.35,0.01,-1.52,1.73
CORONA.NS,Corona Remedies,62.49,32.56,17.76,3.99,1.89,40.64,18.71,29.53,33.29,26.48,29.89,184.85,149.05,0.22,37.39,14.22,32.46,30.22,33.13,18.16,16.65,27.94,33.13,55.89,0.46,33.09,69,0,1.38,5.88
CPPLUS.NS,Aditya Infotech,85.87,32.46,21.77,4.19,1.77,56.86,10.26,25.41,28.56,21.91,25.07,367.96,351.37,0.14,27.64,8.71,40.56,31.24,-61.54,51.85,22.71,214.81,48.42,-119.56,0.05,5.25,74.71,0,0.63,-1.14
CRAFTSMAN.NS,Craftsman Auto,59.7,30.3,7.81,3.42,3.85,21.85,4.75,12.49,13.91,13.14,15.21,383.99,200.87,1.11,2.97,4.74,189.35,160.96,10.91,37.85,36.36,102.83,15.5,-646.87,0.11,6.99,42.41,0,2.09,4.61
CRAMC.NS,Canara Robeco,24.07,37.44,7.07,7.09,0.65,17.32,27.31,30.28,40.11,34.27,45.35,203.8,190.7,0.02,139.73,44.9,10.95,10.22,-13.55,13,30.8,8.87,37.24,166.21,1.51,39.14,75,0,-0.44,-0.83
CREDITACC.NS,CreditAcc. Gram.,20.35,17.16,3.13,1.27,-10.23,12.89,2.6,10.51,9.98,13.77,11.43,777.64,531.4,3.01,1.82,12.83,75.6,48.54,-2.81,11.86,20.22,524.34,-1.99,-2787.53,0,0,66.21,0,0.54,0.08
CRISIL.NS,CRISIL,37.02,25.56,10.01,2.22,5.11,24.17,16.07,24.46,32.55,26.98,36.1,766.01,684.07,0.1,49.02,18.77,120.92,104.75,7.22,22.03,9.64,21.53,7.25,688.41,0.56,57.26,66.64,0,-0.8,0.34
CRIZAC.NS,Crizac,13.6,19.81,5.13,2.33,0.53,9.02,25,40.29,52.34,43.14,64.59,219.19,154.99,0,3625,21.03,12.6,12.52,-51.68,15.17,30.13,38.4,25.45,127.25,4.67,63.89,79.94,0,-0.69,-0.26
CROMPTON.NS,Crompton Gr. Con,35.81,39,5.11,5.17,-3.8,19.74,6.04,10.33,18.98,14.05,19.02,-243.31,563.18,0.06,22.82,4.87,-3.54,-3.78,-9.8,7.4,7.38,-14.47,-9.43,569.5,1.19,-79.39,0,0,-0.6,0.35
CSBBANK.NS,CSB Bank,8.37,14.1,1.14,1.33,1.69,13.88,1.2,13.46,7.05,14.52,7.03,633.18,593.8,10.5,1.3,14.03,38.31,36.5,4.94,24.84,24.77,10.94,4.94,-501.59,0,0,40,0,-0.21,-0.15
CSM.NS,CSM Technologies,20.49,21.41,0,3.34,1.16,11.93,14.1,28.47,29.19,24.35,26.47,24.01,14.09,0.7,5.88,11.52,6.1,6.1,-35.8,13.41,12.09,83.07,17.59,-20.91,0,18.05,71.18,0,0,0
CUB.NS,City Union Bank,15.51,14.1,2.06,1.33,1.28,16.64,1.51,13.2,6.74,12.88,6.72,1326.23,1123.63,7.92,1.42,19.24,14.17,13.39,12,19.81,13.37,20.41,12.13,594.62,0.91,11.2,0,0,-4.72,4.11
CUMMINSIND.NS,Cummins India,58.92,43.84,17.02,6.93,2.24,41.6,22.58,30.24,39.5,28.83,36.83,2361.75,1999.94,0,233.97,19.97,85.4,85.2,26.3,15.3,16.04,14.45,26.3,1486.89,1.27,77.46,51,0,0.42,-0.37
