Scheme Code,Scheme Name,Fund House,Category,Plan,NAV,NAV Date,Expense Ratio %,TER incl. Costs %,1Y Return %,3Y CAGR %,5Y CAGR %,SD (Annualised) %,Sharpe (3Y),Max Drawdown %,Positive Months %,1Y Rank in Category,3Y Rank in Category,1Y Category Size,3Y Category Size,History (Months),ISIN
119769,Kotak Contra Fund - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Equity Scheme - Contra Fund,Direct,181.14,11-Sep-2026,0.55,0.79,4.26,16.36,14.81,14.4,0.68,-18.02,66.7,1,1,2,2,61,INF174K01KZ9
103040,Kotak Contra Fund - Regular Plan - Growth,Kotak Mahindra Mutual Fund,Equity Scheme - Contra Fund,Regular,151.386,11-Sep-2026,1.59,2.02,2.91,14.85,13.28,14.38,0.58,-18.47,66.7,1,1,2,2,61,INF174K01245
119835,SBI CONTRA FUND - Direct Plan - Growth,SBI Mutual Fund,Equity Scheme - Contra Fund,Direct,408.9709,11-Sep-2026,0.61,0.86,0.29,11.91,16.0,13.13,0.41,-15.01,66.7,2,2,2,2,61,INF200K01RA0
102414,SBI CONTRA FUND - Regular Plan - Growth,SBI Mutual Fund,Equity Scheme - Contra Fund,Regular,371.1403,11-Sep-2026,1.25,1.61,-0.51,10.93,15.01,13.12,0.34,-15.33,65.0,2,2,2,2,61,INF200K01362
154338,Motilal Oswal Contra Fund - Regular Plan - Growth,Motilal Oswal Mutual Fund,Equity Scheme - Contra Fund,Regular,10.8476,11-Sep-2026,2.1,4.09,,,,,,,,,,,,3,INF247L01GZ9
133386,Motilal Oswal ELSS Tax Saver Fund - Direct Plan - Growth,Motilal Oswal Mutual Fund,Equity Scheme - ELSS,Direct,67.8843,11-Sep-2026,0.63,0.96,19.26,23.6,18.02,18.74,0.91,-25.53,61.7,1,1,18,18,61,INF247L01569
133385,Motilal Oswal ELSS Tax Saver Fund - Regular Plan - Growth,Motilal Oswal Mutual Fund,Equity Scheme - ELSS,Regular,58.4676,11-Sep-2026,1.6,2.1,17.83,22.13,16.6,18.72,0.83,-25.67,60.0,1,1,20,20,61,INF247L01544
147541,ITI ELSS Tax Saver Fund - Direct Plan - Growth Option,ITI Mutual Fund,Equity Scheme - ELSS,Direct,28.93,11-Sep-2026,0.62,0.9,10.51,17.97,14.11,17.51,0.66,-21.73,59.3,3,2,18,18,60,INF00XX01390
120847,Quant ELSS Tax Saver Fund - Direct Plan - Growth Option,quant Mutual Fund,Equity Scheme - ELSS,Direct,460.7493,11-Sep-2026,0.67,1.21,17.21,16.2,16.37,17.19,0.56,-25.02,70.0,2,3,18,18,61,INF966L01986
150159,Baroda BNP Paribas ELSS Tax Saver Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Equity Scheme - ELSS,Direct,113.2804,11-Sep-2026,0.93,1.31,7.59,16.03,,14.57,0.65,-16.41,66.0,4,4,18,18,54,INF251K01HF3
147544,ITI ELSS Tax Saver Fund - Regular Plan - Growth Option,ITI Mutual Fund,Equity Scheme - ELSS,Regular,25.2672,11-Sep-2026,2.1,2.57,8.48,15.85,11.98,17.48,0.53,-22.29,57.6,3,2,20,20,60,INF00XX01374
100175,Quant ELSS Tax Saver Fund - Regular Plan - Growth Option,quant Mutual Fund,Equity Scheme - ELSS,Regular,407.1089,11-Sep-2026,1.46,2.14,16.0,14.98,14.88,17.17,0.49,-25.37,70.0,2,3,20,20,61,INF966L01135
119723,SBI ELSS Tax Saver Fund - Direct Plan - Growth,SBI Mutual Fund,Equity Scheme - ELSS,Direct,460.1904,11-Sep-2026,0.83,1.26,0.06,14.85,15.22,14.43,0.58,-15.16,65.0,12,5,18,18,61,INF200K01UM9
150156,Baroda BNP Paribas ELSS Tax Saver Fund - Regular Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Equity Scheme - ELSS,Regular,99.1151,11-Sep-2026,1.95,2.5,6.24,14.63,,14.56,0.56,-16.83,66.0,4,4,20,20,54,INF251K01985
105628,SBI ELSS Tax Saver Fund - Regular Plan - Growth,SBI Mutual Fund,Equity Scheme - ELSS,Regular,422.7599,11-Sep-2026,1.34,1.86,-0.59,14.09,14.46,14.42,0.53,-15.39,65.0,14,5,20,20,61,INF200K01495
135654,Navi ELSS Tax Saver Fund,Navi Mutual Fund,Equity Scheme - ELSS,Regular,32.8119,10-Apr-2026,,,4.03,13.45,,13.96,0.5,-17.46,56.4,5,6,20,20,56,INF959L01CD5
119773,Kotak ELSS Tax Saver Fund - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Equity Scheme - ELSS,Direct,137.947,11-Sep-2026,0.62,0.8,4.59,11.98,12.27,13.94,0.39,-18.81,65.0,6,6,18,18,61,INF174K01LI3
119544,Aditya Birla Sun Life ELSS Tax Saver Fund - Direct Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Equity Scheme - ELSS,Direct,68.44,11-Sep-2026,0.84,1.08,2.55,11.95,8.78,13.53,0.4,-17.59,55.0,9,7,18,18,61,INF209K01UN8
118540,Franklin India ELSS Tax Saver Fund - Direct Plan - Growth,Franklin Templeton Mutual Fund,Equity Scheme - ELSS,Direct,1580.9148,11-Sep-2026,0.92,1.17,-1.61,11.77,12.32,13.72,0.38,-15.54,65.0,14,8,18,18,61,INF090I01JS8
118866,Taurus ELSS Tax Saver Fund - Direct Plan - Growth,Taurus Mutual Fund,Equity Scheme - ELSS,Direct,200.84,11-Sep-2026,1.57,2.05,1.63,11.39,11.28,13.09,0.37,-16.44,65.0,10,9,18,18,61,INF044D01CG6
119307,Union ELSS Tax Saver Fund (Formerly Union Tax Saver (ELSS) Fund - Direct Plan - Growth Option,Union Mutual Fund,Equity Scheme - ELSS,Direct,71.63,11-Sep-2026,1.2,1.73,3.14,11.32,10.93,13.46,0.36,-17.16,61.7,7,10,18,18,61,INF582M01765
135655,Navi ELSS Tax Saver Fund,Navi Mutual Fund,Equity Scheme - ELSS,Regular,27.3039,10-Apr-2026,,,2.04,11.29,,13.94,0.34,-18.1,56.4,9,7,20,20,56,INF959L01CF0
107745,Aditya Birla Sun Life ELSS Tax Saver Fund - Regular Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Equity Scheme - ELSS,Regular,60.82,11-Sep-2026,1.45,1.78,1.79,11.13,7.94,13.53,0.34,-17.83,55.0,10,8,20,20,61,INF209K01108
100526,Franklin India ELSS Tax Saver Fund - Regular Plan - Growth,Franklin Templeton Mutual Fund,Equity Scheme - ELSS,Regular,1405.5168,11-Sep-2026,1.56,1.91,-2.38,10.9,11.41,13.71,0.32,-15.91,65.0,16,9,20,20,61,INF090I01775
100480,Taurus ELSS Tax Saver Fund - Regular Plan - Growth,Taurus Mutual Fund,Equity Scheme - ELSS,Regular,182.95,11-Sep-2026,2.06,2.61,0.97,10.7,10.56,13.09,0.32,-16.85,63.3,11,10,20,20,61,INF044D01AC9
103339,Kotak ELSS Tax Saver Fund - Regular Plan - Growth,Kotak Mahindra Mutual Fund,Equity Scheme - ELSS,Regular,116.237,11-Sep-2026,1.56,1.91,3.36,10.67,10.89,13.92,0.3,-19.19,63.3,7,11,20,20,61,INF174K01369
111549,Quantum ELSS Tax Saver Fund - Direct Plan - Growth Option,Quantum Mutual Fund,Equity Scheme - ELSS,Direct,121.86,11-Sep-2026,0.76,0.95,-5.35,10.43,9.76,12.64,0.31,-14.62,60.0,17,11,18,18,61,INF082J01069
116051,Union ELSS Tax Saver Fund (Formerly Union Tax Saver (ELSS) Fund - Regular Plan - Growth Option,Union Mutual Fund,Equity Scheme - ELSS,Regular,65.27,11-Sep-2026,1.97,2.63,2.18,10.3,9.95,13.45,0.28,-17.47,61.7,8,12,20,20,61,INF582M01302
135601,PGIM India ELSS Tax Saver Fund - Direct Plan - Direct Growth,PGIM India Mutual Fund,Equity Scheme - ELSS,Direct,40.23,11-Sep-2026,0.75,1.15,2.58,10.01,10.69,13.56,0.26,-16.15,60.0,8,12,18,18,61,INF663L01FN5
147481,Parag Parikh ELSS Tax Saver Fund - Direct Plan - Growth,PPFAS Mutual Fund,Equity Scheme - ELSS,Direct,31.1997,11-Sep-2026,0.54,0.65,-7.18,9.86,11.69,10.91,0.31,-13.71,60.0,18,13,18,18,61,INF879O01100
141070,Quantum ELSS Tax Saver Fund - Regular Plan - Growth Option,Quantum Mutual Fund,Equity Scheme - ELSS,Regular,114.67,11-Sep-2026,1.78,2.16,-6.52,9.17,8.78,12.63,0.21,-16.08,58.3,19,13,20,20,61,INF082J01366
120715,UTI ELSS Tax Saver Fund - Direct Plan - Growth,UTI Mutual Fund,Equity Scheme - ELSS,Direct,222.8143,11-Sep-2026,0.82,1.02,-0.85,9.0,7.76,13.95,0.18,-17.74,60.0,13,14,18,18,61,INF789F01TF7
149570,Sundaram ELSS Tax Saver Fund - Direct Plan - GROWTH,Sundaram Mutual Fund,Equity Scheme - ELSS,Direct,521.0381,11-Sep-2026,1.39,1.76,-3.69,8.89,,13.7,0.17,-14.82,54.5,16,15,18,18,56,INF173K01HZ7
147482,Parag Parikh ELSS Tax Saver Fund - Regular Plan - Growth,PPFAS Mutual Fund,Equity Scheme - ELSS,Regular,28.6618,11-Sep-2026,1.54,1.83,-8.24,8.65,10.38,10.9,0.2,-14.41,60.0,20,14,20,20,61,INF879O01092
135598,PGIM India ELSS Tax Saver Fund - Regular Plan - Regular Growth,PGIM India Mutual Fund,Equity Scheme - ELSS,Regular,34.54,11-Sep-2026,2.04,2.67,0.96,8.33,9.06,13.55,0.14,-16.6,60.0,12,15,20,20,61,INF663L01FQ8
149569,Sundaram ELSS Tax Saver Fund - Regular Plan - GROWTH,Sundaram Mutual Fund,Equity Scheme - ELSS,Regular,484.2953,11-Sep-2026,1.85,2.28,-4.24,8.29,,13.7,0.13,-15.01,54.5,18,16,20,20,56,INF173K01361
145819,Shriram ELSS Tax Saver Fund - Direct Plan - Growth,Shriram Mutual Fund,Equity Scheme - ELSS,Direct,23.2142,11-Sep-2026,0.66,0.93,1.34,8.01,7.72,14.88,0.1,-22.63,61.7,11,16,18,18,61,INF680P01158
100821,UTI ELSS Tax Saver Fund - Regular Plan - Growth,UTI Mutual Fund,Equity Scheme - ELSS,Regular,196.9354,11-Sep-2026,1.65,1.93,-1.81,7.92,6.69,13.94,0.1,-18.07,58.3,15,17,20,20,61,INF789F01547
151471,NAVI ELSS TAX SAVER NIFTY50 INDEX FUND - Direct Plan - GROWTH,Navi Mutual Fund,Equity Scheme - ELSS,Direct,14.2417,11-Sep-2026,0.2,0.24,-3.39,7.67,,13.14,0.09,-14.74,61.0,15,17,18,18,42,INF959L01GR6
151472,NAVI ELSS TAX SAVER NIFTY50 INDEX FUND - Regular Plan - GROWTH,Navi Mutual Fund,Equity Scheme - ELSS,Regular,13.7831,11-Sep-2026,0.9,1.07,-4.2,6.64,,13.09,0.01,-14.97,58.5,17,18,20,20,42,INF959L01GS4
145820,Shriram ELSS Tax Saver Fund - Regular Plan - Growth,Shriram Mutual Fund,Equity Scheme - ELSS,Regular,20.2889,11-Sep-2026,2.09,2.55,-0.37,6.25,5.91,14.86,-0.02,-23.22,61.7,13,19,20,20,61,INF680P01133
150838,Samco ELSS Tax Saver Fund - Direct Plan - Growth,Samco Mutual Fund,Equity Scheme - ELSS,Direct,14.03,11-Sep-2026,0.91,1.94,4.94,5.94,,18.04,-0.03,-27.68,61.4,5,18,18,18,45,INF0K1H01065
150839,Samco ELSS Tax Saver Fund - Regular Plan - Growth,Samco Mutual Fund,Equity Scheme - ELSS,Regular,13.3,11-Sep-2026,2.1,3.25,3.42,4.45,,18.01,-0.11,-28.24,61.4,6,20,20,20,45,INF0K1H01057
118929,HDFC Long Term Advantage Plan,HDFC Mutual Fund,Equity Scheme - ELSS,Regular,625.385,14-Jan-2022,,,,,,,,,,,,,,5,INF179K01WX8
100998,HDFC Long Term Advantage Plan,HDFC Mutual Fund,Equity Scheme - ELSS,Regular,595.168,14-Jan-2022,,,,,,,,,,,,,,5,INF179K01996
118928,HDFC Long Term Advantage Plan,HDFC Mutual Fund,Equity Scheme - ELSS,Regular,57.515,14-Jan-2022,,,,,,,,,,,,,,0,INF179K01WV2
100997,HDFC Long Term Advantage Plan,HDFC Mutual Fund,Equity Scheme - ELSS,Regular,51.722,14-Jan-2022,,,,,,,,,,,,,,0,INF179K01970
135653,Navi ELSS Tax Saver Fund,Navi Mutual Fund,Equity Scheme - ELSS,Regular,32.4038,10-Apr-2026,,,,,,,,,,,,,,0,INF959L01CE3
135652,Navi ELSS Tax Saver Fund,Navi Mutual Fund,Equity Scheme - ELSS,Regular,27.3012,10-Apr-2026,,,,,,,,,,,,,,0,INF959L01CG8
148404,BANK OF INDIA FLEXI CAP FUND - Direct Plan - Growth,Bank of India Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,42.44,11-Sep-2026,0.48,0.86,17.04,21.57,17.38,17.03,0.88,-22.24,60.0,3,1,28,25,61,INF761K01FF5
148405,BANK OF INDIA FLEXI CAP FUND - Regular Plan - Growth,Bank of India Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,38.57,11-Sep-2026,1.68,2.28,15.38,19.82,15.64,17.0,0.78,-22.83,58.3,2,1,28,25,61,INF761K01FI9
129046,Motilal Oswal Flexi Cap Fund - Direct Plan - Growth,Motilal Oswal Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,71.9702,11-Sep-2026,0.73,1.32,6.16,19.71,13.48,15.92,0.83,-19.2,65.0,13,2,28,25,61,INF247L01502
151379,ITI Flexi Cap Fund - Direct Plan - Growth Option,ITI Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,21.271,11-Sep-2026,0.53,0.92,17.07,19.36,,16.65,0.77,-20.71,78.0,2,3,28,25,42,INF00XX01CO7
129048,Motilal Oswal Flexi Cap Fund - Regular Plan - Growth,Motilal Oswal Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,64.3122,11-Sep-2026,1.44,2.15,5.23,18.69,12.51,15.91,0.77,-20.07,65.0,11,2,28,25,61,INF247L01478
151377,ITI Flexi Cap Fund - Regular Plan - Growth Option,ITI Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,20.0239,11-Sep-2026,1.8,2.36,15.28,17.4,,16.61,0.66,-21.28,78.0,3,3,28,25,42,INF00XX01CL3
151895,Bajaj Finserv Flexi Cap Fund - Direct Plan - Growth,Bajaj Finserv Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,16.198,11-Sep-2026,0.47,0.99,9.88,17.27,,15.12,0.71,-16.62,72.2,9,4,28,25,37,INF0QA701342
120843,Quant Flexi Cap Fund - Direct Plan - Growth Option,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,121.07,11-Sep-2026,0.57,1.05,17.69,16.85,15.77,17.7,0.58,-23.97,60.0,1,5,28,25,61,INF966L01911
118955,HDFC Flexi Cap Fund - Direct Plan - Growth Option,HDFC Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,2241.681,11-Sep-2026,0.57,0.77,4.0,16.58,17.83,12.94,0.78,-12.37,70.0,16,6,28,25,61,INF179K01UT0
120564,Aditya Birla Sun Life Flexi Cap Fund - Direct Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,2179.96,11-Sep-2026,0.69,0.88,11.17,15.96,12.26,13.99,0.68,-16.24,63.3,7,7,28,25,61,INF209K01XX1
101762,HDFC Flexi Cap Fund - Regular Plan - Growth Option,HDFC Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,2035.226,11-Sep-2026,1.08,1.37,3.3,15.81,17.05,12.94,0.72,-12.57,70.0,16,4,28,25,61,INF179K01608
151898,Bajaj Finserv Flexi Cap Fund - Regular Plan - Growth,Bajaj Finserv Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,15.525,11-Sep-2026,1.52,2.23,8.44,15.65,,15.1,0.61,-17.09,72.2,9,5,28,25,37,INF0QA701383
109830,Quant Flexi Cap Fund - Regular Plan - Growth Option,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,107.5197,11-Sep-2026,1.54,2.2,16.31,15.5,14.48,17.68,0.51,-24.34,58.3,1,6,28,25,61,INF966L01457
140353,Edelweiss Flexi Cap Fund - Direct Plan - Growth,Edelweiss Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,45.271,11-Sep-2026,0.47,0.79,5.05,15.34,13.3,14.32,0.62,-17.9,63.3,15,8,28,25,61,INF843K01KK1
103166,Aditya Birla Sun Life Flexi Cap Fund - Regular Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,1933.21,11-Sep-2026,1.35,1.65,10.27,15.03,11.35,13.98,0.61,-16.51,63.3,7,7,28,25,61,INF209K01AJ8
140355,Edelweiss Flexi Cap Fund - Regular Plan - Growth,Edelweiss Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,38.499,11-Sep-2026,1.64,2.15,3.51,13.6,11.52,14.31,0.5,-18.42,63.3,15,8,28,25,61,INF843K01KN5
122639,Parag Parikh Flexi Cap Fund - Direct Plan - Growth,PPFAS Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,89.5712,11-Sep-2026,0.53,0.69,-1.65,13.46,12.17,10.56,0.66,-14.01,66.7,26,9,28,25,61,INF879O01027
150387,Baroda BNP Paribas Flexi Cap Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,16.7062,11-Sep-2026,0.86,1.35,5.77,13.32,,14.44,0.47,-19.57,68.8,14,10,28,25,49,INF251K01QZ2
120264,LIC MF Flexi Cap Fund - Direct Plan - Growth,LIC Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,119.1101,11-Sep-2026,0.93,1.95,11.5,12.79,11.07,14.51,0.43,-21.99,66.7,6,11,28,25,61,INF767K01EG3
122640,Parag Parikh Flexi Cap Fund - Regular Plan - Growth,PPFAS Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,81.6012,11-Sep-2026,1.05,1.3,-2.28,12.69,11.29,10.56,0.59,-14.46,63.3,25,9,28,25,61,INF879O01019
118883,Taurus Flexi Cap Fund - Direct Plan - Growth,Taurus Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,249.96,11-Sep-2026,2.04,2.7,10.17,12.37,10.62,15.9,0.37,-19.96,65.0,8,12,28,25,61,INF044D01BU9
100476,Taurus Flexi Cap Fund - Regular Plan - Growth,Taurus Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,240.08,11-Sep-2026,2.09,2.76,10.09,12.3,10.56,15.9,0.36,-20.04,65.0,8,10,28,25,61,INF044D01989
143793,Navi Flexi Cap Fund - Direct Plan - Growth,Navi Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,29.0493,11-Sep-2026,0.51,0.71,13.73,12.23,12.02,14.62,0.39,-18.66,61.7,4,13,28,25,61,INF959L01DT9
119292,Union Flexi Cap Fund - Direct Plan - Growth Option,Union Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,59.17,11-Sep-2026,0.83,1.57,6.27,12.2,10.96,13.74,0.41,-16.43,65.0,12,14,28,25,61,INF582M01633
118535,Franklin India Flexi Cap Fund - Direct Plan - Growth,Franklin Templeton Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,1768.4168,11-Sep-2026,0.76,1.0,-0.5,12.09,12.63,13.64,0.41,-15.27,66.7,24,15,28,25,61,INF090I01FK3
150385,Baroda BNP Paribas Flexi Cap Fund - Regular Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,15.8042,11-Sep-2026,1.85,2.51,4.47,11.94,,14.43,0.38,-19.97,68.8,14,11,28,25,49,INF251K01QW9
100313,LIC MF Flexi Cap Fund - Regular Plan - Growth,LIC Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,106.9175,11-Sep-2026,1.89,3.05,10.39,11.72,10.06,14.5,0.36,-22.31,65.0,6,12,28,25,61,INF767K01071
119076,DSP Flexi Cap Fund - Direct Plan - Growth,DSP Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,113.876,11-Sep-2026,0.6,0.85,2.55,11.5,9.82,14.7,0.34,-17.17,61.7,19,16,28,25,61,INF740K01PI2
118424,BANDHAN Flexi Cap Fund - Direct Plan - Growth,Bandhan Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,227.371,11-Sep-2026,0.95,1.52,1.46,11.38,10.21,13.28,0.37,-15.65,58.3,21,17,28,25,61,INF194K01W62
133839,PGIM India Flexi Cap Fund - Direct Plan - Direct Growth,PGIM India Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,43.6,11-Sep-2026,0.48,0.84,3.91,11.24,8.69,13.74,0.34,-15.97,61.7,17,18,28,25,61,INF663L01FF1
100520,Franklin India Flexi Cap Fund - Regular Plan - Growth,Franklin Templeton Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,1574.2386,11-Sep-2026,1.42,1.76,-1.31,11.22,11.77,13.64,0.35,-15.54,65.0,24,13,28,25,61,INF090I01239
149094,Nippon India Flexi Cap Fund - Direct Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,17.7239,11-Sep-2026,0.47,0.65,2.98,11.13,11.34,14.49,0.32,-18.68,65.0,18,19,28,25,61,INF204KC1121
115270,Union Flexi Cap Fund - Regular Plan - Growth Option,Union Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,52.49,11-Sep-2026,1.71,2.59,5.09,10.94,9.71,13.72,0.32,-16.82,63.3,13,14,28,25,61,INF582M01104
108594,BANDHAN Flexi Cap Fund - Regular Plan - Growth,Bandhan Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,206.242,11-Sep-2026,1.54,2.22,0.71,10.57,9.41,13.27,0.31,-15.9,58.3,21,15,28,25,61,INF194K01391
144546,Tata Flexi Cap Fund - Direct Plan - Growth Option,Tata Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,26.0583,11-Sep-2026,0.58,0.86,-1.91,10.48,9.51,12.76,0.31,-13.47,58.3,27,20,28,25,61,INF277K015K0
105875,DSP Flexi Cap Fund - Regular Plan - Growth,DSP Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,101.203,11-Sep-2026,1.47,1.87,1.45,10.34,8.65,14.69,0.26,-17.8,61.7,19,16,28,25,61,INF740K01037
143787,Navi Flexi Cap Fund - Regular Plan - Growth,Navi Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,24.7772,11-Sep-2026,2.1,2.58,11.67,10.18,9.95,14.6,0.25,-19.28,60.0,5,17,28,25,61,INF959L01EE9
133836,PGIM India Flexi Cap Fund - Regular Plan - Regular Growth,PGIM India Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,36.74,11-Sep-2026,1.56,2.12,2.48,9.74,7.11,13.72,0.24,-16.67,58.3,17,18,28,25,61,INF663L01FJ3
149089,Nippon India Flexi Cap Fund - Regular Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,16.5217,11-Sep-2026,1.5,1.83,1.66,9.71,9.81,14.48,0.22,-19.11,65.0,18,19,28,25,61,INF204KC1097
150571,Sundaram Flexicap Fund - Direct Plan - GROWTH,Sundaram Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,14.8981,11-Sep-2026,0.62,0.85,-2.94,9.62,,13.33,0.23,-14.58,59.6,28,21,28,25,48,INF903JA1LE2
119718,SBI FLEXICAP FUND - Direct Plan - Growth,SBI Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,121.5097,11-Sep-2026,0.72,1.27,2.1,9.27,8.63,12.57,0.22,-15.06,65.0,20,22,28,25,61,INF200K01UG1
144548,Tata Flexi Cap Fund - Regular Plan - Growth Option,Tata Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,23.1339,11-Sep-2026,1.63,2.08,-3.18,9.08,8.08,12.75,0.2,-13.74,58.3,27,20,28,25,61,INF277K019K2
120662,UTI - Flexi Cap Fund. - Direct Plan - Growth,UTI Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,347.4389,11-Sep-2026,0.83,1.05,0.27,8.82,5.34,14.33,0.16,-20.2,58.3,23,23,28,25,61,INF789F01TC4
103215,SBI FLEXICAP FUND - Regular Plan - Growth,SBI Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,107.777,11-Sep-2026,1.39,2.06,1.25,8.36,7.7,12.57,0.15,-15.35,61.7,20,21,28,25,61,INF200K01222
144905,Shriram Flexi Cap Fund - Direct Plan - Growth,Shriram Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,22.2373,11-Sep-2026,0.75,1.06,0.92,8.21,8.08,15.04,0.11,-22.67,61.7,22,24,28,25,61,INF680P01109
100669,UTI - Flexi Cap Fund. - Regular Plan - Growth,UTI Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,321.6189,11-Sep-2026,1.38,1.67,-0.38,8.08,4.58,14.32,0.11,-20.55,58.3,22,22,28,25,61,INF789F01513
150568,Sundaram Flexicap Fund - Regular Plan - GROWTH,Sundaram Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,14.0233,11-Sep-2026,1.76,2.15,-4.28,8.07,,13.31,0.12,-15.07,57.4,28,23,28,25,48,INF903JA1LB8
144902,Shriram Flexi Cap Fund - Regular Plan - Growth,Shriram Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,19.3416,11-Sep-2026,2.1,2.59,-0.75,6.42,6.23,15.02,-0.01,-23.78,60.0,23,24,28,25,61,INF680P01075
149450,Samco Flexi Cap Fund - Direct Plan - Growth,Samco Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,10.26,11-Sep-2026,0.9,1.81,-1.25,-1.97,,18.52,-0.46,-28.94,57.4,25,25,28,25,55,INF0K1H01024
149449,Samco Flexi Cap Fund - Regular Plan - Growth,Samco Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,9.59,11-Sep-2026,2.1,3.12,-2.74,-3.37,,18.51,-0.53,-30.41,57.4,26,25,28,25,55,INF0K1H01016
154043,Abakkus Flexi Cap Fund - Direct Plan - Growth,Abakkus Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,11.263,11-Sep-2026,0.41,0.83,,,,,,,,,,,,9,INF2JJD01136
154041,Abakkus Flexi Cap Fund - Regular Plan - Growth,Abakkus Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,11.152,11-Sep-2026,1.54,2.12,,,,,,,,,,,,9,INF2JJD01169
153738,Capitalmind Flexi Cap Fund - Direct Plan - Growth,Capitalmind Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,10.4242,11-Sep-2026,0.83,1.79,6.64,,,12.4,,-7.98,66.7,11,,28,,13,INF226401018
153739,Capitalmind Flexi Cap Fund - Regular Plan - Growth,Capitalmind Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,10.2626,11-Sep-2026,2.08,3.23,5.09,,,12.39,,-8.09,66.7,12,,28,,13,INF226401026
154225,Old Bridge Flexi Cap Fund - Direct Plan - Direct Growth,Old Bridge Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,11.24,11-Sep-2026,0.83,1.54,,,,,,,,,,,,6,INF0S5R01133
154226,Old Bridge Flexi Cap Fund - Regular Plan - Regular Growth,Old Bridge Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,11.15,11-Sep-2026,2.1,3.04,,,,,,,,,,,,6,INF0S5R01166
153872,The Wealth Company Flexi Cap Fund - Direct Plan - Growth,The Wealth Company Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,10.0671,11-Sep-2026,0.3,1.75,,,,,,,,,,,,11,INF2F0001040
