Scheme Code,Scheme Name,Fund House,Category,Plan,NAV,NAV Date,Expense Ratio %,TER incl. Costs %,1Y Return %,3Y CAGR %,5Y CAGR %,SD (Annualised) %,Sharpe (3Y),Max Drawdown %,Positive Months %,1Y Rank in Category,3Y Rank in Category,1Y Category Size,3Y Category Size,History (Months),ISIN
150694,TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - Regular Plan - GROWTH OPTION,Tata Mutual Fund,Other Scheme - Index Funds,Regular,12.5644,13-Feb-2026,,,6.69,7.01,,0.85,0.6,-0.08,97.4,80,131,281,159,40,INF277KA1588
150938,Aditya Birla Sun Life Crisil IBX 60:40 SDL+ AAA PSU APR 2026 Index Fund,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Regular,12.5979,30-Apr-2026,,,5.98,6.95,,0.66,0.68,0.0,100.0,120,132,281,159,41,INF209KB10P4
151417,Kotak Nifty SDL Jul 2033 Index Fund - Regular Plan - Growth,Kotak Mahindra Mutual Fund,Other Scheme - Index Funds,Regular,12.894,11-Sep-2026,0.37,0.44,5.52,6.95,,2.83,0.16,-1.9,83.3,157,133,281,159,43,INF174KA1MG4
151428,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 Index Fund - Regular Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Regular,12.8741,11-Sep-2026,0.49,0.57,5.2,6.94,,2.83,0.16,-1.55,83.3,170,134,281,159,43,INF209KB12S4
149920,Motilal Oswal BSE Low Volatility Index Fund,Motilal Oswal Mutual Fund,Other Scheme - Index Funds,Regular,15.1546,11-Sep-2026,0.9,1.2,-6.47,6.94,,13.43,0.03,-17.23,62.3,266,135,281,159,54,INF247L01AZ2
151306,Tata Nifty G-Sec Dec 2026 Index Fund - Regular Plan - Growth Option,Tata Mutual Fund,Other Scheme - Index Funds,Regular,12.7154,11-Sep-2026,0.36,0.4,5.55,6.93,,0.94,0.46,-0.18,97.7,155,136,281,159,44,INF277KA1828
150665,Aditya Birla Sun Life Nifty SDL SEP 2025 Index Fund,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Regular,12.2352,30-Sep-2025,,,6.1,6.92,,0.56,0.75,0.0,100.0,109,137,281,159,37,INF209KB18L6
151398,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index Fund - Regular Plan - Growth,Edelweiss Mutual Fund,Other Scheme - Index Funds,Regular,12.7132,11-Sep-2026,0.5,0.58,5.45,6.9,,1.35,0.3,-0.66,95.2,162,138,281,159,43,INF754K01RG3
151216,Kotak Nifty SDL Jul 2026 Index Fund - Regular Plan - Growth,Kotak Mahindra Mutual Fund,Other Scheme - Index Funds,Regular,12.7164,31-Jul-2026,,,5.37,6.9,,0.79,0.51,-0.11,97.7,167,139,281,159,44,INF174KA1KZ8
118881,Taurus Nifty 50 Index Fund - Direct Plan - Growth,Taurus Mutual Fund,Other Scheme - Index Funds,Direct,47.5566,11-Sep-2026,0.68,0.87,-4.04,6.89,6.75,12.95,0.03,-14.82,55.0,239,130,265,143,61,INF044D01CQ5
148797,Edelweiss Nifty PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Regular Plan - Growth,Edelweiss Mutual Fund,Other Scheme - Index Funds,Regular,13.5902,30-Apr-2026,,,6.06,6.87,,1.58,0.23,-2.63,91.1,116,140,281,159,57,INF754K01LZ6
150746,BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - Direct Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Direct,12.7711,30-Apr-2026,,,5.82,6.84,,0.83,0.41,-0.05,97.6,143,131,265,143,43,INF194KB1EH4
151583,Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund - Regular Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Regular,12.5882,11-Sep-2026,0.69,0.79,5.29,6.83,,1.18,0.28,-0.38,95.1,168,141,281,159,42,INF209KB19T7
150698,Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund - Direct Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Direct,12.7894,30-Apr-2026,,,5.82,6.83,,0.84,0.39,-0.06,97.6,142,132,265,143,43,INF209KB10N9
152039,Kotak BSE Housing Index Fund - Direct Plan - Growth Option,Kotak Mahindra Mutual Fund,Other Scheme - Index Funds,Direct,12.574,11-Sep-2026,0.16,0.29,-8.41,6.83,,19.73,0.02,-25.92,60.0,255,133,265,143,36,INF174KA1OX5
151363,UTI NIFTY SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund,UTI Mutual Fund,Other Scheme - Index Funds,Regular,12.4302,30-Apr-2026,,,5.82,6.81,,0.64,0.48,0.0,100.0,133,142,281,159,39,INF789F1AXK8
150720,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Regular Plan - Growth,Edelweiss Mutual Fund,Other Scheme - Index Funds,Regular,13.2798,11-Sep-2026,0.39,0.46,4.58,6.8,,3.17,0.09,-2.37,82.6,178,143,281,159,47,INF754K01PB8
101201,LIC MF Nifty 50 Index Fund - Regular Plan - Growth,LIC Mutual Fund,Other Scheme - Index Funds,Regular,129.3823,11-Sep-2026,0.89,1.06,-4.25,6.77,6.53,13.09,0.02,-14.95,55.0,251,144,281,159,61,INF767K01162
150936,Aditya Birla Sun Life Crisil IBX 60:40 SDL+ AAA PSU APR 2026 Index Fund,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Regular,12.4987,30-Apr-2026,,,5.76,6.7,,0.66,0.3,0.0,100.0,136,145,281,159,41,INF209KB18O0
150701,Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Regular,12.7175,30-Apr-2026,,,5.66,6.66,,0.84,0.19,-0.07,97.6,144,146,281,159,43,INF209KB18M4
112948,Taurus Nifty 50 Index Fund - Regular Plan - Growth,Taurus Mutual Fund,Other Scheme - Index Funds,Regular,44.5109,11-Sep-2026,0.9,1.12,-4.31,6.63,6.45,12.95,0.01,-14.9,55.0,252,147,281,159,61,INF044D01948
150744,BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - Regular Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Regular,12.6587,30-Apr-2026,,,5.55,6.57,,0.83,0.08,-0.07,97.6,154,148,281,159,43,INF194KB1EK8
152038,Kotak BSE Housing Index Fund - Regular Plan - Growth Option,Kotak Mahindra Mutual Fund,Other Scheme - Index Funds,Regular,12.372,11-Sep-2026,0.56,0.77,-8.89,6.28,,19.72,-0.01,-26.48,60.0,271,149,281,159,36,INF174KA1OU1
148721,Nippon India Nifty 50 Value 20 Index Fund - Direct Plan - Growth Option,Nippon India Mutual Fund,Other Scheme - Index Funds,Direct,17.1577,11-Sep-2026,0.21,0.56,-7.21,6.19,7.11,13.55,-0.02,-17.95,56.7,254,134,265,143,61,INF204KB12Z0
141841,ICICI Prudential BSE Sensex Index Fund - Direct Plan - Cumulative,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,Direct,24.992,11-Sep-2026,0.17,0.22,-5.53,5.84,6.39,12.93,-0.05,-16.05,55.0,244,135,265,143,61,INF109KB10X0
118791,Nippon India Index Fund - BSE Sensex Plan - Direct Plan - Growth Option,Nippon India Mutual Fund,Other Scheme - Index Funds,Direct,40.7097,11-Sep-2026,0.17,0.22,-5.52,5.83,6.44,12.92,-0.05,-16.05,56.7,243,136,265,143,61,INF204K01K80
119065,HDFC BSE Sensex Index Fund - Direct Plan - Growth Option,HDFC Mutual Fund,Other Scheme - Index Funds,Direct,716.0168,11-Sep-2026,0.18,0.22,-5.56,5.82,6.4,12.94,-0.05,-16.08,56.7,245,137,265,143,61,INF179K01WN9
141839,ICICI Prudential BSE Sensex Index Fund - Regular Plan - Cumulative,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,Regular,24.6503,11-Sep-2026,0.26,0.32,-5.62,5.76,6.28,12.93,-0.06,-16.08,55.0,256,150,281,159,61,INF109KB17W7
151769,SBI BSE Sensex Index Fund - Direct Plan - Growth,SBI Mutual Fund,Other Scheme - Index Funds,Direct,12.3466,11-Sep-2026,0.17,0.24,-5.64,5.76,,13.22,-0.06,-16.07,59.0,249,138,265,143,40,INF200KA16Y4
119287,Tata BSE Sensex Index Fund - Direct Plan,Tata Mutual Fund,Other Scheme - Index Funds,Direct,200.3775,11-Sep-2026,0.27,0.33,-5.63,5.71,6.28,12.9,-0.06,-16.07,55.0,248,139,265,143,61,INF277K01PK1
101281,HDFC BSE Sensex Index Fund - Regular Plan - Growth Option,HDFC Mutual Fund,Other Scheme - Index Funds,Regular,697.8554,11-Sep-2026,0.31,0.38,-5.71,5.66,6.22,12.94,-0.06,-16.12,56.7,257,151,281,159,61,INF179K01LA9
148719,Nippon India Nifty 50 Value 20 Index Fund - Regular Plan - Growth Option,Nippon India Mutual Fund,Other Scheme - Index Funds,Regular,16.6343,11-Sep-2026,0.66,1.09,-7.71,5.65,6.53,13.55,-0.06,-18.59,53.3,270,152,281,159,61,INF204KB19Y8
120308,LIC MF BSE Sensex Index Fund - Direct Plan - Growth,LIC Mutual Fund,Other Scheme - Index Funds,Direct,150.9257,11-Sep-2026,0.55,0.66,-5.92,5.57,6.21,12.88,-0.07,-16.07,56.7,250,140,265,143,61,INF767K01FJ4
151765,SBI BSE Sensex Index Fund - Regular Plan - Growth,SBI Mutual Fund,Other Scheme - Index Funds,Regular,12.2576,11-Sep-2026,0.34,0.44,-5.83,5.53,,13.22,-0.07,-16.13,59.0,261,153,281,159,40,INF200KA13Y1
113269,Nippon India Index Fund - BSE Sensex Plan - Regular Plan - Growth Option,Nippon India Mutual Fund,Other Scheme - Index Funds,Regular,38.286,11-Sep-2026,0.42,0.51,-5.81,5.52,6.03,12.91,-0.08,-16.13,55.0,260,154,281,159,61,INF204K01IM6
101746,Tata BSE Sensex Index Fund - Regular Plan,Tata Mutual Fund,Other Scheme - Index Funds,Regular,188.7003,11-Sep-2026,0.51,0.58,-5.91,5.39,5.96,12.9,-0.09,-16.16,55.0,262,155,281,159,61,INF277K01758
152062,NAVI BSE SENSEX INDEX FUND - Direct Plan - GROWTH,Navi Mutual Fund,Other Scheme - Index Funds,Direct,11.6646,11-Sep-2026,0.38,0.48,-5.52,5.24,,13.66,-0.09,-15.93,57.1,242,141,265,143,36,INF959L01HK9
101199,LIC MF BSE Sensex Index Fund - Regular Plan - Growth,LIC Mutual Fund,Other Scheme - Index Funds,Regular,140.0586,11-Sep-2026,0.9,1.06,-6.28,4.95,5.54,12.87,-0.12,-16.17,55.0,265,156,281,159,61,INF767K01139
152061,NAVI BSE SENSEX INDEX FUND - Regular Plan - GROWTH,Navi Mutual Fund,Other Scheme - Index Funds,Regular,11.4299,11-Sep-2026,0.89,1.08,-6.07,4.55,,13.64,-0.14,-16.08,57.1,263,157,281,159,36,INF959L01HJ1
150468,ICICI Prudential Nifty IT Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,Direct,10.2799,11-Sep-2026,0.22,0.43,-16.32,-0.76,,22.71,-0.32,-37.4,54.2,261,142,265,143,49,INF109KC13E2
152041,Bandhan Nifty IT Index Fund - Direct Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Direct,9.8477,11-Sep-2026,0.31,0.57,-16.53,-1.11,,25.36,-0.3,-37.63,51.4,265,143,265,143,36,INF194KB1GK3
150466,ICICI Prudential Nifty IT Index Fund - Regular Plan - Growth,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,Regular,10.0568,11-Sep-2026,0.75,1.05,-16.81,-1.28,,22.69,-0.34,-37.89,54.2,277,158,281,159,49,INF109KC10E8
152043,Bandhan Nifty IT Index Fund - Regular Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Regular,9.656,11-Sep-2026,0.88,1.22,-17.09,-1.74,,25.35,-0.33,-38.23,51.4,281,159,281,159,36,INF194KB1GH9
150939,Aditya Birla Sun Life Crisil IBX 60:40 SDL+ AAA PSU APR 2026 Index Fund,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Regular,10.0,30-Apr-2026,,,,,,,,,,,,,,0,INF209KB11P2
150937,Aditya Birla Sun Life Crisil IBX 60:40 SDL+ AAA PSU APR 2026 Index Fund,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Regular,10.0,30-Apr-2026,,,,,,,,,,,,,,0,INF209KB19O8
152267,Aditya Birla Sun Life Crisil IBX Gilt April 2033 Index Fund - Direct Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Direct,12.2347,11-Sep-2026,0.17,0.2,5.95,,,2.64,,-1.12,81.2,127,,265,,33,INF209KB19Y7
152268,Aditya Birla Sun Life Crisil IBX Gilt April 2033 Index Fund - Regular Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Regular,12.1552,11-Sep-2026,0.38,0.45,5.71,,,2.63,,-1.14,78.1,140,,281,,33,INF209KB17Y1
152659,Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund - Direct Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Direct,11.6983,11-Sep-2026,0.26,0.31,5.73,,,0.9,,0.0,100.0,153,,265,,27,INF209KC1076
152660,Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund - Regular Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Regular,11.6287,11-Sep-2026,0.52,0.61,5.47,,,0.89,,0.0,100.0,160,,281,,27,INF209KC1050
150699,Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Regular,10.0,30-Apr-2026,,,,,,,,,,,,,,0,INF209KB11N7
150700,Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Regular,10.0,30-Apr-2026,,,,,,,,,,,,,,0,INF209KB19M2
153030,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund - Direct Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Direct,11.433,11-Sep-2026,0.12,0.14,6.72,,,1.06,,0.0,100.0,82,,265,,22,INF209KC1290
153033,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund - Regular Plan - Growth,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Regular,11.3882,11-Sep-2026,0.37,0.43,6.55,,,1.07,,0.0,100.0,83,,281,,22,INF209KC1316
152947,Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC INDEX-Sep 2026 Fund - Direct Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Direct,11.5236,11-Sep-2026,0.12,0.14,7.04,,,0.59,,0.0,100.0,71,,265,,23,INF209KC1217
152945,Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC INDEX-Sep 2026 Fund - Regular Plan - Growth,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Regular,11.4609,11-Sep-2026,0.37,0.44,6.74,,,0.6,,0.0,100.0,78,,281,,23,INF209KC1233
153179,Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 months Debt Index Fund - Direct Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Direct,11.3048,11-Sep-2026,0.11,0.15,7.22,,,0.52,,0.0,100.0,68,,265,,21,INF209KC1456
153177,Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 months Debt Index Fund - Regular Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Regular,11.262,11-Sep-2026,0.31,0.38,6.98,,,0.52,,0.0,100.0,74,,281,,21,INF209KC1472
153443,Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund - Direct Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Direct,11.0728,11-Sep-2026,0.13,0.16,6.64,,,0.93,,0.0,100.0,83,,265,,18,INF209KC1498
153445,Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund - Regular Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Regular,11.0405,11-Sep-2026,0.3,0.36,6.43,,,0.92,,0.0,100.0,85,,281,,18,INF209KC1514
150664,Aditya Birla Sun Life Nifty SDL SEP 2025 Index Fund,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Regular,10.0,30-Sep-2025,,,,,,,,,,,,,,0,INF209KB11M9
150667,Aditya Birla Sun Life Nifty SDL SEP 2025 Index Fund,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,Regular,10.0,30-Sep-2025,,,,,,,,,,,,,,0,INF209KB19L4
153529,ANGEL ONE NIFTY 50 INDEX FUND - Direct Plan - Growth,Angel One Mutual Fund,Other Scheme - Index Funds,Direct,9.6444,11-Sep-2026,0.17,0.25,-3.43,,,14.67,,-14.76,46.7,230,,265,,16,INF1J2R01072
153530,ANGEL ONE NIFTY 50 INDEX FUND - Regular Plan - Growth,Angel One Mutual Fund,Other Scheme - Index Funds,Regular,9.582,11-Sep-2026,0.59,0.75,-3.92,,,14.67,,-14.9,46.7,246,,281,,16,INF1J2R01080
153330,ANGEL ONE NIFTY TOTAL MARKET INDEX FUND - Direct Plan - Growth,Angel One Mutual Fund,Other Scheme - Index Funds,Direct,11.7064,11-Sep-2026,0.24,0.32,3.01,,,15.69,,-14.31,70.6,187,,265,,18,INF1J2R01023
153331,ANGEL ONE NIFTY TOTAL MARKET INDEX FUND - Regular Plan - Growth,Angel One Mutual Fund,Other Scheme - Index Funds,Regular,11.573,11-Sep-2026,0.88,1.08,2.22,,,15.68,,-14.52,70.6,201,,281,,18,INF1J2R01031
153956,ANGEL ONE NIFTY TOTAL MARKET MOMENTUM QUALITY 50 INDEX FUND - Direct Plan - Growth,Angel One Mutual Fund,Other Scheme - Index Funds,Direct,10.3231,11-Sep-2026,0.29,0.81,,,,,,,,,,,,10,INF1J2R01122
153955,ANGEL ONE NIFTY TOTAL MARKET MOMENTUM QUALITY 50 INDEX FUND - Regular Plan - Growth,Angel One Mutual Fund,Other Scheme - Index Funds,Regular,10.2654,11-Sep-2026,0.88,1.51,,,,,,,,,,,,10,INF1J2R01130
153506,Bajaj Finserv Nifty 50 Index Fund - Direct Plan - Growth,Bajaj Finserv Mutual Fund,Other Scheme - Index Funds,Direct,9.5639,11-Sep-2026,0.25,0.31,-3.66,,,14.46,,-14.85,46.7,237,,265,,16,INF0QA701BA9
153508,Bajaj Finserv Nifty 50 Index Fund - Regular Plan - Growth,Bajaj Finserv Mutual Fund,Other Scheme - Index Funds,Regular,9.4767,11-Sep-2026,0.9,1.08,-4.36,,,14.45,,-15.03,46.7,253,,281,,16,INF0QA701AY1
153479,Bajaj Finserv Nifty Next 50 Index Fund - Direct Plan - Growth,Bajaj Finserv Mutual Fund,Other Scheme - Index Funds,Direct,11.4923,11-Sep-2026,0.3,0.43,9.53,,,20.1,,-13.86,66.7,62,,265,,16,INF0QA701BG6
153480,Bajaj Finserv Nifty Next 50 Index Fund - Regular Plan - Growth,Bajaj Finserv Mutual Fund,Other Scheme - Index Funds,Regular,11.3898,11-Sep-2026,0.9,1.14,8.77,,,20.09,,-14.09,66.7,66,,281,,16,INF0QA701BD3
152844,Bandhan BSE Healthcare Index Fund - Direct Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Direct,11.8327,11-Sep-2026,0.19,0.32,17.6,,,16.0,,-15.49,60.9,14,,265,,24,INF194KB1IS2
152843,Bandhan BSE Healthcare Index Fund - Regular Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Regular,11.6433,11-Sep-2026,0.88,1.13,16.63,,,15.99,,-15.6,60.9,14,,281,,24,INF194KB1IR4
153838,Bandhan BSE India Sector Leaders Index Fund - Direct Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Direct,9.4351,11-Sep-2026,0.24,0.37,-2.94,,,,,,,215,,265,,12,INF194KB1KB4
153839,Bandhan BSE India Sector Leaders Index Fund - Regular Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Regular,9.3674,11-Sep-2026,0.9,1.1,-3.62,,,,,,,236,,281,,12,INF194KB1KA6
153389,Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund - Direct Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Direct,11.0184,11-Sep-2026,0.04,0.06,5.84,,,2.74,,-1.04,82.4,139,,265,,18,INF194KB1JL5
153391,Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund - Regular Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Regular,10.974,11-Sep-2026,0.25,0.3,5.53,,,2.74,,-1.06,82.4,156,,281,,18,INF194KB1JO9
153407,Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Direct,11.1083,11-Sep-2026,0.08,0.1,7.22,,,0.53,,0.0,100.0,69,,265,,18,INF194KB1JR2
153408,Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Regular,10.9942,11-Sep-2026,0.88,1.02,6.25,,,0.54,,0.0,100.0,94,,281,,18,INF194KB1JS0
153114,Bandhan Nifty 200 Quality 30 Index Fund - Direct Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Direct,9.3741,11-Sep-2026,0.31,0.52,-2.26,,,17.58,,-14.75,50.0,209,,265,,21,INF194KB1JA8
153113,Bandhan Nifty 200 Quality 30 Index Fund - Regular Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Regular,9.2666,11-Sep-2026,0.87,1.17,-2.92,,,17.57,,-14.89,50.0,225,,281,,21,INF194KB1IZ7
153003,Bandhan Nifty 500 Momentum 50 Index Fund - Direct Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Direct,9.1905,11-Sep-2026,0.31,0.96,9.16,,,22.14,,-24.34,59.1,63,,265,,23,INF194KB1IY0
153002,Bandhan Nifty 500 Momentum 50 Index Fund - Regular Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Regular,9.0795,11-Sep-2026,0.88,1.62,8.42,,,22.13,,-24.46,59.1,67,,281,,23,INF194KB1IX2
152990,Bandhan Nifty 500 Value 50 Index Fund - Direct Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Direct,11.1717,11-Sep-2026,0.31,0.69,17.1,,,18.91,,-15.99,54.5,15,,265,,23,INF194KB1IW4
152991,Bandhan Nifty 500 Value 50 Index Fund - Regular Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Regular,11.0366,11-Sep-2026,0.87,1.34,16.32,,,18.9,,-16.17,54.5,15,,281,,23,INF194KB1IV6
152177,Bandhan Nifty Alpha 50 Index Fund - Direct Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Direct,14.8254,11-Sep-2026,0.3,0.67,14.27,,,22.77,,-30.24,63.6,18,,265,,34,INF194KB1HA2
152179,Bandhan Nifty Alpha 50 Index Fund - Regular Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Regular,14.5448,11-Sep-2026,0.86,1.32,13.48,,,22.75,,-30.47,63.6,19,,281,,34,INF194KB1GX6
153213,Bandhan Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Direct,10.0651,11-Sep-2026,0.24,0.6,0.77,,,16.66,,-11.92,57.9,196,,265,,20,INF194KB1JC4
153212,Bandhan Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Regular,9.9424,11-Sep-2026,0.89,1.35,-0.01,,,16.64,,-12.22,57.9,211,,281,,20,INF194KB1JB6
152793,BANDHAN NIFTY BANK INDEX FUND - Direct Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Direct,11.1329,11-Sep-2026,0.19,0.3,5.78,,,17.9,,-16.98,58.3,147,,265,,25,INF194KB1IO1
152792,BANDHAN NIFTY BANK INDEX FUND - Regular Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Regular,10.9523,11-Sep-2026,0.88,1.1,4.91,,,17.89,,-17.04,54.2,175,,281,,25,INF194KB1IN3
152855,Bandhan Nifty Midcap 150 Index Fund - Direct Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Direct,10.406,11-Sep-2026,0.14,0.79,10.26,,,19.31,,-20.37,65.2,49,,265,,24,INF194KB1IT0
152856,Bandhan Nifty Midcap 150 Index Fund - Regular Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Regular,10.2607,11-Sep-2026,0.82,1.57,9.45,,,19.3,,-20.6,65.2,56,,281,,24,INF194KB1IU8
153350,Bandhan Nifty Next 50 Index Fund - Direct Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Direct,12.7348,11-Sep-2026,0.21,0.39,10.26,,,18.98,,-13.39,70.6,50,,265,,18,INF194KB1JK7
153349,Bandhan Nifty Next 50 Index Fund - Regular Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Regular,12.583,11-Sep-2026,0.89,1.17,9.37,,,18.97,,-13.66,70.6,59,,281,,18,INF194KB1JJ9
152264,BANDHAN Nifty Smallcap 250 Index Fund - Direct Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Direct,13.3148,11-Sep-2026,0.17,0.29,11.29,,,22.1,,-24.76,59.4,30,,265,,33,INF194KB1HG9
152266,BANDHAN Nifty Smallcap 250 Index Fund - Regular Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Regular,13.0664,11-Sep-2026,0.77,0.99,10.5,,,22.09,,-24.97,59.4,36,,281,,33,INF194KB1HD6
152716,BANDHAN NIFTY TOTAL MARKET INDEX FUND - Direct Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Direct,10.1041,11-Sep-2026,0.34,0.81,2.71,,,16.07,,-18.13,64.0,191,,265,,26,INF194KB1IK9
152717,BANDHAN NIFTY TOTAL MARKET INDEX FUND - Regular Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,Regular,9.9619,11-Sep-2026,0.9,1.46,2.02,,,16.06,,-18.35,60.0,204,,281,,26,INF194KB1IH5
152329,Baroda BNP Paribas Nifty 50 Index Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Other Scheme - Index Funds,Direct,11.0558,11-Sep-2026,0.22,0.51,-3.43,,,13.4,,-14.74,54.8,232,,265,,32,INF251K01SY1
152331,Baroda BNP Paribas Nifty 50 Index Fund - Regular Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Other Scheme - Index Funds,Regular,10.9458,11-Sep-2026,0.48,0.82,-3.79,,,13.4,,-14.85,54.8,243,,281,,32,INF251K01SV7
153000,Baroda BNP Paribas Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Other Scheme - Index Funds,Direct,11.0083,11-Sep-2026,0.33,0.55,9.98,,,19.44,,-15.86,66.7,60,,265,,22,INF251K01UA7
