Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
SJVN.NS,SJVN Limited,Utilities,Utilities - Renewable,26431.8,Large,67.26,71.47,81.24,44.85,Bearish,Bearish,-6.58,-25.76,-29.3,-23.91,1.3384,0.259,34.56,4.15,107.5,63.02,-37.43,6.73,-38.61,-29.3,29.11,Strong Bear,Damaged,226,5,-6.99,-0.75,1.06,Stable,Death Cross,359,1.87,6.33,-16.27,123.7,154.7,0.8
HEXT.NS,Hexaware Technologies Limited,Technology,Information Technology Services,26348.12,Large,432.4,524.62,660.18,37.34,Bullish,Bearish,-42.44,-36.77,-39.94,-52.95,0.9635,0.8226,40.16,5.32,900,400.2,-51.96,8.05,-53.95,-39.94,,Strong Bear,Damaged,190,6,5.61,-0.92,1.01,Stable,Death Cross,143,2.51,-29.53,-26.87,75.6,127,0.6
APOLLOTYRE.NS,Apollo Tyres Limited,Consumer Cyclical,Auto Parts,26298.69,Large,415.25,450.98,472.65,41.12,Bullish,Bearish,-15.79,-15.23,-2.39,1.74,0.933,0.148,26.92,3.42,540.5,375,-23.17,10.73,-25.07,-2.39,10.61,Strong Bear,Damaged,99,6,-4.63,-0.57,1.26,Rising,Death Cross,18,1.15,-2.88,-5.74,68.3,64,1.07
PFOCUS.NS,Prime Focus Limited,Communication Services,Entertainment,26174.16,Large,337.3,268.03,207.78,74.33,Bullish,Bullish,37.74,76.28,236.9,-37.22,0.8506,0.86,60.45,5.43,347.8,85,-3.02,296.82,-20.09,236.9,63.55,Strong Bull,Recovering,0,8,13.98,1.26,1,Stable,Golden Cross,195,37.61,50.65,85.77,210.8,25.4,8.3
IRB.NS,IRB Infrastructure Developers Limited,Industrials,Infrastructure Operations,26100.56,Large,21.61,20.84,21.86,58.34,Bullish,Bullish,4.02,3.24,-7.77,44.2,0.8709,-0.026,26.95,3.72,27.14,19.15,-20.38,12.85,-26.42,-7.77,12.84,Strong Bear,Damaged,211,4,2.63,0.12,1.3,Rising,Death Cross,365,15.02,16.93,12.72,101.3,102.8,0.99
CHOLAHLDNG.NS,Cholamandalam Financial Holdings Limited,Financial Services,Credit Services,26073.57,Large,1386.7,1596.1,1744.88,34.43,Bearish,Bearish,-24.77,-25.81,-21.81,72.66,1.3442,0.207,39.16,4.67,2231.6,1305,-37.86,6.26,-37.59,-21.81,33.15,Strong Bear,Damaged,196,5,-9.46,-0.66,1.22,Rising,Death Cross,48,-6.67,-11.86,-16.32,118.6,135,0.88
ABSLAMC.NS,Aditya Birla Sun Life AMC Limited,Financial Services,Asset Management,26032.99,Large,901.4,885.42,813.26,48.78,Bearish,Bullish,13.69,12.18,42.87,85.22,1.0925,0.245,34.09,4.92,1046.55,556.45,-13.87,61.99,-19.97,42.87,37.04,Bull,Correcting,15,6,-5.82,0.36,1.5,Rising,Golden Cross,218,9.79,26.6,21.67,124.3,67,1.86
ANANDRATHI.NS,Anand Rathi Wealth Limited,Financial Services,Asset Management,25860.1,Large,3114.6,3039.62,2807.7,57.97,Bearish,Bearish,2.67,8.27,76.57,10.47,0.4461,0.328,28.64,2.73,3321.4,1600,-6.23,94.66,-12.01,76.57,100.93,Strong Bull,Correcting,111,9,0.46,0.29,1.24,Rising,Golden Cross,211,12.4,15.59,17.75,60.1,-16.2,-3.71
TATAELXSI.NS,Tata Elxsi Limited,Technology,Software - Application,25710.47,Large,4127.1,4624.72,5291.56,39.69,Bullish,Bearish,-22.36,-24.43,-25.86,9.58,1.2453,0.262,31.98,3.98,6735,3966.2,-38.72,4.06,-40.02,-25.86,-12.02,Strong Bear,Damaged,210,5,-0.99,-0.76,0.95,Stable,Death Cross,369,2.61,-9.44,-14.94,116.2,142.6,0.81
EXIDEIND.NS,Exide Industries Limited,Consumer Cyclical,Auto Parts,25494.29,Large,299.85,322.37,358.97,43.8,Bullish,Bearish,-17.15,-23.73,-17.64,-22.01,1.2193,0.31,24.94,3.41,431,287,-30.43,4.48,-32.63,-17.64,18.69,Strong Bear,Damaged,146,5,-6.05,-0.95,1.39,Rising,Death Cross,105,-0.72,-4.23,-14.24,129,144.1,0.9
PWL.NS,Physicswallah Limited,Consumer Defensive,Education & Training Services,25451.26,Large,89,99.13,128.38,47.25,Bullish,Bearish,-32.46,,,-15.69,0.5271,,56.73,6.08,161.99,77.72,-45.06,14.51,-48.75,,,Strong Bear,Damaged,95,,10.49,,0.89,Stable,Death Cross,95,10.71,-19.55,,-10.5,119.2,-0.09
MSUMI.NS,Motherson Sumi Wiring India Limited,Consumer Cyclical,Auto Parts,25332.95,Large,38.2,41.33,42.99,41.73,Bullish,Bearish,-18.41,-18.22,3.98,30.1,0.8846,-0.189,28.97,3.69,53.59,31.33,-28.72,21.91,-31.05,3.98,6.04,Strong Bear,Damaged,61,8,-4.84,-0.63,1.07,Stable,Death Cross,15,0.07,-5.5,-8.73,105,90.5,1.16
TIMKEN.NS,Timken India Limited,Industrials,Tools & Accessories,25167.73,Large,3339.6,3226.12,3119.23,53.72,Bearish,Bearish,11.77,10.58,24.66,54.29,1.0542,0.284,32.37,4.26,3610,2202,-7.49,51.66,-18.92,24.66,5.59,Strong Bull,Correcting,180,7,-4.48,0.33,1.26,Rising,Golden Cross,38,10.5,24.68,20.07,112.9,77.7,1.45
KIMS.NS,Krishna Institute of Medical Sciences Limited,Healthcare,Medical Care Facilities,25004.68,Large,624.9,661.25,663.19,39.76,Bearish,Bearish,1.78,-14.7,-2.7,-38.27,0.8945,-0.088,32.07,3.93,798.4,528.05,-21.73,18.34,-26.26,-2.7,31.87,Strong Bear,Damaged,179,5,-16.52,-0.46,0.86,Stable,Death Cross,1,-4.88,14.69,-5.21,87.5,80.9,1.08
ACC.NS,ACC Limited,Basic Materials,Building Materials,24936.27,Large,1327.9,1524.93,1743.44,36.41,Bearish,Bearish,-23.03,-28.28,-31.04,111.67,0.9754,-0.006,21.35,3.37,2119.9,1251.7,-37.36,6.09,-39.68,-31.04,-10.36,Strong Bear,Damaged,246,5,-10,-1.32,1.45,Rising,Death Cross,375,-6.63,-10.12,-18.8,64.1,105.3,0.61
CDSL.NS,Central Depository Services (India) Limited,Financial Services,Capital Markets,24720.52,Large,1182.8,1280.93,1416.49,44.85,Bullish,Bearish,-19.18,-20.87,-3.49,9.18,1.6471,0.104,35.13,3.79,1828.9,1079.9,-35.33,9.53,-37.47,-3.49,33.97,Strong Bear,Damaged,194,6,-2.33,-0.59,1.16,Rising,Death Cross,55,2.33,-6.27,-11.38,159.6,149.8,1.07
ITI.NS,ITI Limited,Technology,Communication Equipment,24625.13,Large,255.34,273.4,293.77,45.94,Bearish,Bearish,-18.3,-17.78,-4.15,2316.81,1.0531,-0.328,42.84,5.68,372.85,234.04,-31.52,9.1,-34.48,-4.15,38.84,Strong Bear,Damaged,219,5,-0.57,-0.42,1.6,Rising,Death Cross,49,4.38,-5.39,-8.29,95.6,85.7,1.12
GILLETTE.NS,Gillette India Limited,Consumer Defensive,Household & Personal Products,24562.74,Large,7538,8075.93,8528.6,36.53,Bearish,Bearish,-7.78,-20.52,-3.97,-34.15,0.5773,0.059,27.35,2.97,11500,7206,-34.45,4.61,-33.93,-3.97,19.32,Strong Bear,Damaged,183,4,-7.34,-0.75,0.98,Stable,Death Cross,99,1.12,5.13,-11.03,58,56,1.04
HONAUT.NS,Honeywell Automation India Limited,Industrials,Electrical Equipment & Parts,24144.44,Large,27290,30501.33,34300.2,34.98,Bearish,Bearish,-17.32,-25.38,-19.3,51.97,0.6841,0.186,23.76,3.17,41450,26220,-34.16,4.08,-36.1,-19.3,-7.99,Strong Bear,Damaged,194,5,-6.94,-1.07,1.23,Rising,Death Cross,354,-1.66,-4.4,-15.89,45,64.2,0.7
MANAPPURAM.NS,Manappuram Finance Limited,Financial Services,Credit Services,23990.64,Large,255.4,276.43,271.78,41.02,Bullish,Bearish,-17.61,-8.85,7.06,4.46,0.958,0.578,29.89,4.12,321.6,219.39,-20.58,16.41,-21.37,7.06,34.59,Strong Bear,Damaged,60,7,-6.98,-0.3,1,Stable,Golden Cross,311,-1.8,-4.69,0.63,111.7,92.9,1.2
BANDHANBNK.NS,Bandhan Bank Limited,Financial Services,Banks - Regional,23789.23,Large,147.67,161.55,161.13,38.33,Bearish,Bearish,1.11,-6.1,1.12,13.14,1.3278,0.333,34.79,4.72,192.48,134.25,-23.28,10,-27.91,1.12,-13.34,Strong Bear,Damaged,196,6,-21.02,-0.18,1.33,Rising,Golden Cross,23,-9.6,14.02,3.38,137.9,123.1,1.12
KAYNES.NS,Kaynes Technology India Limited,Technology,Electronic Components,23747.63,Large,3539.9,3813.66,4795.36,45.73,Bearish,Bearish,-11.24,-52.82,-29.71,-34.16,1.7149,-0.459,48.61,5.1,7705,3294.9,-54.06,7.44,-56.1,-29.71,57.87,Strong Bear,Damaged,125,6,-5.87,-1.09,1.17,Rising,Death Cross,80,1.44,1.68,-43.33,166.3,188.9,0.88
AWL.NS,AWL Agri Business Limited,Consumer Defensive,Packaged Foods,23675.69,Large,182.63,195.54,235.53,47.56,Bullish,Bullish,-23.1,-30.2,-30.23,296.44,0.7297,-0.422,28.45,4.53,291.2,171.19,-37.28,6.68,-39.62,-30.23,-25.37,Strong Bear,Damaged,246,5,4.12,-1.06,1.62,Rising,Death Cross,398,7.47,-10.19,-20.71,55.6,93.5,0.59
AMBER.NS,Amber Enterprises India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",23154.36,Large,6579.5,6951.36,6959.56,42.47,Bearish,Bearish,1.33,-22.03,-6.03,-13.4,1.474,-0.193,39.46,4.51,8626,5400.5,-23.72,21.83,-35.38,-6.03,47.99,Strong Bear,Damaged,110,6,-17.6,-0.56,1.2,Rising,Death Cross,0,-6.11,14.25,-12.54,143,135.1,1.06
SUNTV.NS,Sun TV Network Limited,Communication Services,Broadcasting,22951.49,Large,582.4,580.57,577.77,48.8,Bearish,Bearish,1.51,10.2,-8.51,77.23,0.7757,0.047,32.61,4.93,691.4,480.2,-15.77,21.28,-23.02,-8.51,12.65,Bull,Correcting,250,5,-5.04,0.31,1.09,Stable,Golden Cross,9,6.51,14.42,19.69,94.8,95.5,0.99
HSCL.NS,Himadri Speciality Chemical Limited,Basic Materials,Specialty Chemicals,22703.15,Large,446.85,457.08,463.62,46.93,Bullish,Bearish,-7.34,-3.34,-2.32,48.82,1.1811,-0.023,33.69,4.58,534.45,365.35,-16.39,22.31,-18.5,-2.32,72.51,Strong Bear,Correcting,196,6,-5.06,-0.1,1.36,Rising,Death Cross,19,3.55,5.57,6.15,114.9,106,1.08
PTCIL.NS,PTC Industries Limited,Industrials,Metal Fabrication,22533.8,Large,15030,17350.54,16490.9,22.83,Bearish,Bearish,-19.52,-1.14,13.76,43.68,0.7252,0.086,35.28,4.3,19387,11902,-22.47,26.28,-21.86,13.76,,Strong Bear,Damaged,66,7,-9.76,-0.03,1.21,Rising,Golden Cross,731,-5.21,-6.6,8.35,77.5,56.6,1.37
NBCC.NS,NBCC (India) Limited,Industrials,Engineering & Construction,22353.3,Large,82.79,92.05,101.88,44.06,Bullish,Bearish,-32.1,-23.94,-2.38,26.79,1.7336,0.462,37.91,4.69,130.7,75,-36.66,10.39,-39.38,-2.38,52.75,Strong Bear,Damaged,211,5,-1.28,-0.63,1.4,Rising,Death Cross,39,-0.93,-19.19,-14.45,171.2,158.2,1.08
IKS.NS,INVENTURUS KNOWLEDGE SO L,Healthcare,Health Information Services,22304.21,Large,1331.5,1460.53,1578.96,41.78,Bullish,Bearish,-23.07,-11.71,-8.64,30.9,0.758,0.1626,35.19,4.21,1876,1236.8,-29.02,7.66,-31.3,-8.64,,Strong Bear,Damaged,205,5,1.62,-0.33,1.13,Stable,Death Cross,25,4.98,-10.16,-2.22,78.4,81.4,0.96
RAMCOCEM.NS,The Ramco Cements Limited,Basic Materials,Building Materials,22294.19,Large,943.5,1030.97,1035.63,39.97,Bearish,Bearish,-11.26,-9.28,10.43,-12.68,0.8108,-0.072,25.25,4.63,1214.5,860.1,-22.31,9.7,-28.01,10.43,8.97,Strong Bear,Damaged,36,8,-13.5,-0.37,1.34,Rising,Death Cross,1,-6.2,1.65,0.21,75.8,56.9,1.33
PFIZER.NS,Pfizer Limited,Healthcare,Drug Manufacturers - General,22201.38,Large,4853,4828.28,4934.34,53.33,Bullish,Bearish,-2.14,-2.49,21.87,-69.42,0.5582,0.12,26.58,2.89,5993,3701,-19.02,31.13,-21.08,21.87,10.38,Strong Bear,Correcting,161,6,-3.96,-0.09,1.02,Stable,Death Cross,58,6.37,10.77,7,73.5,41.2,1.78
SHYAMMETL.NS,Shyam Metalics and Energy Limited,Basic Materials,Steel,22174.81,Large,797,815.11,841.68,48.69,Bullish,Bearish,-2.73,-13.4,-7.32,37.38,0.9609,0.245,28.02,3.66,1001,745,-20.38,6.98,-23.07,-7.32,42.37,Strong Bear,Damaged,175,7,-6.02,-0.48,0.98,Stable,Death Cross,83,4.12,10.18,-3.91,94.6,95.3,0.99
LALPATHLAB.NS,Dr. Lal PathLabs Limited,Healthcare,Diagnostics & Research,22100.61,Large,1323.6,1381.28,1446.46,42.48,Bearish,Bearish,-7.09,-18.44,7.23,60.7,0.382,0.037,25.28,3.12,1770,1175.78,-25.22,12.57,-24.35,7.23,11.55,Strong Bear,Damaged,138,6,-3.49,-0.73,1.04,Stable,Death Cross,66,5.2,5.82,-8.95,53.9,38.9,1.39
ANGELONE.NS,Angel One Limited,Financial Services,Capital Markets,21917.2,Large,240.6,237.7,246.23,54.69,Bullish,Bearish,1.44,11.39,3.84,-5.94,1.6743,-0.182,41.77,4.41,328.5,205.7,-26.76,16.97,-35.05,3.84,31.57,Bear,Damaged,214,5,-2.16,0.27,1.11,Stable,Death Cross,20,9.37,14.35,20.88,175,152.1,1.15
WELCORP.NS,Welspun Corp Limited,Basic Materials,Steel,21829.41,Large,827.8,806.03,817.74,54.12,Bullish,Bullish,0.11,-5.17,-4.14,12.87,1.1949,0.007,35.87,3.86,994,664.3,-16.72,24.61,-25.25,-4.14,61.1,Bear,Correcting,108,6,0.32,-0.14,1.13,Stable,Death Cross,63,11.4,13.02,4.32,123.2,115.4,1.07
TATATECH.NS,Tata Technologies Limited,Technology,Information Technology Services,21559.53,Large,531.05,582.16,661.79,42.39,Bullish,Bearish,-18.87,-22.42,-21.34,30.87,1.248,0.527,27.77,3.81,797,507.4,-33.37,4.66,-34.33,-21.34,,Strong Bear,Damaged,210,5,-2.62,-0.81,1.28,Rising,Death Cross,608,2.14,-5.95,-12.94,109,132.1,0.83
GUJGASLTD.NS,Gujarat Gas Limited,Utilities,Utilities - Regulated Gas,21422.7,Large,311.2,380.86,414.91,23.04,Bearish,Bearish,-21.02,-28.33,-23.69,824.84,0.7723,0.063,26.5,5.9,508.7,303.95,-38.82,2.39,-37.66,-23.69,-14.12,Strong Bear,Damaged,195,6,-17.18,-1.07,1.38,Rising,Death Cross,360,-13.13,-8.1,-18.84,65.8,93.5,0.7
BAYERCROP.NS,Bayer CropScience Limited,Basic Materials,Agricultural Inputs,21330.91,Large,4743.5,4576,4805.03,58.52,Bullish,Bearish,4.55,-2.91,-1.38,12.59,0.4836,0.298,26.24,3.26,6511,4273,-27.15,11.01,-32.09,-1.38,6.77,Strong Bear,Damaged,190,6,0.11,-0.11,1.46,Rising,Death Cross,140,12.68,17.46,6.58,51.2,46.5,1.1
AEGISLOG.NS,AEGIS LOGISTICS LIMITED,Energy,Oil & Gas Refining & Marketing,21179.34,Large,603.4,660.93,720.65,39.63,Bullish,Bearish,-16.29,-20.84,-23.36,-15.59,0.7181,0.535,39.22,4.64,946.5,576.1,-36.25,4.74,-36.15,-23.36,,Strong Bear,Damaged,225,5,-8.22,-0.53,1.12,Stable,Death Cross,75,-2.6,-3.37,-11.36,74.2,94,0.79
CPPLUS.NS,ADITYA INFOTECH LIMITED,Industrials,Building Products & Equipment,21089.39,Large,1790.3,1609.85,1427.24,62.39,Bullish,Bullish,20.07,35.56,,31.36,0.8937,,45.02,5.02,1949.4,1015,-8.16,76.38,-20.37,,,Bull,Recovering,3,4,4.51,0.79,1.09,Stable,Golden Cross,160,22.25,32.98,45.05,218.5,76.2,2.87
ASAHIINDIA.NS,Asahi India Glass Limited,Consumer Cyclical,Auto Parts,20972.86,Large,822.7,889.87,883.82,43.28,Bullish,Bearish,-14.65,-9.56,29.95,1054.12,0.8563,0.119,36.66,4.94,1074,578.65,-23.4,42.18,-26.44,29.95,18.89,Strong Bear,Damaged,85,7,-7.48,-0.26,1.19,Rising,Golden Cross,240,-1.32,-1.74,-0.07,117.6,71.4,1.65
SCHNEIDER.NS,Schneider Electric Infrastructure Limited,Industrials,Electrical Equipment & Parts,20946.71,Large,876.05,836.45,790.96,51.78,Bearish,Bullish,22.2,1.91,24.66,-85.2,1.3357,-0.013,43.17,4.58,1052,540,-16.73,62.23,-43.9,24.66,75.18,Bull,Correcting,170,7,-9.86,0.04,0.85,Stable,Golden Cross,24,8.59,35.11,11.4,146.8,101.4,1.45
GESHIP.NS,The Great Eastern Shipping Company Limited,Industrials,Marine Shipping,20845.43,Large,1460.1,1322.75,1141.31,60.88,Bearish,Bullish,33.4,45.39,58.71,22.38,0.8152,0.7,30.57,4.08,1509,802.25,-3.24,82,-10.5,58.71,40.66,Strong Bull,Recovering,14,10,-2.71,1.48,1.41,Rising,Golden Cross,140,19.48,46.31,54.88,109.9,41.3,2.66
IGL.NS,Indraprastha Gas Limited,Utilities,Utilities - Regulated Gas,20763.01,Large,148.17,164.26,185.12,36.28,Bearish,Bearish,-22.6,-26.32,-25.26,41.38,1.0079,0.382,29.46,3.56,229,143.26,-35.3,3.43,-34.44,-25.26,-10.27,Strong Bear,Damaged,190,6,-6.49,-0.89,1.33,Rising,Death Cross,86,-2.97,-9.69,-16.83,95.5,122.6,0.78
NUVAMA.NS,Nuvama Wealth Management Limited,Financial Services,Asset Management,20741.65,Large,1138.9,1255.69,1298.26,39.01,Bullish,Bearish,-23.74,-3.26,-1.18,14.72,1.1516,-0.11,36.83,3.95,1701.7,947.09,-33.07,20.25,-29.7,-1.18,,Strong Bear,Damaged,198,4,-3.17,-0.09,1.01,Stable,Death Cross,14,-0.04,-10.83,6.23,119.4,105.4,1.13
SAILIFE.NS,SAI LIFE SCIENCES LIMITED,Healthcare,Diagnostics & Research,20687.65,Large,976.85,955.46,882.29,49.69,Bearish,Bullish,10.21,10.81,32.27,0.94,1.2339,0.3447,39.99,4,1084,636.1,-9.88,53.57,-18.55,32.27,,Strong Bull,Recovering,19,9,-2.12,0.27,0.89,Stable,Golden Cross,203,12.33,23.12,20.3,148.5,97.2,1.53
WOCKPHARMA.NS,Wockhardt Limited,Healthcare,Drug Manufacturers - Specialty & Generic,20597.51,Large,1267.6,1296.32,1364.76,51.69,Bullish,Bearish,-11.26,-14.13,-14.23,45.01,1.3909,0.676,52.5,4.73,1868.8,1086.7,-32.17,16.65,-39.91,-14.23,87.37,Strong Bear,Damaged,210,5,-3.29,-0.27,1.39,Rising,Death Cross,50,4.01,1.66,-4.64,102.9,101.3,1.02
NIACL.NS,The New India Assurance Company Limited,Financial Services,Insurance - Diversified,20397.82,Large,123.67,141.11,163.46,36.77,Bearish,Bearish,-19.12,-36.45,-24.63,20.01,1.345,0.909,35.92,4.01,214.74,116.97,-42.41,5.73,-41.82,-24.63,7.19,Strong Bear,Damaged,175,5,-10.61,-1.01,1.39,Rising,Death Cross,95,-5.93,-6.21,-26.96,130.3,152.6,0.85
PNBHOUSING.NS,PNB Housing Finance Limited,Financial Services,Mortgage Finance,20324.17,Large,780.05,824.09,878.86,46.22,Bullish,Bearish,-16.38,-14.07,-10.19,1.06,1.3549,-0.058,36.43,4.03,1141.9,729.6,-31.69,6.91,-33,-10.19,17.22,Strong Bear,Damaged,210,7,-2.52,-0.39,1.24,Rising,Death Cross,41,3.07,-3.46,-4.58,149.7,148.4,1.01
CESC.NS,CESC Limited,Utilities,Utilities - Regulated Electric,20297.13,Large,153.12,155.22,159.3,48.93,Bearish,Bullish,-7.01,-5.37,2.86,55.33,1.011,0.149,28.88,3.3,185.26,138.12,-17.35,10.86,-22.86,2.86,34.07,Strong Bear,Correcting,105,6,-1.83,-0.19,0.92,Stable,Death Cross,45,6.88,5.9,4.12,116.7,103.1,1.13
AFFLE.NS,Affle 3i Limited,Communication Services,Advertising Agencies,20214.36,Large,1437.4,1473.14,1655.65,53.82,Bullish,Bullish,-18.27,-30.31,-7.77,73.84,0.8038,0.279,32.57,4.09,2185.9,1246,-34.24,15.36,-40.9,-7.77,11.19,Strong Bear,Damaged,136,5,14.2,-0.93,1.21,Rising,Death Cross,80,19.16,-5.36,-20.83,71.3,71.9,0.99
KIRLOSENG.NS,Kirloskar Oil Engines Limited,Industrials,Specialty Industrial Machinery,19870.67,Mid,1367,1335.17,1131.73,48.87,Bearish,Bearish,7.84,40.74,84.18,-41.42,1.1417,0.576,42.69,4.87,1530,578.5,-10.65,136.3,-16.59,84.18,63.47,Strong Bull,Correcting,18,8,-4.71,0.95,1.16,Rising,Golden Cross,161,8.95,20.76,50.23,168.5,74.2,2.27
AADHARHFC.NS,AADHAR HOUSING FINANCE L,Financial Services,Mortgage Finance,19656.77,Mid,451.15,468.95,474.53,44.04,Bearish,Bearish,-5.45,-14.36,9.2,-7.53,0.6676,0.9281,27.42,3.99,547.8,405,-17.64,11.4,-17.55,9.2,,Strong Bear,Correcting,135,6,-3.24,-0.52,1.27,Rising,Death Cross,25,5.99,7.46,-4.87,68.9,50.3,1.37
ASTRAZEN.NS,AstraZeneca Pharma India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,19630,Mid,7852,8545.6,8617.3,31.99,Bearish,Bearish,-11.57,-10.85,-7.43,28.55,0.5478,0.154,30.92,3.1,10691,7201.15,-26.56,9.04,-25.86,-7.43,33.31,Strong Bear,Damaged,208,7,-7.41,-0.35,1.27,Rising,Death Cross,5,-0.22,1.35,-1.37,39.7,41.4,0.96
SAGILITY.NS,Sagility Limited,Healthcare,Health Information Services,19525.82,Mid,41.71,43.08,45.19,52.49,Bullish,Bearish,-20.13,-4.72,-6.09,41.69,1.0955,0.3226,40.4,5.24,57.89,35.83,-27.95,16.41,-33.33,-6.09,,Strong Bear,Damaged,109,6,10,-0.12,1.4,Rising,Death Cross,15,14.34,-7.21,4.77,103.7,97.1,1.07
ACUTAAS.NS,Acutaas Chemicals Limited,Basic Materials,Specialty Chemicals,19093.16,Mid,2332.1,2130.28,1718.97,53.72,Bullish,Bullish,41.09,60.92,,29.11,1.2375,0.074,40.64,5.79,2634.8,1059,-11.49,120.22,-14.41,,,Bull,Correcting,1,7,-6.97,1.5,1.45,Rising,Golden Cross,185,17.78,54,70.41,229.3,73,3.14
URBANCO.NS,Urban Company Limited,Technology,Software - Application,19090.65,Mid,123.79,118.18,138.68,60.89,Bullish,Bullish,-3.37,-27.37,,442.91,0.8191,,45.55,4.9,201.18,100.7,-38.47,22.93,-44.82,,,Strong Bear,Damaged,136,2,15.67,-0.6,1.34,Rising,Death Cross,120,25.6,9.54,-17.88,47.7,89.3,0.53
CREDITACC.NS,CreditAccess Grameen Limited,Financial Services,Credit Services,19085.28,Mid,1192,1230.83,1259.12,48.57,Bullish,Bearish,-6.98,-15.85,19.7,-9.97,0.9703,0.035,40.11,3.68,1496.7,920,-20.36,29.57,-23.17,19.7,7.79,Strong Bear,Damaged,110,7,-8.64,-0.4,0.82,Falling,Death Cross,13,0.08,5.94,-6.36,126.1,88.1,1.43
SUMICHEM.NS,Sumitomo Chemical India Limited,Basic Materials,Agricultural Inputs,18977.52,Mid,380.2,404.33,464.31,44.4,Bearish,Bearish,-18.17,-31.59,-28.83,-24.38,0.8547,-0.147,30.67,3.66,665,362.6,-42.83,4.85,-44.12,-28.83,-5.31,Strong Bear,Damaged,175,4,0.02,-1.03,1.05,Stable,Death Cross,104,5.01,-5.26,-22.11,67,101.1,0.66
ATUL.NS,Atul Ltd,Basic Materials,Specialty Chemicals,18950.19,Mid,6436.5,6289.59,6302.54,54.99,Bullish,Bearish,4.62,3.41,7.82,19.16,0.6829,0.165,29.56,3.38,7788,4752,-17.35,35.45,-26.15,7.82,-2.61,Bull,Correcting,191,7,-2.95,0.12,1.05,Stable,Death Cross,11,9.64,17.53,12.89,88.5,69.9,1.27
PPLPHARMA.NS,Piramal Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,18869.16,Mid,142.51,153.45,177.43,45.43,Bullish,Bearish,-17.55,-26.99,-34.9,0.64,1.1744,0.004,30.51,4.11,240.95,132.3,-40.85,7.72,-42.05,-34.9,23.2,Strong Bear,Damaged,259,4,-6.41,-0.88,1.31,Rising,Death Cross,210,-1.21,-4.64,-17.5,121.5,164.5,0.74
KPIL.NS,Kalpataru Projects International Limited,Industrials,Engineering & Construction,18725.21,Mid,1096.5,1119.03,1154.45,49.38,Bearish,Bearish,-8.33,-13.05,13.51,25.09,1.0003,0.138,32.79,4.36,1335.6,786.3,-17.9,39.45,-22.55,13.51,,Bear,Correcting,105,8,-5.57,-0.4,1.33,Rising,Death Cross,50,2.7,4.59,-3.56,91.9,66.3,1.39
RBLBANK.NS,RBL Bank Limited,Financial Services,Banks - Regional,18645.33,Mid,301.65,304.59,283.8,49.65,Bullish,Bearish,-0.84,9.51,72.88,-24.98,1.0649,0.642,34.12,3.24,340.4,164.41,-11.38,83.47,-13.01,72.88,22.75,Strong Bull,Correcting,29,8,-7.43,0.28,1.12,Stable,Golden Cross,226,3.34,12.07,19,132.6,50.9,2.61
IIFL.NS,IIFL Finance Limited,Financial Services,Credit Services,18614.35,Mid,437.75,499.74,500.14,34.86,Bearish,Bearish,-25.75,1.1,30.86,-32.25,1.2848,0.1,39.31,4.58,675,306,-35.15,43.06,-34.81,30.86,-0.75,Bear,Damaged,60,8,-4.74,0.03,0.92,Stable,Death Cross,0,-2.28,-12.84,10.59,159.7,109.4,1.46
AEGISVOPAK.NS,AEGIS VOPAK TERMINALS LTD,Energy,Oil & Gas Equipment & Services,18599.85,Mid,167.87,204.13,233.43,33.02,Bearish,Bearish,-32.17,-31.01,,-30.85,0.9206,2.1768,43.99,6.15,302,158,-44.41,6.25,-44.9,,,Strong Bear,Damaged,184,5,-17.65,-0.7,1.05,Stable,Death Cross,58,-17.33,-19.26,-21.52,74.8,110.9,0.67
SARDAEN.NS,Sarda Energy & Minerals Limited,Basic Materials,Steel,18517.64,Mid,525.5,516.06,504.28,52.38,Bearish,Bearish,2.05,-9.97,-1.51,104.79,1.1863,0.428,44.44,4.05,639.75,396.6,-17.86,32.5,-26.15,-1.51,67.35,Bear,Correcting,141,6,0.59,-0.22,1.21,Rising,Golden Cross,874,12.32,14.96,-0.48,108.9,94.1,1.16
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,Energy,Thermal Coal,18456.62,Mid,580.3,561.47,512.47,55.53,Bullish,Bearish,-2.84,-3.63,115.08,-8.01,1.5716,0.208,52.7,4.47,651,251,-10.86,131.2,-25.5,115.08,65.54,Bear,Correcting,124,6,1.55,-0.07,0.97,Stable,Golden Cross,215,11.66,10.08,5.86,235.4,112.1,2.1
