Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1787910.16,Large,1321.2,-2.17,1377.83,1408.96,38.81,Bearish,Bearish,-7.31,-7.48,-13.98,-7.03,-22.62,0.8849,0.244,19.95,2.19,1611.8,1290.0,-18.03,2.42,-18.07,-7.03,5.4,Strong Bear,Correcting,105,6.0,-4.82,-0.7,0.85,Stable,Death Cross,55,-5.44,0.43,-3.88,106.0,106.3,1.0
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,1146325.93,Large,744.55,-1.86,793.52,877.4,39.04,Bullish,Bearish,-4.42,-19.39,-25.48,-21.95,-20.29,1.2239,0.481,19.15,2.39,1020.5,726.65,-27.04,2.46,-27.78,-21.95,-2.01,Strong Bear,Damaged,216,5.0,2.04,-1.33,0.8,Falling,Death Cross,75,-2.56,-11.47,-15.39,106.1,130.0,0.82
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,1114130.25,Large,1829.0,-1.25,1864.28,1902.52,45.31,Bearish,Bullish,-3.13,-8.43,-15.01,0.69,13.42,0.7256,0.043,19.36,2.14,2174.5,1740.5,-15.89,5.08,-18.77,0.69,32.9,Strong Bear,Correcting,135,5.0,-0.32,-0.78,1.24,Rising,Death Cross,47,-1.26,-0.51,-4.92,91.8,84.2,1.09
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,900754.26,Large,1256.4,-1.28,1285.73,1332.02,45.8,Bullish,Bearish,-1.92,-10.22,-8.18,-12.67,-11.6,0.9042,0.28,18.0,2.05,1500.0,1187.6,-16.24,5.79,-18.37,-12.67,11.14,Strong Bear,Correcting,221,5.0,1.49,-0.45,0.71,Falling,Death Cross,55,-0.05,-2.31,1.91,81.4,92.5,0.88
SBIN.NS,State Bank of India,Financial Services,Banks - Regional,890200.76,Large,964.4,-0.35,1014.77,972.55,39.76,Bullish,Bearish,-9.67,-20.04,1.15,24.2,-2.23,1.0375,0.471,22.12,2.29,1234.7,781.7,-21.89,23.37,-22.11,24.2,21.16,Bear,Damaged,67,9.0,-2.99,0.05,1.08,Stable,Golden Cross,272,-7.8,-12.12,11.25,118.7,80.9,1.47
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,817289.76,Large,2258.9,-1.11,2412.76,2779.0,37.34,Bullish,Bearish,-7.48,-14.45,-25.79,-32.61,-4.33,0.7717,0.289,21.8,2.41,3538.0,2206.4,-36.15,2.38,-34.48,-32.61,-8.51,Strong Bear,Damaged,247,6.0,-2.66,-1.18,0.8,Falling,Death Cross,327,-5.62,-6.54,-15.69,63.0,106.9,0.59
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,564738.65,Large,908.25,-2.46,923.57,934.5,45.54,Bearish,Bearish,-2.34,-11.91,-8.63,-1.27,-0.66,1.4926,0.407,28.74,2.69,1102.5,787.9,-17.62,15.27,-26.74,-1.27,11.48,Strong Bear,Correcting,155,5.0,1.63,-0.3,0.7,Falling,Death Cross,47,-0.47,-3.99,1.47,140.0,128.3,1.09
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,560791.13,Large,4076.5,0.72,3922.21,3832.35,62.79,Bullish,Bullish,0.49,-6.83,2.57,15.41,-26.36,1.3865,0.493,24.23,1.98,4440.0,3288.1,-8.19,23.98,-24.35,15.41,21.43,Strong Bull,Correcting,67,8.0,2.77,0.11,0.47,Falling,Golden Cross,260,2.36,1.08,12.66,147.5,116.3,1.27
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,505984.48,Large,2153.5,-2.04,2238.09,2316.37,38.03,Bearish,Bearish,-6.95,-8.18,-11.17,-7.03,-6.17,0.6045,0.402,20.07,2.48,2750.0,2022.5,-21.69,6.48,-23.18,-7.03,-3.3,Strong Bear,Damaged,197,5.0,-4.22,-0.56,0.78,Falling,Death Cross,120,-5.09,-0.27,-1.07,60.5,62.9,0.96
INFY.NS,Infosys Limited,Technology,Information Technology Services,469898.57,Large,1160.9,0.09,1228.28,1400.49,43.89,Bullish,Bullish,-0.57,-12.55,-25.01,-23.62,-6.87,0.6882,0.127,25.36,2.59,1728.0,1089.0,-32.82,6.6,-35.2,-23.62,0.01,Strong Bear,Damaged,95,5.0,3.61,-0.99,0.92,Stable,Death Cross,72,1.3,-4.64,-14.91,74.2,100.1,0.74
