Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1849888.97,Large,1367.0,0.92,1382.38,1410.99,48.5,Bearish,Bearish,2.95,-5.16,-10.0,-3.66,-9.18,0.8811,0.244,19.9,2.14,1611.8,1290.0,-15.19,5.97,-18.07,-3.66,7.36,Strong Bear,Correcting,102,6.0,4.67,-0.5,0.93,Stable,Death Cross,52,3.54,1.43,-2.38,105.7,105.4,1.0
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,1211451.94,Large,786.85,2.61,797.76,880.96,53.81,Bullish,Bearish,0.25,-14.91,-20.89,-16.71,-38.85,1.217,0.481,18.91,2.2,1020.5,726.65,-22.9,8.28,-27.78,-16.71,-1.15,Strong Bear,Damaged,213,6.0,5.22,-1.1,0.74,Falling,Death Cross,72,0.84,-8.32,-13.27,106.2,125.2,0.85
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,1142029.18,Large,1874.8,0.18,1867.07,1904.34,52.64,Bullish,Bullish,3.32,-7.27,-13.2,4.51,-9.38,0.7118,0.043,19.28,2.16,2174.5,1740.5,-13.78,7.72,-18.77,4.51,34.82,Strong Bear,Correcting,132,5.0,5.74,-0.68,1.24,Rising,Death Cross,45,3.91,-0.69,-5.58,92.2,81.2,1.14
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,926100.86,Large,1291.8,2.18,1287.85,1333.93,55.79,Bullish,Bearish,-2.59,-8.27,-6.6,-9.49,-19.26,0.8987,0.28,17.95,1.89,1500.0,1187.6,-13.88,8.77,-18.37,-9.49,12.78,Strong Bear,Correcting,218,6.0,0.17,-0.37,0.74,Falling,Death Cross,52,-2.01,-1.68,1.02,81.5,90.2,0.9
SBIN.NS,State Bank of India,Financial Services,Banks - Regional,895000.62,Large,969.6,2.15,1020.88,972.72,41.11,Bearish,Bearish,-10.36,-19.02,0.44,25.64,-12.61,1.0414,0.471,22.13,2.51,1234.7,781.7,-21.47,24.04,-22.11,25.64,22.3,Bear,Damaged,65,9.0,-4.02,0.02,1.09,Stable,Golden Cross,270,-9.77,-12.44,8.06,118.1,82.2,1.44
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,835126.93,Large,2308.2,0.96,2430.6,2794.41,42.87,Bullish,Bearish,-2.39,-13.19,-24.32,-30.81,-14.03,0.7784,0.289,21.83,2.25,3545.0,2206.4,-34.89,4.61,-34.48,-30.81,-7.17,Strong Bear,Damaged,244,6.0,2.01,-1.11,0.76,Falling,Death Cross,324,-1.81,-6.6,-16.71,63.6,106.8,0.6
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,585661.78,Large,941.9,2.77,923.65,934.85,55.81,Bearish,Bearish,2.21,-8.0,-6.33,4.24,-31.26,1.4851,0.407,28.67,2.56,1102.5,787.9,-14.57,19.55,-26.74,4.24,15.67,Bear,Correcting,152,6.0,4.88,-0.22,0.66,Falling,Death Cross,45,2.79,-1.42,1.28,140.8,127.2,1.11
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,554862.01,Large,4033.4,2.72,3905.35,3825.6,59.75,Bullish,Bullish,1.46,-5.85,1.32,15.22,-38.46,1.4123,0.493,24.29,2.13,4440.0,3288.1,-9.16,22.67,-24.35,15.22,21.15,Strong Bull,Correcting,65,8.0,3.41,0.05,0.51,Falling,Golden Cross,257,2.04,0.73,8.94,147.2,120.5,1.22
LICI.NS,Life Insurance Corporation of India,Financial Services,Insurance - Life,529623.68,Large,837.35,3.0,807.2,839.52,63.11,Bullish,Bullish,3.24,-4.71,-8.39,-0.26,11.91,1.1315,0.567,24.08,2.22,980.0,721.5,-14.56,16.06,-24.42,-0.26,15.99,Strong Bear,Correcting,235,5.0,4.81,-0.35,0.66,Falling,Death Cross,112,3.83,1.88,-0.77,92.1,85.9,1.07
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,516087.72,Large,2196.5,-0.32,2244.69,2320.31,43.05,Bearish,Bullish,-5.62,-5.47,-10.04,-4.44,-40.4,0.6073,0.402,20.07,2.46,2750.0,2022.5,-20.13,8.6,-23.18,-4.44,-2.27,Strong Bear,Damaged,194,5.0,-3.8,-0.5,0.87,Stable,Death Cross,117,-5.04,1.12,-2.42,61.4,64.6,0.95
