Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1879525.08,Large,1388.9,1.69,1382.14,1415.68,55.16,Bullish,Bearish,-1.62,-1.12,-5.21,8.0,15.7,0.9424,0.22,20.54,2.3,1611.8,1290.0,-13.83,7.67,-18.07,8.0,9.29,Strong Bear,Correcting,82,7.0,-1.25,-0.25,1.28,Rising,Death Cross,33,-6.35,3.5,1.94,113.7,101.1,1.12
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,1204739.27,Large,782.55,-0.92,829.09,903.98,44.07,Bullish,Bearish,2.31,-14.97,-22.34,-19.14,-0.4,1.1418,0.487,18.64,2.61,1020.5,726.65,-23.32,7.69,-27.78,-19.14,0.35,Strong Bear,Damaged,194,6.0,7.3,-1.2,1.18,Rising,Death Cross,53,-2.42,-10.35,-15.19,94.3,120.1,0.79
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,1123145.59,Large,1843.8,1.3,1875.01,1914.19,49.61,Bullish,Bearish,2.31,-7.63,-9.77,0.38,3.71,0.6744,0.017,18.42,2.06,2174.5,1746.9,-15.21,5.55,-17.61,0.38,35.86,Strong Bear,Correcting,112,5.0,4.85,-0.53,0.92,Stable,Death Cross,25,-2.41,-3.01,-2.62,84.9,82.4,1.03
SBIN.NS,State Bank of India,Financial Services,Banks - Regional,1007337.39,Large,1091.3,-1.85,1079.33,985.95,52.56,Bullish,Bullish,5.87,6.09,20.21,35.36,12.07,0.9452,0.459,20.8,2.49,1234.7,755.5,-11.61,44.45,-20.23,35.36,30.12,Strong Bull,Correcting,45,10.0,3.84,0.97,0.99,Stable,Golden Cross,250,1.14,10.71,27.36,115.8,73.6,1.57
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,925734.8,Large,1292.0,-1.68,1322.28,1349.75,45.21,Bullish,Bullish,3.26,-4.23,-6.51,-8.09,15.24,0.9211,0.288,18.35,2.44,1500.0,1187.6,-13.87,8.79,-18.37,-8.09,14.71,Strong Bear,Correcting,199,6.0,4.67,-0.35,1.21,Rising,Death Cross,32,-1.47,0.39,0.64,81.0,90.0,0.9
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,884513.81,Large,2444.7,-0.12,2590.89,2931.01,43.0,Bearish,Bearish,1.91,-21.71,-17.21,-23.69,26.06,0.843,0.272,22.38,2.74,3630.5,2346.2,-32.66,4.2,-32.68,-23.69,-6.05,Strong Bear,Damaged,250,7.0,9.15,-0.77,1.04,Stable,Death Cross,305,-2.81,-17.09,-10.06,76.4,108.7,0.7
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,574172.8,Large,923.65,0.2,916.45,935.5,54.61,Bullish,Bullish,8.79,-1.35,-14.99,0.36,3.25,1.4172,0.314,29.22,2.96,1102.5,787.9,-16.22,17.23,-26.74,0.36,18.64,Strong Bear,Correcting,133,6.0,9.24,-0.51,1.07,Stable,Death Cross,25,4.06,3.27,-7.84,138.2,132.4,1.04
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,555438.99,Large,4037.7,-0.39,3913.38,3839.51,56.8,Bullish,Bullish,14.81,7.2,3.84,25.1,-23.09,1.3416,0.425,24.4,2.72,4440.0,3284.1,-9.06,22.95,-24.35,25.1,24.28,Strong Bull,Recovering,45,8.0,12.41,0.16,0.92,Stable,Golden Cross,237,10.08,11.82,10.99,141.3,108.4,1.3
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,537938.94,Large,2289.5,-1.67,2234.3,2333.06,58.12,Bullish,Bullish,9.81,-3.32,-10.97,-2.79,27.02,0.6193,0.359,20.12,2.65,2750.0,2022.5,-16.75,13.2,-23.18,-2.79,-1.88,Strong Bear,Correcting,175,6.0,10.92,-0.55,1.15,Stable,Death Cross,97,5.08,1.3,-3.82,60.2,61.3,0.98
LICI.NS,Life Insurance Corporation of India,Financial Services,Insurance - Life,517195.06,Large,817.7,-0.22,811.82,847.25,54.11,Bullish,Bullish,7.78,1.01,-8.34,0.87,92.81,1.0926,0.545,24.72,2.26,980.0,721.5,-16.56,13.33,-24.42,0.87,16.29,Strong Bear,Correcting,215,5.0,7.44,-0.34,1.1,Stable,Death Cross,93,3.05,5.62,-1.19,91.6,86.7,1.06
