Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1808479.66,Large,1336.4,-1.87,1391.42,1414.85,38.85,Bearish,Bearish,-0.51,-8.37,-10.51,-6.6,-9.36,0.8907,0.244,19.87,2.32,1611.8,1290.0,-17.09,3.6,-18.07,-6.6,7.48,Strong Bear,Correcting,95,6.0,2.28,-0.53,0.95,Stable,Death Cross,45,1.91,0.23,-3.26,104.1,103.9,1.0
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,1181599.09,Large,767.5,-0.27,805.95,887.98,44.45,Bearish,Bearish,-3.51,-17.69,-22.61,-20.51,-44.65,1.1965,0.481,18.84,2.41,1020.5,726.65,-24.79,5.62,-27.78,-20.51,-1.87,Strong Bear,Damaged,206,5.0,2.39,-1.2,0.75,Falling,Death Cross,65,-1.09,-9.09,-15.36,101.7,123.4,0.82
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,1160669.09,Large,1905.4,1.16,1859.09,1904.76,59.62,Bullish,Bullish,3.52,-5.27,-6.7,2.7,-11.24,0.7413,0.043,19.62,2.35,2174.5,1740.5,-12.38,9.47,-18.77,2.7,36.67,Bear,Correcting,125,6.0,5.28,-0.34,1.23,Rising,Death Cross,37,5.95,3.33,0.55,91.4,83.2,1.1
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,892120.6,Large,1244.5,-0.12,1296.58,1338.82,40.12,Bearish,Bearish,-7.51,-11.52,-8.38,-13.42,-17.68,0.8873,0.28,17.84,2.02,1500.0,1187.6,-17.03,4.79,-18.37,-13.42,12.12,Strong Bear,Correcting,211,5.0,-3.67,-0.47,0.79,Falling,Death Cross,45,-5.08,-2.92,-1.13,79.3,89.5,0.89
SBIN.NS,State Bank of India,Financial Services,Banks - Regional,889093.15,Large,963.2,0.07,1039.57,974.03,33.97,Bearish,Bearish,-8.11,-14.29,2.86,24.77,-2.07,1.0173,0.471,21.91,2.84,1234.7,779.1,-21.99,23.63,-20.99,24.77,23.19,Bear,Damaged,57,9.0,-3.35,0.13,1.1,Stable,Golden Cross,262,-5.69,-5.7,10.11,117.1,81.2,1.44
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,819134.99,Large,2264.0,0.8,2502.2,2863.94,29.8,Bearish,Bearish,-12.14,-24.14,-24.35,-35.3,-18.54,0.793,0.289,21.94,2.61,3593.9,2206.4,-37.0,2.61,-35.09,-35.3,-8.13,Strong Bear,Damaged,260,6.0,-4.09,-1.11,1.06,Stable,Death Cross,317,-9.72,-15.55,-17.09,67.7,112.9,0.6
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,566106.57,Large,910.45,-0.19,923.95,935.62,46.44,Bearish,Bearish,0.5,-5.71,-9.43,1.44,-39.62,1.4473,0.407,28.55,2.73,1102.5,787.9,-17.42,15.55,-26.74,1.44,15.93,Strong Bear,Correcting,145,5.0,2.4,-0.33,0.65,Falling,Death Cross,37,2.93,2.89,-2.17,135.0,121.3,1.11
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,537748.73,Large,3909.0,-0.8,3940.16,3857.37,46.68,Bearish,Bullish,-5.12,-6.24,-1.16,9.99,-47.66,1.3803,0.493,24.18,2.41,4440.0,3288.1,-11.96,18.88,-24.35,9.99,21.74,Bear,Correcting,57,7.0,-3.04,-0.05,0.48,Falling,Golden Cross,250,-2.69,2.36,6.09,142.2,119.9,1.19
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,533874.13,Large,2272.2,1.05,2253.76,2326.99,51.8,Bearish,Bullish,6.22,-7.39,-6.4,-2.87,-7.34,0.6128,0.402,20.06,2.56,2750.0,2022.5,-17.37,12.35,-23.18,-2.87,-1.34,Strong Bear,Correcting,187,6.0,8.68,-0.32,1.06,Stable,Death Cross,110,8.65,1.2,0.85,62.0,60.0,1.03
LICI.NS,Life Insurance Corporation of India,Financial Services,Insurance - Life,505462.18,Large,799.15,-0.73,806.84,841.48,48.83,Bearish,Bullish,-5.05,-10.38,-11.26,-0.7,-42.36,1.0907,0.567,24.0,1.98,980.0,721.5,-18.45,10.76,-24.42,-0.7,14.34,Strong Bear,Correcting,227,5.0,-1.59,-0.47,0.55,Falling,Death Cross,105,-2.62,-1.78,-4.01,90.0,81.9,1.1
INFY.NS,Infosys Limited,Technology,Information Technology Services,452860.16,Large,1119.0,2.19,1252.99,1422.04,33.79,Bearish,Bearish,-15.18,-25.29,-26.88,-29.18,-4.19,0.7478,0.127,25.26,2.83,1728.0,1089.0,-35.24,2.75,-35.2,-29.18,-0.17,Strong Bear,Damaged,85,5.0,-6.75,-1.06,1.16,Rising,Death Cross,62,-12.75,-16.69,-19.62,83.3,112.5,0.74
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,450643.05,Large,1878.2,0.81,1766.47,1720.1,64.96,Bullish,Bullish,10.93,9.98,10.16,12.48,56.12,0.5544,0.097,19.66,2.23,1887.9,1548.0,-0.51,21.33,-13.23,12.48,25.42,Strong Bull,At High,0,7.0,7.6,0.52,1.24,Rising,Golden Cross,130,13.36,18.57,17.41,69.6,55.9,1.25
ADANIPOWER.NS,Adani Power Limited,Utilities,Utilities - Independent Power Producers,426828.16,Large,221.33,-1.41,191.54,155.77,61.88,Bearish,Bullish,14.57,48.49,46.41,102.48,9.31,1.0244,0.497,42.09,4.07,234.4,105.42,-5.58,109.95,-22.15,102.48,76.46,Strong Bull,Recovering,5,8.0,-1.59,1.1,1.1,Stable,Golden Cross,230,16.99,57.09,53.66,157.7,46.8,3.37
MARUTI.NS,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,415671.62,Large,13221.0,1.12,13552.16,14168.8,47.34,Bearish,Bullish,-0.85,-12.71,-15.49,5.93,-35.0,1.0845,0.309,23.14,2.53,17370.0,12016.0,-23.89,10.03,-28.83,5.93,17.17,Strong Bear,Damaged,92,8.0,3.39,-0.67,0.73,Falling,Death Cross,40,1.57,-4.11,-8.24,96.4,81.1,1.19
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,Industrials,Marine Shipping,413583.67,Large,1795.1,1.22,1584.11,1471.0,69.59,Bullish,Bullish,15.83,15.46,21.75,32.43,6.22,1.4608,0.504,27.17,2.89,1823.9,1290.5,-1.58,39.1,-16.98,32.43,39.53,Strong Bull,At High,0,7.0,10.68,0.8,0.84,Falling,Golden Cross,260,18.25,24.06,29.0,158.7,111.5,1.42
ITC.NS,ITC Limited,Consumer Defensive,Tobacco,387724.42,Large,309.45,0.73,309.44,347.76,53.83,Bearish,Bullish,1.99,-3.72,-22.35,-26.12,-27.02,0.5957,-0.024,18.99,1.63,444.2,287.0,-30.34,7.82,-32.46,-26.12,-4.24,Strong Bear,Damaged,252,2.0,3.23,-1.18,0.98,Stable,Death Cross,327,4.42,4.88,-15.09,40.8,73.1,0.56
AXISBANK.NS,Axis Bank Limited,Financial Services,Banks - Regional,387051.53,Large,1244.8,-0.78,1289.14,1248.92,39.34,Bearish,Bearish,-7.77,-8.25,1.82,3.56,-21.28,1.2062,0.45,23.21,2.46,1418.3,1042.5,-12.23,19.41,-17.23,3.56,12.26,Bear,Correcting,56,7.0,-5.02,0.08,0.7,Falling,Golden Cross,157,-5.34,0.35,9.08,120.7,106.1,1.14
KOTAKBANK.NS,Kotak Mahindra Bank Limited,Financial Services,Banks - Regional,384977.92,Large,387.05,1.0,383.21,400.79,57.89,Bullish,Bullish,2.08,-9.84,-7.27,-9.67,-16.01,1.0297,0.308,20.88,2.47,453.2,345.5,-14.6,12.03,-20.65,-9.67,0.77,Bear,Correcting,221,8.0,5.36,-0.35,0.73,Falling,Death Cross,45,4.51,-1.24,-0.01,96.5,103.4,0.93
NTPC.NS,NTPC Limited,Utilities,Utilities - Regulated Electric,383260.74,Large,395.25,-0.26,386.28,357.8,52.04,Bearish,Bullish,1.14,7.73,21.91,16.39,-37.38,0.6184,0.315,17.87,2.2,414.4,315.55,-4.62,25.26,-7.91,16.39,35.85,Strong Bull,Recovering,12,6.0,-1.44,1.23,0.85,Stable,Golden Cross,85,3.56,16.32,29.17,84.2,56.9,1.48
ONGC.NS,Oil and Natural Gas Corporation Limited,Energy,Oil & Gas Integrated,376590.67,Large,299.35,-0.52,282.32,257.34,60.94,Bullish,Bullish,5.87,12.58,25.84,29.31,-25.06,0.191,0.191,21.98,2.45,307.5,228.61,-2.65,30.94,-9.44,29.31,29.52,Strong Bull,Recovering,11,7.0,1.68,1.18,1.22,Rising,Golden Cross,142,8.3,21.18,33.09,59.9,18.6,3.22
M&M.NS,Mahindra & Mahindra Limited,Consumer Cyclical,Auto Manufacturers,375010.07,Large,3123.1,-1.6,3213.18,3309.38,46.39,Bearish,Bullish,-3.08,-15.04,-16.7,1.4,-18.14,1.477,0.383,27.07,2.86,3839.9,2896.0,-18.67,7.84,-22.91,1.4,38.44,Strong Bear,Correcting,95,7.0,1.93,-0.62,0.83,Falling,Death Cross,37,-0.65,-6.44,-9.44,143.2,130.4,1.1
ADANIENT.NS,Adani Enterprises Limited,Energy,Thermal Coal,372348.47,Large,2716.0,0.11,2277.05,2282.21,75.57,Bullish,Bullish,23.25,21.88,18.37,12.04,16.94,1.6641,0.765,33.49,3.4,2803.1,1753.0,-3.11,54.93,-34.28,12.04,14.71,Strong Bull,Recovering,0,5.0,15.96,0.55,0.99,Stable,Death Cross,395,25.67,30.48,25.62,175.1,142.3,1.23
TITAN.NS,Titan Company Limited,Consumer Cyclical,Luxury Goods,369818.05,Large,4169.1,0.82,4266.67,3983.4,43.31,Bearish,Bearish,-6.55,-2.34,9.36,17.37,15.62,1.0098,0.291,22.72,3.08,4605.0,3303.1,-9.47,26.22,-11.27,17.37,16.98,Strong Bull,Recovering,20,7.0,-5.77,0.41,1.02,Stable,Golden Cross,257,-4.13,6.25,16.61,84.9,58.6,1.45
ULTRACEMCO.NS,UltraTech Cement Limited,Basic Materials,Building Materials,337912.66,Large,11487.0,-1.75,11756.9,11860.16,43.96,Bearish,Bullish,-2.87,-11.79,-2.86,-1.5,-19.64,1.2531,0.489,22.24,2.38,13110.0,10325.0,-12.38,11.25,-20.61,-1.5,16.22,Strong Bear,Correcting,61,6.0,1.06,-0.13,0.6,Falling,Death Cross,37,-0.44,-3.2,4.39,112.7,106.4,1.06
JSWSTEEL.NS,JSW Steel Limited,Basic Materials,Steel,312108.2,Large,1278.8,-1.4,1233.92,1161.71,56.83,Bearish,Bullish,5.26,2.79,7.33,27.56,-10.58,1.2655,1.0648,23.91,2.26,1314.0,962.15,-2.68,32.91,-13.35,27.56,21.68,Strong Bull,Recovering,0,9.0,4.33,0.31,0.65,Falling,Golden Cross,975,7.69,11.39,14.58,146.1,103.9,1.41
BEL.NS,Bharat Electronics Limited,Industrials,Aerospace & Defense,309678.78,Large,423.65,-1.21,434.15,409.75,42.1,Bearish,Bearish,-7.02,-2.71,-0.43,32.11,-30.54,0.8238,0.304,26.31,2.44,473.45,349.6,-10.52,21.18,-15.63,32.11,62.29,Bear,Correcting,50,5.0,-6.12,-0.02,0.75,Falling,Golden Cross,1516,-4.6,5.89,6.82,102.5,58.9,1.74
HCLTECH.NS,HCL Technologies Limited,Technology,Information Technology Services,306442.19,Large,1132.6,0.77,1296.65,1438.43,26.71,Bearish,Bearish,-20.41,-26.62,-25.95,-29.29,44.76,0.8464,0.066,24.92,2.91,1780.1,1103.4,-36.37,2.65,-33.77,-29.29,7.09,Strong Bear,Damaged,76,4.0,-11.54,-1.04,1.27,Rising,Death Cross,55,-17.98,-18.03,-18.69,91.5,122.7,0.75
HAL.NS,Hindustan Aeronautics Limited,Industrials,Aerospace & Defense,293338.09,Large,4386.2,-4.81,4293.76,4311.87,49.0,Bearish,Bearish,0.52,6.1,-9.05,-0.05,-21.05,0.985,1.6453,28.14,3.11,5165.0,3479.1,-15.08,26.07,-31.2,-0.05,47.48,Bear,Correcting,260,4.0,-1.51,-0.32,1.01,Stable,Death Cross,100,2.95,14.7,-1.8,95.1,91.2,1.04
BAJAJ-AUTO.NS,Bajaj Auto Limited,Consumer Cyclical,Auto Manufacturers,289814.24,Large,10377.5,-0.7,9793.77,9283.78,60.09,Bullish,Bullish,5.62,6.17,16.67,32.35,0.71,1.0244,0.706,22.52,2.49,10785.0,7858.5,-3.78,32.05,-13.37,32.35,36.65,Strong Bull,Recovering,5,9.0,3.56,0.74,0.9,Stable,Golden Cross,182,8.05,14.77,23.92,117.3,71.4,1.64
COALINDIA.NS,Coal India Limited,Energy,Thermal Coal,284841.32,Large,462.2,1.79,451.87,415.37,52.11,Bearish,Bullish,6.81,8.67,22.34,25.08,-24.09,0.2987,0.003,21.53,2.67,491.25,368.65,-5.91,25.38,-10.27,25.08,34.7,Strong Bull,Recovering,10,6.0,3.92,1.04,0.82,Falling,Golden Cross,167,9.23,17.27,29.59,72.5,36.0,2.01
POWERGRID.NS,Power Grid Corporation of India Limited,Utilities,Utilities - Regulated Electric,284458.98,Large,305.85,1.36,304.93,288.38,43.99,Bearish,Bullish,-2.05,3.91,15.56,2.2,-47.71,0.6264,0.24,19.95,2.12,324.95,250.0,-5.88,22.34,-14.67,2.2,25.68,Strong Bull,Recovering,12,5.0,-3.35,0.78,0.62,Falling,Golden Cross,57,0.38,12.5,22.81,84.9,74.8,1.14
DMART.NS,Avenue Supermarts Limited,Consumer Defensive,Discount Stores,284241.14,Large,4358.7,0.4,4273.88,4122.58,48.8,Bearish,Bullish,-1.57,8.91,7.04,8.33,-54.7,0.6541,0.285,24.71,2.31,4949.5,3529.0,-11.94,23.51,-24.5,8.33,7.93,Bull,Correcting,180,5.0,-4.54,0.28,0.7,Falling,Golden Cross,20,0.85,17.5,14.29,81.2,64.9,1.25
