Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1778978.81,Large,1314.6,-0.41,1372.14,1406.58,37.06,Bearish,Bearish,-10.15,-6.55,-15.91,-6.59,-26.0,0.8785,0.244,19.91,2.02,1611.8,1290.0,-18.44,1.91,-18.07,-6.59,5.1,Strong Bear,Correcting,107,5.0,-7.97,-0.8,0.78,Falling,Death Cross,58,-8.01,1.08,-6.38,104.6,105.5,0.99
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,1152121.1,Large,748.25,0.75,788.55,873.63,40.95,Bearish,Bearish,-4.0,-16.73,-25.88,-21.15,-1.8,1.2245,0.481,19.16,2.23,1020.5,726.65,-26.68,2.97,-27.78,-21.15,-2.02,Strong Bear,Damaged,219,5.0,1.58,-1.35,0.8,Falling,Death Cross,78,-1.85,-9.1,-16.34,107.4,129.2,0.83
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,1105114.8,Large,1814.2,0.2,1859.83,1900.24,42.92,Bearish,Bullish,-0.71,-5.98,-14.25,-1.44,25.88,0.7286,0.043,19.36,2.07,2174.5,1740.5,-16.57,4.23,-18.77,-1.44,32.83,Strong Bear,Correcting,137,4.0,1.28,-0.74,1.19,Rising,Death Cross,50,1.44,1.65,-4.71,92.3,84.7,1.09
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,885309.78,Large,2446.9,6.51,2405.06,2766.12,62.79,Bullish,Bullish,2.01,-6.33,-19.49,-26.64,20.05,0.7767,0.289,22.84,2.47,3538.0,2206.4,-30.84,10.9,-34.48,-26.64,-6.34,Strong Bear,Damaged,250,6.0,4.12,-0.85,1.11,Stable,Death Cross,330,4.15,1.3,-9.96,70.7,103.7,0.68
SBIN.NS,State Bank of India,Financial Services,Banks - Regional,883047.06,Large,956.65,0.27,1008.5,972.16,38.0,Bullish,Bearish,-8.85,-19.48,0.11,22.26,7.43,1.0427,0.471,22.15,2.15,1234.7,781.7,-22.52,22.38,-22.11,22.26,21.55,Bear,Damaged,70,8.0,-2.36,0.0,1.08,Stable,Golden Cross,275,-6.7,-11.84,9.65,119.4,81.6,1.46
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,879389.57,Large,1226.6,-1.06,1281.18,1329.49,38.19,Bearish,Bearish,-3.48,-12.69,-11.89,-14.98,-3.49,0.9023,0.28,18.03,1.95,1500.0,1187.6,-18.23,3.28,-18.37,-14.98,10.2,Strong Bear,Correcting,224,5.0,0.75,-0.66,0.71,Falling,Death Cross,57,-1.34,-5.06,-2.36,79.5,93.3,0.85
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,550391.09,Large,4000.9,-0.25,3933.21,3837.89,54.29,Bullish,Bullish,-1.48,-5.75,-1.01,11.83,-20.53,1.3889,0.493,24.26,1.96,4440.0,3288.1,-9.89,21.68,-24.35,11.83,22.84,Bull,Correcting,70,7.0,0.44,-0.04,0.47,Falling,Golden Cross,262,0.66,1.88,8.53,145.7,117.4,1.24
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,548416.73,Large,882.0,-0.79,920.88,933.49,38.36,Bearish,Bearish,-7.18,-12.93,-14.68,-4.37,-0.9,1.4979,0.407,28.79,2.7,1102.5,787.9,-20.0,11.94,-26.74,-4.37,10.36,Strong Bear,Correcting,158,4.0,-2.87,-0.51,0.71,Falling,Death Cross,50,-5.04,-5.29,-5.15,139.2,129.9,1.07
INFY.NS,Infosys Limited,Technology,Information Technology Services,514496.71,Large,1270.8,5.68,1226.5,1394.9,65.76,Bullish,Bullish,8.76,-1.42,-18.87,-16.76,9.96,0.6836,0.127,26.24,2.64,1728.0,1089.0,-26.46,16.69,-35.2,-16.76,3.33,Strong Bear,Damaged,97,5.0,9.23,-0.72,1.1,Stable,Death Cross,75,10.91,6.22,-9.33,80.3,94.6,0.85
LICI.NS,Life Insurance Corporation of India,Financial Services,Insurance - Life,506885.31,Large,400.7,-1.03,405.36,419.32,46.37,Bearish,Bullish,-0.07,-7.97,-10.98,-13.8,66.25,1.1295,0.567,22.91,2.36,490.0,360.75,-18.22,11.07,-24.42,-13.8,13.65,Strong Bear,Correcting,240,4.0,2.59,-0.48,0.77,Falling,Death Cross,118,2.07,-0.34,-1.44,88.3,87.3,1.01
