Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1842852.19,Large,1361.8,0.22,1393.67,1415.64,43.43,Bearish,Bearish,1.32,-6.83,-8.56,-0.72,-5.06,0.9082,0.244,20.25,2.25,1611.8,1290.0,-15.51,5.57,-18.07,-0.72,8.29,Strong Bear,Correcting,94,6.0,3.6,-0.42,0.94,Stable,Death Cross,45,1.96,0.97,-1.43,104.1,103.1,1.01
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,1184755.19,Large,769.55,2.66,807.52,889.19,45.06,Bearish,Bearish,-4.98,-17.89,-21.83,-17.45,-41.0,1.1767,0.481,19.19,2.42,1020.5,726.65,-24.59,5.9,-27.78,-17.45,-1.52,Strong Bear,Damaged,205,5.0,0.98,-1.14,0.75,Falling,Death Cross,65,-4.34,-10.09,-14.7,101.7,124.2,0.82
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,1147328.69,Large,1883.5,5.27,1857.2,1904.75,57.09,Bearish,Bullish,1.5,-7.59,-6.75,2.75,-10.02,0.7077,0.8591,19.62,2.38,2174.5,1740.5,-13.38,8.22,-18.77,2.75,35.85,Strong Bear,Correcting,124,5.0,4.03,-0.34,1.23,Rising,Death Cross,37,2.14,0.21,0.39,91.4,85.5,1.07
SBIN.NS,State Bank of India,Financial Services,Banks - Regional,904508.26,Large,979.9,1.01,1061.48,991.7,33.77,Bearish,Bearish,-8.55,-14.49,3.02,28.27,-2.34,0.9936,0.471,22.09,2.94,1234.7,779.1,-20.64,25.77,-20.99,28.27,24.02,Bear,Damaged,57,9.0,-3.72,0.14,1.11,Stable,Golden Cross,262,-7.91,-6.69,10.16,117.1,78.7,1.49
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,893195.91,Large,1246.0,0.84,1298.71,1339.77,40.44,Bearish,Bearish,-7.57,-10.76,-7.57,-9.6,-14.01,0.9073,0.28,18.36,2.07,1500.0,1187.6,-16.93,4.92,-18.37,-9.6,12.97,Strong Bear,Correcting,210,5.0,-3.98,-0.41,0.79,Falling,Death Cross,44,-6.93,-2.96,-0.43,79.3,92.5,0.86
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,812622.44,Large,2246.0,-1.18,2511.92,2869.97,26.65,Bearish,Bearish,-12.09,-23.82,-24.41,-32.46,-17.0,0.8442,0.289,22.57,2.63,3600.0,2206.4,-37.61,1.79,-35.82,-32.46,-8.24,Strong Bear,Damaged,262,6.0,-4.15,-1.08,1.04,Stable,Death Cross,316,-11.45,-16.02,-17.27,67.7,112.9,0.6
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,567163.64,Large,912.15,1.79,924.5,935.87,46.86,Bearish,Bearish,-0.11,-7.22,-15.93,6.07,-37.86,1.4218,0.407,28.88,2.81,1102.5,787.9,-17.27,15.77,-26.74,6.07,15.98,Strong Bear,Correcting,145,5.0,2.3,-0.55,0.64,Falling,Death Cross,37,0.53,0.58,-8.8,135.0,122.3,1.1
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,542068.28,Large,3940.4,0.63,3941.43,3856.85,48.76,Bearish,Bullish,-3.33,-4.21,0.56,15.48,-43.69,1.3545,0.493,24.51,2.46,4440.0,3288.1,-11.25,19.84,-24.35,15.48,22.32,Bull,Correcting,57,7.0,-1.93,0.02,0.48,Falling,Golden Cross,249,-2.69,3.59,7.69,142.2,113.0,1.26
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,528352.6,Large,2248.7,-0.82,2253.01,2327.54,48.66,Bearish,Bullish,4.22,-7.65,-6.65,-1.83,-5.49,0.6093,0.402,20.14,2.61,2750.0,2022.5,-18.23,11.18,-23.18,-1.83,-1.66,Strong Bear,Correcting,186,5.0,6.77,-0.33,1.18,Rising,Death Cross,109,4.86,0.15,0.49,62.0,61.8,1.0
LICI.NS,Life Insurance Corporation of India,Financial Services,Insurance - Life,509162.29,Large,805.0,2.28,807.16,841.91,51.18,Bearish,Bullish,-4.41,-10.1,-10.53,3.65,-37.22,1.078,0.567,24.26,1.93,980.0,721.5,-17.86,11.57,-24.42,3.65,14.71,Strong Bear,Correcting,227,5.0,-1.04,-0.43,0.55,Falling,Death Cross,105,-3.77,-2.3,-3.39,90.0,79.3,1.13
