Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1928918.68,Large,1425.4,2.63,1383.84,1415.78,60.88,Bullish,Bullish,0.87,1.63,-1.59,10.08,15.31,0.9505,0.22,20.69,2.3,1611.8,1290.0,-11.56,10.5,-18.07,10.08,10.23,Bear,Correcting,83,7.0,0.33,-0.08,1.13,Stable,Death Cross,34,-2.87,6.03,4.95,116.1,101.1,1.15
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,1199273.99,Large,779.0,-0.45,827.12,902.74,43.14,Bullish,Bearish,-0.42,-15.21,-22.78,-17.92,-6.82,1.1464,0.487,18.56,2.55,1020.5,726.65,-23.66,7.2,-27.78,-17.92,0.17,Strong Bear,Damaged,195,6.0,4.65,-1.23,1.11,Stable,Death Cross,54,-4.16,-10.81,-16.24,96.1,120.1,0.8
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,1150130.8,Large,1888.1,2.4,1875.52,1913.93,58.2,Bullish,Bearish,2.9,-5.7,-5.97,1.18,-2.62,0.6782,0.017,18.51,2.09,2174.5,1746.9,-13.17,8.08,-17.61,1.18,36.24,Strong Bear,Correcting,113,5.0,4.8,-0.32,0.97,Stable,Death Cross,26,-0.84,-1.3,0.57,85.9,82.4,1.04
SBIN.NS,State Bank of India,Financial Services,Banks - Regional,1003275.84,Large,1086.9,-0.4,1079.63,986.96,51.38,Bullish,Bullish,2.48,3.68,19.24,36.3,8.42,0.9469,0.459,20.77,2.46,1234.7,755.5,-11.97,43.86,-20.23,36.3,29.7,Strong Bull,Correcting,46,10.0,1.25,0.93,0.89,Stable,Golden Cross,251,-1.26,8.08,25.77,116.6,73.6,1.58
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,917853.18,Large,1281.0,-0.85,1320.66,1349.07,43.26,Bearish,Bullish,1.69,-4.79,-6.06,-9.37,11.82,0.9146,0.288,18.36,2.4,1500.0,1187.6,-14.6,7.86,-18.37,-9.37,14.1,Strong Bear,Correcting,200,6.0,3.29,-0.33,1.17,Rising,Death Cross,33,-2.05,-0.4,0.47,79.1,90.0,0.88
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,895368.04,Large,2474.7,1.23,2586.33,2926.47,46.19,Bearish,Bearish,4.09,-21.45,-18.01,-24.99,20.47,0.8364,0.272,22.21,2.64,3630.5,2346.2,-31.84,5.48,-32.68,-24.99,-5.61,Strong Bear,Damaged,251,7.0,11.24,-0.81,1.05,Stable,Death Cross,305,0.35,-17.05,-11.47,74.0,108.7,0.68
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,578120.16,Large,930.0,0.69,916.98,935.44,56.1,Bullish,Bullish,5.35,-1.36,-15.0,0.37,-5.0,1.4166,0.314,29.22,2.89,1102.5,787.9,-15.65,18.04,-26.74,0.37,18.23,Strong Bear,Correcting,134,6.0,5.8,-0.51,0.98,Stable,Death Cross,26,1.61,3.04,-8.47,138.1,132.4,1.04
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,563472.71,Large,4096.1,1.45,3920.54,3842.06,59.67,Bullish,Bullish,12.24,7.97,4.53,25.24,-28.23,1.3418,0.425,24.41,2.64,4440.0,3284.1,-7.75,24.73,-24.35,25.24,24.76,Strong Bull,Recovering,46,8.0,9.58,0.19,0.89,Stable,Golden Cross,238,8.51,12.37,11.06,141.3,108.4,1.3
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,543789.36,Large,2314.4,1.09,2237.44,2332.87,60.57,Bullish,Bullish,8.41,-3.19,-10.34,-2.75,23.9,0.6196,0.359,20.13,2.62,2750.0,2022.5,-15.84,14.43,-23.18,-2.75,-1.21,Strong Bear,Correcting,175,6.0,9.47,-0.51,1.05,Stable,Death Cross,98,4.67,1.21,-3.8,60.1,61.3,0.98
LICI.NS,Life Insurance Corporation of India,Financial Services,Insurance - Life,513874.43,Large,812.45,-0.64,811.85,846.91,52.13,Bullish,Bullish,4.01,-0.84,-9.72,0.31,90.87,1.0893,0.545,24.73,2.25,980.0,721.5,-17.1,12.61,-24.42,0.31,15.31,Strong Bear,Correcting,216,5.0,4.29,-0.39,1.08,Stable,Death Cross,94,0.28,3.56,-3.19,90.7,86.7,1.05
