Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
INFY.NS,Infosys Limited,Technology,Information Technology Services,483091.28,Large,1193.7,-0.27,1244.55,1414.82,49.94,Bullish,Bullish,-9.1,-12.81,-20.57,-23.8,7.11,0.7186,0.127,25.5,2.71,1728.0,1089.0,-30.92,9.61,-35.2,-23.8,1.46,Strong Bear,Damaged,88,6.0,-4.83,-0.81,1.25,Rising,Death Cross,65,-6.2,-4.49,-12.0,77.5,103.5,0.75
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,451146.94,Large,1880.3,-0.11,1780.34,1725.11,62.58,Bullish,Bullish,12.92,10.77,7.71,9.12,50.42,0.5586,0.097,19.65,2.15,1916.6,1548.0,-1.89,21.47,-13.23,9.12,25.49,Strong Bull,At High,1,7.0,9.33,0.39,1.25,Rising,Golden Cross,133,15.81,19.09,16.27,79.1,59.5,1.33
ADANIPOWER.NS,Adani Power Limited,Utilities,Utilities - Independent Power Producers,424726.13,Large,220.24,0.52,194.71,157.65,60.42,Bearish,Bullish,8.5,57.43,43.1,102.76,-8.89,1.0363,0.497,42.07,3.77,234.4,105.42,-6.04,108.92,-22.15,102.76,72.6,Strong Bull,Recovering,9,8.0,-10.64,1.02,0.94,Stable,Golden Cross,233,11.4,65.75,51.66,156.2,45.8,3.41
MARUTI.NS,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,408817.66,Large,13003.0,0.36,13488.75,14134.01,43.37,Bearish,Bullish,-3.4,-14.66,-17.09,1.48,-24.03,1.0809,0.309,23.02,2.51,17370.0,12016.0,-25.14,8.21,-28.83,1.48,16.17,Strong Bear,Damaged,95,8.0,1.49,-0.74,0.75,Falling,Death Cross,43,-0.51,-6.34,-8.53,93.9,81.6,1.15
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,Industrials,Marine Shipping,408399.77,Large,1772.6,0.56,1605.6,1479.96,64.73,Bearish,Bullish,11.2,16.7,17.18,26.67,-9.54,1.4831,0.504,27.11,2.83,1823.9,1290.5,-2.81,37.36,-16.98,26.67,39.76,Strong Bull,Recovering,3,7.0,5.63,0.63,0.87,Stable,Golden Cross,264,14.09,25.02,25.75,161.4,115.8,1.39
AXISBANK.NS,Axis Bank Limited,Financial Services,Banks - Regional,388606.22,Large,1249.8,0.93,1283.82,1248.71,42.05,Bearish,Bearish,-9.28,-6.19,0.66,3.45,-14.09,1.2232,0.45,23.19,2.33,1418.3,1042.5,-11.88,19.88,-17.23,3.45,12.44,Bull,Correcting,60,7.0,-7.22,0.03,0.68,Falling,Golden Cross,160,-6.39,2.13,9.23,121.4,106.7,1.14
ITC.NS,ITC Limited,Consumer Defensive,Tobacco,385343.79,Large,307.55,-0.89,309.42,346.62,50.53,Bearish,Bullish,-0.68,-1.98,-23.07,-26.09,-30.56,0.5875,-0.024,18.91,1.65,444.2,287.0,-30.76,7.16,-32.46,-26.09,-5.0,Strong Bear,Damaged,256,2.0,-0.02,-1.22,0.98,Stable,Death Cross,330,2.22,6.35,-14.5,37.9,72.0,0.53
KOTAKBANK.NS,Kotak Mahindra Bank Limited,Financial Services,Banks - Regional,381148.57,Large,383.2,0.33,383.47,400.34,52.72,Bullish,Bullish,0.27,-8.9,-7.87,-8.93,-5.21,1.0457,0.308,20.98,2.54,453.2,345.5,-15.45,10.91,-20.65,-8.93,0.23,Strong Bear,Correcting,225,7.0,3.24,-0.38,0.77,Falling,Death Cross,48,3.17,-0.58,0.7,102.6,106.5,0.96
NTPC.NS,NTPC Limited,Utilities,Utilities - Regulated Electric,380545.69,Large,392.45,0.78,386.71,358.76,49.72,Bearish,Bullish,-0.95,8.11,20.39,17.8,-38.47,0.6112,0.315,17.81,2.22,414.4,315.55,-5.3,24.37,-7.91,17.8,35.53,Strong Bull,Recovering,16,6.0,-3.65,1.14,0.79,Falling,Golden Cross,88,1.95,16.44,28.95,83.0,54.8,1.51
ONGC.NS,Oil and Natural Gas Corporation Limited,Energy,Oil & Gas Integrated,375269.73,Large,298.3,0.61,284.02,258.52,59.19,Bullish,Bullish,5.37,14.18,23.31,26.99,-25.14,0.1762,0.191,21.88,2.38,307.5,228.61,-2.99,30.48,-9.44,26.99,29.43,Strong Bull,Recovering,15,7.0,0.64,1.07,1.23,Rising,Golden Cross,145,8.27,22.5,31.88,55.0,17.7,3.11
M&M.NS,Mahindra & Mahindra Limited,Consumer Cyclical,Auto Manufacturers,374901.99,Large,3122.2,0.97,3200.37,3303.18,47.01,Bearish,Bullish,-3.85,-11.64,-15.58,0.09,-7.6,1.4883,0.383,26.98,2.87,3839.9,2896.0,-18.69,7.81,-22.91,0.09,37.81,Strong Bear,Correcting,98,7.0,0.03,-0.58,0.79,Falling,Death Cross,41,-0.96,-3.31,-7.02,142.8,130.0,1.1
ADANIENT.NS,Adani Enterprises Limited,Energy,Thermal Coal,370813.02,Large,2704.8,-0.74,2325.64,2294.75,71.8,Bullish,Bullish,21.51,26.59,10.85,7.39,15.08,1.6896,0.765,33.45,3.2,2803.1,1753.0,-3.51,54.3,-34.28,7.39,13.49,Strong Bull,Recovering,0,5.0,12.65,0.32,1.02,Stable,Golden Cross,1,24.41,34.92,19.42,170.6,143.7,1.19
TITAN.NS,Titan Company Limited,Consumer Cyclical,Luxury Goods,364256.24,Large,4106.4,0.11,4250.67,3987.61,40.44,Bearish,Bearish,-8.33,-1.74,7.24,13.25,3.08,1.0248,0.291,22.74,2.91,4605.0,3303.1,-10.83,24.32,-11.27,13.25,15.89,Bull,Correcting,23,7.0,-7.75,0.32,1.03,Stable,Golden Cross,260,-5.44,6.58,15.81,86.6,61.6,1.41
ULTRACEMCO.NS,UltraTech Cement Limited,Basic Materials,Building Materials,335618.14,Large,11409.0,0.36,11721.51,11847.9,42.97,Bearish,Bearish,-5.23,-11.99,-3.92,-3.47,-10.59,1.2659,0.489,22.22,2.37,13110.0,10325.0,-12.97,10.5,-20.61,-3.47,15.65,Strong Bear,Correcting,65,6.0,-1.23,-0.18,0.58,Falling,Death Cross,40,-2.34,-3.66,4.65,115.5,109.4,1.06
HCLTECH.NS,HCL Technologies Limited,Technology,Information Technology Services,316507.24,Large,1169.8,-0.81,1281.83,1430.36,38.49,Bullish,Bearish,-17.28,-18.07,-24.69,-28.07,44.8,0.8032,0.066,24.67,2.81,1780.1,1103.4,-34.28,6.02,-33.77,-28.07,7.67,Strong Bear,Damaged,80,4.0,-11.26,-1.0,0.79,Falling,Death Cross,59,-14.38,-9.75,-16.13,86.8,117.1,0.74
JSWSTEEL.NS,JSW Steel Limited,Basic Materials,Steel,313182.05,Large,1283.2,-0.16,1239.91,1165.42,56.86,Bearish,Bullish,0.28,4.16,9.88,23.92,-21.26,1.2398,0.6,23.38,2.25,1314.0,962.15,-2.34,33.37,-13.35,23.92,21.16,Strong Bull,Recovering,4,9.0,-1.11,0.42,0.57,Falling,Golden Cross,979,3.18,12.48,18.45,148.6,104.3,1.42
BEL.NS,Bharat Electronics Limited,Industrials,Aerospace & Defense,302113.15,Large,413.3,-2.28,432.64,410.08,36.64,Bearish,Bearish,-8.46,-4.7,-2.76,18.73,-22.3,0.8562,1.1602,25.99,2.66,473.45,361.2,-12.7,14.42,-15.63,18.73,61.14,Bear,Correcting,53,5.0,-6.89,-0.11,0.79,Falling,Golden Cross,1520,-5.56,3.62,5.8,99.4,66.2,1.5
BAJAJ-AUTO.NS,Bajaj Auto Limited,Consumer Cyclical,Auto Manufacturers,292188.06,Large,10462.5,2.52,9850.14,9313.51,60.7,Bearish,Bullish,6.84,7.2,18.31,28.85,4.11,1.03,0.706,22.57,2.48,10785.0,7858.5,-2.99,33.14,-13.37,28.85,36.23,Strong Bull,Recovering,8,9.0,4.44,0.81,0.92,Stable,Golden Cross,186,9.73,15.52,26.88,117.7,72.9,1.61
HAL.NS,Hindustan Aeronautics Limited,Industrials,Aerospace & Defense,289345.5,Large,4326.5,-0.15,4297.71,4312.37,46.17,Bearish,Bearish,-0.73,3.56,-7.77,-10.02,-8.81,1.0165,0.545,27.62,3.13,5147.0,3479.1,-15.94,24.36,-31.2,-10.02,46.58,Bear,Correcting,263,3.0,-1.92,-0.28,1.0,Stable,Death Cross,103,2.17,11.89,0.8,95.4,97.4,0.98
BAJAJFINSV.NS,Bajaj Finserv Ltd.,Financial Services,Financial Conglomerates,283255.66,Large,1772.0,1.27,1801.78,1904.88,49.45,Bearish,Bullish,-4.29,-12.42,-14.22,-13.18,-33.66,1.2876,0.357,22.05,2.34,2195.0,1597.0,-19.27,10.96,-25.03,-13.18,9.28,Strong Bear,Correcting,149,7.0,-0.15,-0.64,0.73,Falling,Death Cross,50,-1.39,-4.09,-5.66,115.2,124.0,0.93
COALINDIA.NS,Coal India Limited,Energy,Thermal Coal,282684.37,Large,458.7,0.38,452.7,416.67,49.61,Bearish,Bullish,3.51,13.65,20.11,21.33,-21.33,0.2994,0.003,21.48,2.56,491.25,368.65,-6.63,24.43,-10.27,21.33,34.32,Strong Bull,Recovering,14,6.0,-1.04,0.94,0.86,Stable,Golden Cross,170,6.41,21.97,28.68,69.5,37.9,1.83
POWERGRID.NS,Power Grid Corporation of India Limited,Utilities,Utilities - Regulated Electric,278925.1,Large,299.9,0.44,304.19,288.67,39.56,Bearish,Bearish,-6.09,4.42,11.78,3.35,-42.97,0.6037,0.24,19.85,2.32,324.95,250.0,-7.71,19.96,-14.67,3.35,24.15,Strong Bull,Recovering,16,5.0,-7.56,0.59,0.85,Stable,Golden Cross,61,-3.19,12.75,20.35,82.6,70.6,1.17
NESTLEIND.NS,Nestlé India Limited,Consumer Defensive,Packaged Foods,273839.92,Large,1420.1,-0.79,1363.54,1273.66,54.17,Bearish,Bullish,2.91,10.72,12.28,19.58,33.68,0.7489,0.489,20.39,2.1,1498.1,1084.7,-5.21,30.92,-11.96,19.58,11.4,Strong Bull,Recovering,10,6.0,-0.66,0.6,0.61,Falling,Golden Cross,184,5.81,19.04,20.85,104.2,72.4,1.44
DMART.NS,Avenue Supermarts Limited,Consumer Defensive,Discount Stores,270269.73,Large,4144.2,-2.17,4268.48,4125.69,35.17,Bearish,Bearish,-9.7,6.01,2.23,1.74,-63.62,0.6745,0.285,24.87,2.47,4949.5,3529.0,-16.27,17.43,-24.5,1.74,5.79,Bull,Correcting,184,5.0,-11.7,0.09,0.73,Falling,Golden Cross,23,-6.8,14.34,10.8,79.7,69.3,1.15
HINDZINC.NS,Hindustan Zinc Limited,Basic Materials,Other Industrial Metals & Mining,266385.23,Large,630.45,-0.34,596.41,544.38,56.96,Bearish,Bullish,9.09,8.29,31.81,48.55,20.82,1.1391,0.664,37.28,3.11,733.0,413.5,-13.99,52.47,-32.94,48.55,32.36,Bull,Correcting,80,7.0,6.33,0.85,0.97,Stable,Golden Cross,165,11.98,16.61,40.37,133.3,66.6,2.0
TATASTEEL.NS,Tata Steel Limited,Basic Materials,Steel,258179.73,Large,207.01,-1.09,207.01,186.94,44.36,Bearish,Bearish,-2.36,1.89,18.79,34.63,-7.64,1.2031,0.791,26.59,2.6,224.4,149.8,-7.75,38.19,-14.85,34.63,27.51,Strong Bull,Recovering,4,7.0,-2.99,0.71,0.74,Falling,Golden Cross,261,0.54,10.21,27.36,141.6,90.6,1.56
ASIANPAINT.NS,Asian Paints Limited,Basic Materials,Specialty Chemicals,249113.32,Large,2598.6,-0.08,2466.35,2494.31,61.71,Bullish,Bullish,2.16,9.81,-10.45,12.74,-36.81,0.9691,0.284,23.56,2.43,2985.7,2115.0,-12.97,22.87,-28.54,12.74,-2.61,Bear,Correcting,118,7.0,-1.11,-0.44,0.89,Stable,Death Cross,60,5.06,18.14,-1.88,100.7,74.5,1.35
HINDALCO.NS,Hindalco Industries Limited,Basic Materials,Aluminum,242734.41,Large,1085.5,3.55,1006.72,883.84,60.44,Bearish,Bullish,6.25,19.42,35.07,65.34,-33.96,0.904,0.818,26.4,2.69,1105.0,618.0,-1.76,75.65,-17.95,65.34,36.97,Strong Bull,At High,4,8.0,-0.22,1.33,0.89,Stable,Golden Cross,264,9.15,27.74,43.64,135.0,57.2,2.36
ADANIGREEN.NS,Adani Green Energy Limited,Utilities,Utilities - Renewable,224543.06,Large,1363.2,-1.06,1168.31,1055.91,64.61,Bearish,Bullish,18.54,43.42,27.54,40.84,-2.62,1.7828,1.147,41.41,4.14,1471.0,765.0,-7.33,78.2,-32.93,40.84,14.13,Strong Bull,Recovering,4,6.0,4.07,0.67,0.85,Stable,Golden Cross,15,21.44,51.74,36.11,195.5,131.5,1.49
ETERNAL.NS,Eternal Limited,Consumer Cyclical,Internet Retail,223724.15,Large,243.34,-1.57,249.44,267.08,46.85,Bearish,Bullish,-4.53,-18.34,-21.2,5.05,-21.81,1.4298,0.276,34.76,3.41,368.45,212.6,-33.96,14.46,-39.13,5.05,66.57,Strong Bear,Damaged,155,5.0,1.58,-0.61,0.81,Falling,Death Cross,60,-1.63,-10.02,-12.63,122.0,105.5,1.16
SHRIRAMFIN.NS,Shriram Finance Limited,Financial Services,Credit Services,217272.13,Large,923.45,-0.42,972.46,880.88,40.5,Bearish,Bearish,-11.66,-13.36,14.1,38.3,-36.6,1.9515,0.628,34.57,3.32,1108.0,566.5,-16.66,63.01,-21.05,38.3,51.45,Strong Bull,Correcting,59,8.0,-7.21,0.41,0.69,Falling,Golden Cross,810,-8.76,-5.03,22.67,200.4,137.4,1.46
WIPRO.NS,Wipro Limited,Technology,Information Technology Services,206682.46,Large,197.12,1.0,201.28,223.66,50.02,Bearish,Bearish,-3.85,-7.93,-17.25,-19.64,-27.58,0.6817,0.374,22.87,2.06,273.1,186.5,-27.82,5.69,-29.45,-19.64,4.03,Strong Bear,Damaged,106,6.0,-1.21,-0.75,0.89,Stable,Death Cross,75,-0.95,0.4,-8.69,77.3,97.0,0.8
GRASIM.NS,Grasim Industries Limited,Basic Materials,Building Materials,201491.93,Large,2971.1,1.22,2818.69,2767.76,65.73,Bullish,Bullish,6.96,2.88,6.74,5.56,-17.13,1.1276,0.288,21.17,2.2,3007.3,2502.5,-1.2,18.73,-14.45,5.56,21.1,Strong Bull,At High,6,6.0,6.0,0.32,0.63,Falling,Golden Cross,10,9.86,11.2,15.31,130.5,110.8,1.18
IOC.NS,Indian Oil Corporation Limited,Energy,Oil & Gas Refining & Marketing,194929.57,Large,138.04,2.25,145.61,149.13,44.43,Bearish,Bearish,-6.29,-20.93,-15.88,1.5,-39.44,1.0603,0.86,24.84,2.96,188.96,130.22,-26.95,6.01,-28.8,1.5,27.37,Strong Bear,Damaged,58,6.0,0.69,-0.64,0.93,Stable,Death Cross,15,-3.4,-12.6,-7.31,107.5,95.5,1.13
EICHERMOT.NS,Eicher Motors Limited,Consumer Cyclical,Auto Manufacturers,187891.52,Large,6849.5,-0.48,7136.39,6851.6,38.53,Bearish,Bearish,-5.4,-15.07,2.31,26.94,-39.71,1.1647,0.3,24.77,2.67,8230.0,5219.5,-16.77,31.23,-19.58,26.94,29.53,Bull,Correcting,59,8.0,-0.38,0.09,0.54,Falling,Golden Cross,795,-2.5,-6.75,10.87,115.6,75.3,1.54
SBILIFE.NS,SBI Life Insurance Company Limited,Financial Services,Insurance - Life,187011.24,Large,1864.2,-0.91,1886.78,1890.95,49.83,Bullish,Bearish,-2.48,-8.23,-6.7,4.61,14.71,0.8425,0.359,19.16,2.19,2132.0,1720.0,-12.56,8.38,-16.03,4.61,18.12,Bear,Correcting,61,8.0,0.26,-0.35,0.86,Stable,Death Cross,5,0.42,0.09,1.86,86.7,72.6,1.19
DIVISLAB.NS,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,182987.5,Large,6893.0,-0.27,6444.25,6279.75,67.93,Bullish,Bullish,9.76,11.45,4.54,11.41,11.51,0.6284,0.222,22.55,2.14,7071.5,5636.5,-2.52,22.29,-18.16,11.41,29.69,Strong Bull,Correcting,225,5.0,5.94,0.2,0.95,Stable,Golden Cross,14,12.66,19.77,13.11,84.7,63.7,1.33
VBL.NS,Varun Beverages Limited,Consumer Defensive,Beverages - Non-Alcoholic,173850.02,Large,514.0,-0.16,476.2,473.03,63.42,Bearish,Bullish,6.06,14.65,12.13,1.78,7.96,1.2028,0.265,29.0,2.72,534.7,381.0,-3.87,34.91,-26.8,1.78,20.98,Strong Bull,Recovering,15,6.0,1.18,0.42,0.83,Falling,Golden Cross,1,8.96,22.98,20.7,118.1,106.2,1.11
BSE.NS,BSE Limited,Financial Services,Financial Data & Stock Exchanges,171329.62,Large,4218.6,0.66,3482.06,2862.27,79.41,Bullish,Bullish,19.99,39.44,49.19,77.05,-22.89,1.6184,0.297,41.13,2.77,4298.9,2021.5,-1.87,108.69,-32.12,77.05,191.89,Strong Bull,At High,0,6.0,6.84,1.2,0.68,Falling,Golden Cross,756,22.89,47.77,57.76,189.3,99.6,1.9
INDIGO.NS,InterGlobe Aviation Limited,Industrials,Airlines,164889.48,Large,4264.6,0.81,4442.56,4867.2,44.68,Bearish,Bullish,-8.84,-14.41,-27.79,-21.64,-43.9,1.6945,0.606,31.76,3.26,6232.5,3895.2,-31.57,9.48,-35.94,-21.64,28.41,Strong Bear,Damaged,195,5.0,-4.04,-0.87,0.76,Falling,Death Cross,99,-5.94,-6.09,-19.22,132.8,152.1,0.87
SOLARINDS.NS,Solar Industries India Limited,Basic Materials,Specialty Chemicals,164782.39,Large,18210.0,0.52,15192.96,13929.57,78.54,Bullish,Bullish,21.81,39.62,32.35,32.77,12.21,0.9734,0.16,32.17,3.0,18498.0,11646.0,-1.56,56.36,-33.07,32.77,69.32,Strong Bull,At High,0,6.0,8.6,1.01,1.03,Stable,Golden Cross,56,24.71,47.94,40.92,118.5,70.0,1.69
ADANIENSOL.NS,Adani Energy Solutions Limited,Utilities,Utilities - Independent Power Producers,161704.65,Large,1346.1,1.25,1217.47,1035.8,58.52,Bearish,Bullish,6.88,31.61,34.35,48.87,48.86,1.5696,0.871,36.88,4.81,1463.65,744.9,-8.03,80.71,-23.18,48.87,,Strong Bull,Recovering,16,8.0,-3.66,0.93,1.01,Stable,Golden Cross,158,9.78,39.93,42.92,188.1,117.6,1.6
TVSMOTOR.NS,TVS Motor Company Limited,Consumer Cyclical,Auto Manufacturers,159766.31,Large,3361.9,2.39,3563.33,3444.27,39.6,Bearish,Bearish,-10.41,-12.7,-0.38,20.93,16.4,1.2313,0.077,25.85,3.44,3970.0,2655.1,-15.32,26.62,-16.67,20.93,44.27,Bear,Correcting,59,8.0,-6.18,-0.01,0.87,Stable,Golden Cross,295,-7.52,-4.38,8.19,131.6,94.0,1.4
POWERINDIA.NS,Hitachi Energy India Limited,Industrials,Electrical Equipment & Parts,158343.33,Large,35525.0,6.49,29554.91,23065.49,71.36,Bearish,Bullish,18.85,58.47,65.49,128.23,-15.59,0.7175,0.513,44.0,3.5,35790.0,15870.0,-0.74,123.85,-28.75,128.23,121.38,Strong Bull,At High,0,7.0,-0.64,1.49,1.06,Stable,Golden Cross,838,21.75,66.79,74.06,98.0,-16.7,-5.87
ICICIAMC.NS,ICICI PRUDENTIAL AMC LTD,Financial Services,Asset Management,155068.66,Large,3137.4,1.21,3148.62,2875.25,44.48,Bearish,Bullish,-10.61,4.29,,,-62.34,1.2324,,37.28,3.23,3597.5,2530.0,-12.79,24.01,-14.59,,,Bull,Correcting,20,,-12.04,,0.49,Falling,Golden Cross,106,-7.71,12.62,,147.7,69.6,2.12
JIOFIN.NS,Jio Financial Services Limited,Financial Services,Asset Management,154955.93,Large,234.67,0.6,244.17,269.46,43.96,Bearish,Bearish,-1.05,-12.29,-24.18,-12.1,9.9,1.4946,0.645,27.02,2.8,338.6,223.3,-30.69,5.09,-32.78,-12.1,,Strong Bear,Damaged,206,5.0,3.05,-0.89,0.92,Stable,Death Cross,90,1.85,-3.97,-15.61,138.1,144.2,0.96
TORNTPHARM.NS,Torrent Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,149904.25,Large,4429.2,-0.69,4250.44,3920.43,58.93,Bullish,Bullish,7.1,9.36,16.38,36.85,-27.29,0.3557,0.145,20.04,2.46,4555.1,3102.0,-2.76,42.79,-10.32,36.85,41.03,Strong Bull,Recovering,6,8.0,3.98,0.82,1.14,Stable,Golden Cross,1009,9.99,17.68,24.95,62.7,15.9,3.94
CUMMINSIND.NS,Cummins India Limited,Industrials,Specialty Industrial Machinery,149674.14,Large,5399.5,2.77,5036.38,4410.67,60.56,Bearish,Bullish,5.53,22.37,26.64,85.65,-57.62,0.9501,0.531,25.4,2.6,5470.5,2915.6,-1.3,85.19,-14.61,85.65,53.05,Strong Bull,At High,9,9.0,-1.93,1.05,0.69,Falling,Golden Cross,240,8.43,30.7,35.2,149.1,54.7,2.73
PIDILITIND.NS,Pidilite Industries Limited,Basic Materials,Specialty Chemicals,148147.38,Large,1455.6,-0.01,1410.79,1443.13,57.93,Bullish,Bullish,3.4,-1.6,-0.29,-5.8,2.69,0.9739,0.367,20.46,2.48,1574.95,1259.0,-7.58,15.62,-18.54,-5.8,7.38,Bull,Correcting,185,6.0,3.93,-0.01,0.79,Falling,Death Cross,126,6.29,6.72,8.28,76.1,77.7,0.98
IDEA.NS,Vodafone Idea Limited,Communication Services,Telecom Services,147129.84,Large,13.58,0.44,10.79,9.93,83.17,Bullish,Bullish,42.2,20.18,24.13,87.83,-0.85,1.5859,0.28,50.52,3.89,13.68,6.12,-0.73,121.9,-29.27,87.83,25.32,Strong Bull,At High,0,8.0,35.47,0.48,1.02,Stable,Golden Cross,149,45.1,28.5,32.7,227.6,114.9,1.98
TRENT.NS,Trent Limited,Consumer Cyclical,Apparel Retail,145746.3,Large,4099.9,0.74,4036.9,4356.04,50.57,Bearish,Bullish,-6.62,-3.58,-6.63,-26.43,-29.18,1.299,0.379,32.34,2.77,6261.0,3275.5,-34.52,25.17,-47.03,-26.43,43.82,Strong Bear,Damaged,230,6.0,-5.43,-0.21,0.69,Falling,Death Cross,221,-3.72,4.75,1.93,101.8,125.1,0.81
