Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1878577.8,Large,1388.2,-3.27,1397.77,1417.29,48.09,Bullish,Bullish,4.38,-4.71,-5.76,-1.91,-3.52,0.9176,0.244,20.31,2.33,1611.8,1290.0,-13.87,7.61,-18.07,-1.91,9.12,Strong Bear,Correcting,92,6.0,5.95,-0.28,1.02,Stable,Death Cross,42,5.13,2.72,1.65,104.5,102.9,1.02
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,1175671.9,Large,763.65,-2.2,813.99,893.23,40.75,Bullish,Bearish,-4.27,-19.88,-22.49,-19.87,-41.11,1.178,0.481,19.05,2.38,1020.5,726.65,-25.17,5.09,-27.78,-19.87,-1.48,Strong Bear,Damaged,203,5.0,2.36,-1.18,0.76,Falling,Death Cross,62,-3.51,-12.45,-15.08,100.9,124.9,0.81
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,1071977.28,Large,1759.8,-4.07,1863.02,1907.63,36.29,Bearish,Bearish,-5.36,-13.13,-16.73,-6.65,-18.0,0.6943,0.043,18.89,2.3,2174.5,1746.9,-19.07,0.74,-18.63,-6.65,33.13,Strong Bear,Correcting,122,5.0,-0.98,-0.89,1.05,Stable,Death Cross,35,-4.6,-5.7,-9.32,83.2,85.4,0.97
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,907698.87,Large,1266.4,0.13,1306.1,1342.79,43.23,Bearish,Bearish,-1.16,-10.08,-5.27,-10.86,-5.12,0.9173,0.28,18.5,2.07,1500.0,1187.6,-15.57,6.64,-18.37,-10.86,13.11,Strong Bear,Correcting,208,6.0,2.2,-0.28,0.81,Falling,Death Cross,42,-0.41,-2.65,2.14,80.3,90.7,0.89
SBIN.NS,State Bank of India,Financial Services,Banks - Regional,898692.86,Large,973.6,-4.48,1072.52,992.21,31.17,Bearish,Bearish,-6.47,-8.86,1.67,28.3,-4.07,1.002,0.471,22.12,3.16,1234.7,779.1,-21.15,24.96,-20.7,28.3,23.55,Bear,Damaged,55,9.0,-3.52,0.08,1.08,Stable,Golden Cross,260,-5.71,-1.43,9.08,118.5,83.5,1.42
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,865772.08,Large,2392.9,-0.06,2542.48,2888.16,38.44,Bearish,Bearish,-7.57,-20.21,-18.52,-28.45,-3.28,0.8286,0.289,22.21,2.34,3630.5,2346.2,-34.09,1.99,-32.68,-28.45,-5.98,Strong Bear,Damaged,260,6.0,-0.83,-0.83,1.03,Stable,Death Cross,314,-6.82,-12.78,-11.11,71.3,108.9,0.65
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,582024.32,Large,936.05,-2.02,927.08,936.84,52.13,Bullish,Bullish,3.63,-2.83,-11.44,7.06,-36.65,1.4214,0.407,28.81,2.74,1102.5,787.9,-15.1,18.8,-26.74,7.06,17.13,Strong Bear,Correcting,142,5.0,4.57,-0.4,0.61,Falling,Death Cross,35,4.39,4.6,-4.03,138.7,123.5,1.12
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,542097.7,Large,2307.2,0.85,2252.23,2329.62,56.46,Bearish,Bullish,8.16,-2.69,-4.92,-1.34,2.85,0.6131,0.402,20.07,2.68,2750.0,2022.5,-16.1,14.08,-23.18,-1.34,-1.38,Strong Bear,Correcting,184,6.0,9.06,-0.25,1.17,Rising,Death Cross,107,8.91,4.74,2.49,63.2,59.1,1.07
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,542040.81,Large,3940.2,-0.86,3946.03,3855.4,47.83,Bearish,Bullish,1.13,-3.59,0.4,19.28,-37.8,1.3295,0.493,24.62,2.51,4440.0,3288.1,-11.26,19.83,-24.35,19.28,22.29,Bull,Correcting,55,7.0,2.33,0.02,0.52,Falling,Golden Cross,247,1.89,3.84,7.81,141.1,111.4,1.27
LICI.NS,Life Insurance Corporation of India,Financial Services,Insurance - Life,504956.19,Large,798.35,-0.47,809.19,843.45,46.98,Bearish,Bullish,0.62,-4.42,-11.85,3.13,-8.03,1.0569,0.567,24.05,1.82,980.0,721.5,-18.54,10.65,-24.42,3.13,14.37,Strong Bear,Correcting,225,5.0,2.09,-0.49,0.71,Falling,Death Cross,102,1.38,3.01,-4.44,87.6,83.2,1.05
