Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1747042.23,Large,1291.0,-0.52,1358.2,1397.1,33.29,Bearish,Bearish,-9.69,-3.57,-16.12,-7.89,-21.54,0.8788,0.182,19.92,1.95,1611.8,1288.0,-19.9,0.23,-18.55,-7.89,5.01,Strong Bear,Correcting,110,5.0,-8.5,-0.81,0.8,Falling,Death Cross,60,-5.73,3.63,-5.26,103.5,104.9,0.99
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,1150273.3,Large,747.05,-0.95,784.36,870.02,41.06,Bearish,Bearish,-6.16,-14.0,-24.53,-21.62,-1.43,1.2256,0.432,19.16,2.15,1020.5,726.65,-26.8,2.81,-27.78,-21.62,-2.33,Strong Bear,Damaged,221,5.0,-1.49,-1.28,0.7,Falling,Death Cross,80,-2.19,-6.8,-13.66,107.6,129.1,0.83
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,1095368.49,Large,1798.2,-1.14,1854.57,1897.68,40.47,Bearish,Bullish,-1.55,-5.65,-14.53,-2.2,24.26,0.7275,0.016,19.39,2.04,2174.5,1740.5,-17.31,3.32,-18.77,-2.2,32.5,Strong Bear,Correcting,140,4.0,0.33,-0.75,1.18,Rising,Death Cross,52,2.41,1.55,-3.67,91.7,86.6,1.06
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,904879.98,Large,1262.1,0.83,1277.9,1327.2,49.71,Bullish,Bearish,-1.32,-7.57,-8.08,-12.32,-14.41,0.898,0.249,18.1,1.93,1500.0,1187.6,-15.86,6.27,-18.37,-12.32,10.97,Strong Bear,Correcting,226,6.0,1.2,-0.45,0.7,Falling,Death Cross,60,2.64,-0.37,2.79,80.6,90.6,0.89
SBIN.NS,State Bank of India,Financial Services,Banks - Regional,902477.49,Large,977.7,-0.16,1004.81,972.27,47.22,Bullish,Bearish,-8.85,-15.26,2.9,22.33,20.4,1.0448,0.37,22.13,2.25,1234.7,781.7,-20.81,25.07,-22.11,22.33,21.53,Bull,Damaged,72,9.0,-3.76,0.13,0.73,Falling,Golden Cross,277,-4.89,-8.06,13.76,121.0,80.7,1.5
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,795581.19,Large,2198.9,-1.88,2384.88,2750.19,39.13,Bullish,Bearish,-7.19,-13.88,-27.63,-33.16,35.43,0.7931,0.227,24.33,3.19,3538.0,2192.0,-37.85,0.31,-34.99,-33.16,-9.4,Strong Bear,Damaged,252,5.0,-2.56,-1.14,1.32,Rising,Death Cross,332,-3.23,-6.68,-16.77,70.9,116.2,0.61
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,553017.93,Large,889.4,1.72,916.3,931.92,42.66,Bearish,Bearish,-8.57,-5.89,-13.27,-2.46,13.16,1.4991,0.364,28.83,2.67,1102.5,787.9,-19.33,12.88,-26.74,-2.46,10.01,Strong Bear,Correcting,160,4.0,-6.61,-0.46,0.68,Falling,Death Cross,52,-4.61,1.3,-2.4,140.3,129.1,1.09
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,543829.16,Large,3953.2,0.28,3935.05,3841.19,49.48,Bearish,Bullish,-0.78,2.81,-0.96,9.5,-44.59,1.3923,0.461,24.28,1.94,4440.0,3288.1,-10.96,20.23,-24.35,9.5,22.63,Bear,Correcting,72,7.0,-1.72,-0.04,0.48,Falling,Golden Cross,265,3.19,10.01,9.91,145.6,119.2,1.22
LICI.NS,Life Insurance Corporation of India,Financial Services,Insurance - Life,505873.33,Large,399.9,0.31,404.8,418.77,46.15,Bearish,Bullish,-1.4,-3.41,-9.51,-15.79,72.91,1.1303,0.555,22.9,2.25,490.0,360.75,-18.39,10.85,-24.42,-15.79,13.14,Strong Bear,Correcting,242,4.0,-0.26,-0.42,0.77,Falling,Death Cross,120,2.56,3.78,1.35,86.8,97.4,0.89
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,498465.77,Large,2121.5,2.02,2210.71,2304.4,39.62,Bearish,Bearish,-6.63,-6.18,-14.38,-8.89,-9.06,0.6076,0.361,20.33,2.29,2750.0,2022.5,-22.85,4.89,-23.18,-8.89,-5.73,Strong Bear,Damaged,202,5.0,-4.57,-0.71,0.79,Falling,Death Cross,125,-2.67,1.01,-3.51,57.5,62.7,0.92
