Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1943262.99,Large,1430.8,0.38,1385.68,1415.93,61.66,Bullish,Bullish,6.13,3.22,-1.43,10.37,14.18,0.9468,0.22,20.69,2.35,1611.8,1290.0,-11.23,10.91,-18.07,10.37,10.46,Bear,Correcting,84,7.0,5.06,-0.07,1.13,Stable,Death Cross,35,0.97,7.42,5.88,116.1,100.2,1.16
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,1192731.19,Large,771.7,-0.94,824.95,901.44,41.2,Bullish,Bearish,2.05,-15.76,-22.42,-18.39,-11.25,1.1467,0.487,18.57,2.55,1020.5,726.65,-24.38,6.2,-27.78,-18.39,-1.02,Strong Bear,Damaged,195,6.0,7.3,-1.21,1.03,Stable,Death Cross,55,-3.11,-11.57,-15.11,96.1,120.2,0.8
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,1151897.33,Large,1886.8,-0.07,1875.97,1913.66,57.89,Bullish,Bearish,2.33,-4.93,-7.02,3.09,-13.74,0.6731,0.017,18.41,2.11,2174.5,1746.9,-13.23,8.01,-17.61,3.09,36.04,Strong Bear,Correcting,114,5.0,3.97,-0.38,0.76,Falling,Death Cross,27,-2.84,-0.74,0.29,85.9,79.6,1.08
SBIN.NS,State Bank of India,Financial Services,Banks - Regional,989476.05,Large,1068.45,-1.7,1079.19,987.77,46.64,Bullish,Bullish,4.8,3.78,18.13,33.99,5.28,0.952,0.459,20.85,2.48,1234.7,755.5,-13.46,41.42,-20.23,33.99,29.27,Strong Bull,Correcting,47,10.0,3.54,0.87,0.78,Falling,Golden Cross,252,-0.36,7.98,25.44,116.6,75.4,1.55
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,907060.08,Large,1263.4,-1.37,1318.41,1348.21,40.28,Bearish,Bearish,2.4,-5.96,-8.3,-9.24,8.76,0.9151,0.288,18.34,2.39,1500.0,1187.6,-15.77,6.38,-18.37,-9.24,13.54,Strong Bear,Correcting,200,6.0,4.39,-0.45,1.14,Stable,Death Cross,34,-2.76,-1.76,-0.98,79.1,89.4,0.88
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,895404.32,Large,2473.9,-0.03,2581.92,2921.97,46.11,Bearish,Bearish,3.52,-21.77,-17.77,-24.76,23.58,0.8335,0.272,22.21,2.6,3630.5,2346.2,-31.86,5.44,-32.68,-24.76,-6.01,Strong Bear,Damaged,252,7.0,10.78,-0.8,1.04,Stable,Death Cross,306,-1.64,-17.58,-10.46,74.0,107.7,0.69
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,584293.86,Large,937.0,0.75,917.77,935.46,57.75,Bullish,Bullish,11.05,0.99,-14.02,1.36,0.43,1.4094,0.314,29.23,3.01,1102.5,787.9,-15.01,18.92,-26.74,1.36,18.2,Bear,Correcting,135,6.0,10.72,-0.48,0.83,Falling,Death Cross,27,5.88,5.18,-6.7,138.1,130.5,1.06
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,553141.67,Large,4014.0,-2.0,3924.21,3843.77,54.22,Bullish,Bullish,12.62,7.22,2.79,22.75,-29.86,1.3471,0.425,24.5,2.7,4440.0,3284.1,-9.59,22.23,-24.35,22.75,22.3,Strong Bull,Recovering,47,8.0,10.21,0.11,0.9,Stable,Golden Cross,239,7.46,11.41,10.11,141.3,110.4,1.28
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,529597.88,Large,2250.9,-2.74,2237.97,2332.06,52.2,Bullish,Bullish,8.51,-6.58,-9.85,-1.41,24.14,0.6218,0.8473,19.9,3.0,2750.0,2022.5,-18.15,11.29,-23.18,-1.41,-2.71,Strong Bear,Correcting,176,6.0,10.7,-0.49,1.11,Stable,Death Cross,99,3.35,-2.39,-2.53,60.1,59.3,1.01
LICI.NS,Life Insurance Corporation of India,Financial Services,Insurance - Life,505367.28,Large,797.9,-1.79,811.3,846.42,46.97,Bullish,Bullish,4.21,-0.57,-10.31,-0.81,44.03,1.093,0.545,24.78,2.27,980.0,721.5,-18.58,10.59,-24.42,-0.81,14.24,Strong Bear,Correcting,217,5.0,4.4,-0.42,0.94,Stable,Death Cross,95,-0.95,3.63,-3.0,90.7,87.7,1.03
