Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1945834.3,Large,1437.9,-1.76,1395.03,1417.22,59.71,Bullish,Bullish,10.21,3.05,-3.4,2.75,1.15,0.905,0.244,20.1,2.23,1611.8,1290.0,-10.79,11.47,-18.07,2.75,10.31,Bear,Correcting,88,7.0,9.19,-0.17,1.04,Stable,Death Cross,39,3.09,7.33,2.79,106.2,100.7,1.05
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,1226322.84,Large,796.55,3.14,818.35,896.68,50.95,Bullish,Bearish,3.31,-14.28,-20.2,-16.12,-34.42,1.1713,0.481,18.86,2.32,1020.5,726.65,-21.95,9.62,-27.78,-16.12,-0.59,Strong Bear,Damaged,200,6.0,8.07,-1.07,1.03,Stable,Death Cross,59,-3.81,-10.0,-14.01,101.0,121.8,0.83
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,1116993.17,Large,1833.7,1.53,1870.28,1910.7,47.33,Bearish,Bearish,2.28,-6.86,-11.26,-0.83,-20.54,0.6689,0.043,18.58,2.16,2174.5,1746.9,-15.67,4.97,-17.61,-0.83,34.3,Strong Bear,Correcting,118,5.0,4.57,-0.61,0.92,Stable,Death Cross,31,-4.84,-2.58,-5.07,82.7,79.6,1.04
SBIN.NS,State Bank of India,Financial Services,Banks - Regional,1011675.67,Large,1096.0,3.41,1078.36,991.12,54.71,Bearish,Bullish,6.12,1.75,17.3,41.76,-12.35,0.9534,0.471,20.68,2.33,1234.7,755.5,-11.23,45.07,-20.23,41.76,29.94,Strong Bull,Correcting,51,10.0,5.54,0.84,0.78,Falling,Golden Cross,256,-1.0,6.03,23.49,117.9,74.6,1.58
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,917088.34,Large,1279.5,2.25,1310.72,1345.0,45.79,Bearish,Bearish,3.91,-5.57,-6.08,-9.64,2.79,0.9264,0.28,18.47,2.15,1500.0,1187.6,-14.7,7.74,-18.37,-9.64,13.78,Strong Bear,Correcting,205,6.0,5.77,-0.33,1.21,Rising,Death Cross,38,-3.22,-1.29,0.1,79.9,92.1,0.87
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,881148.93,Large,2435.4,0.33,2561.14,2903.14,42.71,Bearish,Bearish,-1.56,-22.04,-18.31,-27.05,6.3,0.8405,0.289,22.2,2.47,3630.5,2346.2,-32.92,3.8,-32.68,-27.05,-6.52,Strong Bear,Damaged,256,6.0,5.79,-0.82,1.08,Stable,Death Cross,310,-8.68,-17.76,-12.12,70.8,110.4,0.64
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,609818.25,Large,980.75,2.31,923.62,936.29,67.44,Bullish,Bullish,15.27,5.47,-6.8,14.29,-26.89,1.4211,0.407,28.84,2.69,1102.5,787.9,-11.04,24.48,-26.74,14.29,19.36,Bear,Correcting,139,6.0,13.45,-0.24,0.87,Stable,Death Cross,31,8.14,9.75,-0.61,142.2,127.5,1.12
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,551436.63,Large,4008.5,-1.13,3941.94,3851.64,52.54,Bearish,Bullish,7.53,1.94,0.53,21.1,-30.37,1.3333,1.1789,24.57,2.61,4440.0,3284.1,-9.72,22.06,-24.35,21.1,21.69,Strong Bull,Recovering,51,7.0,6.88,0.02,0.88,Stable,Golden Cross,243,0.41,6.22,6.72,139.7,111.5,1.25
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,544423.8,Large,2317.1,-0.44,2247.47,2330.86,58.58,Bullish,Bullish,11.14,-2.36,-5.44,0.76,20.11,0.631,0.402,20.06,2.76,2750.0,2022.5,-15.74,14.57,-23.18,0.76,-1.08,Strong Bear,Correcting,180,6.0,11.93,-0.27,1.12,Stable,Death Cross,103,4.02,1.92,0.75,63.1,59.1,1.07
LICI.NS,Life Insurance Corporation of India,Financial Services,Insurance - Life,510585.42,Large,807.25,1.0,809.88,844.66,50.95,Bearish,Bullish,8.36,-2.09,-10.38,2.79,16.11,1.0786,0.567,24.57,1.89,980.0,721.5,-17.63,11.88,-24.42,2.79,14.73,Strong Bear,Correcting,221,5.0,9.06,-0.42,0.93,Stable,Death Cross,99,1.24,2.19,-4.19,90.6,84.8,1.07
INFY.NS,Infosys Limited,Technology,Information Technology Services,472366.71,Large,1167.2,-0.93,1289.41,1442.36,35.01,Bearish,Bearish,-10.64,-28.87,-21.86,-19.89,19.21,0.8774,0.127,26.05,2.82,1728.0,1149.8,-32.45,1.51,-31.82,-19.89,-3.77,Strong Bear,Damaged,78,5.0,-1.02,-0.84,1.11,Stable,Death Cross,55,-17.76,-24.59,-15.67,89.7,115.1,0.78
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,443924.93,Large,1850.2,1.61,1735.53,1709.51,67.28,Bullish,Bullish,9.25,17.17,8.53,3.48,94.58,0.4492,0.097,19.93,2.53,1857.8,1548.0,-0.41,19.52,-14.6,3.48,23.54,Strong Bull,At High,0,7.0,3.53,0.43,1.4,Rising,Golden Cross,123,2.12,21.45,14.72,66.6,60.3,1.1
ADANIPOWER.NS,Adani Power Limited,Utilities,Utilities - Independent Power Producers,441850.95,Large,229.12,-0.37,182.09,151.04,83.81,Bullish,Bullish,40.34,69.24,40.94,115.32,57.58,1.0319,0.497,42.42,3.42,234.4,101.0,-2.25,126.85,-22.15,115.32,81.23,Strong Bull,Recovering,0,9.0,17.26,0.97,0.85,Stable,Golden Cross,223,33.22,73.52,47.13,155.0,48.6,3.19
MARUTI.NS,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,431423.2,Large,13722.0,2.2,13618.92,14227.48,57.61,Bullish,Bullish,8.15,-6.01,-15.33,13.16,-11.18,1.0682,0.309,23.26,2.63,17370.0,12016.0,-21.0,14.2,-28.83,13.16,17.91,Strong Bear,Damaged,85,9.0,10.15,-0.66,1.12,Stable,Death Cross,33,1.03,-1.73,-9.14,100.8,77.6,1.3
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,Industrials,Marine Shipping,402801.16,Large,1748.3,1.35,1529.91,1450.7,76.33,Bullish,Bullish,26.04,23.14,19.92,44.41,31.69,1.4585,0.504,28.01,2.68,1762.4,1290.5,-0.8,35.47,-16.98,44.41,39.25,Strong Bull,At High,0,7.0,18.33,0.71,0.84,Falling,Golden Cross,254,18.92,27.42,26.11,168.9,117.5,1.44
