Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1943533.52,Large,1436.2,-0.12,1396.65,1417.41,59.28,Bullish,Bullish,10.09,3.29,-3.38,1.56,0.14,0.9048,0.244,20.07,2.17,1611.8,1290.0,-10.89,11.33,-18.07,1.56,10.13,Bear,Correcting,89,7.0,8.99,-0.17,0.97,Stable,Death Cross,40,4.17,7.22,3.25,106.2,101.3,1.05
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,1225553.08,Large,796.05,-0.06,817.48,895.68,50.78,Bullish,Bearish,3.12,-14.23,-19.37,-16.04,-35.43,1.1713,0.481,18.86,2.27,1020.5,726.65,-21.99,9.55,-27.78,-16.04,-0.75,Strong Bear,Damaged,200,6.0,7.86,-1.03,0.78,Falling,Death Cross,60,-2.8,-10.3,-12.74,101.0,122.9,0.82
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,1112668.22,Large,1826.6,-0.39,1868.57,1909.86,46.07,Bearish,Bearish,-0.2,-7.06,-11.09,-0.34,-17.74,0.6692,0.043,18.56,2.11,2174.5,1746.9,-16.0,4.56,-17.61,-0.34,34.36,Strong Bear,Correcting,119,5.0,2.15,-0.6,0.88,Stable,Death Cross,32,-6.12,-3.14,-4.46,82.7,83.0,1.0
SBIN.NS,State Bank of India,Financial Services,Banks - Regional,1007983.42,Large,1092.0,-0.36,1078.89,992.12,53.52,Bullish,Bullish,5.98,6.15,16.54,39.82,-12.33,0.9532,0.471,20.67,2.31,1234.7,755.5,-11.56,44.54,-20.23,39.82,29.39,Strong Bull,Correcting,52,10.0,3.93,0.8,0.72,Falling,Golden Cross,257,0.06,10.08,23.17,117.9,71.2,1.66
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,916729.94,Large,1279.0,-0.04,1309.48,1344.35,45.69,Bearish,Bearish,2.69,-5.46,-4.93,-9.88,1.21,0.9264,0.28,18.47,2.11,1500.0,1187.6,-14.73,7.7,-18.37,-9.88,13.39,Strong Bear,Correcting,205,6.0,4.51,-0.27,0.97,Stable,Death Cross,39,-3.22,-1.53,1.7,79.9,91.9,0.87
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,868847.5,Large,2401.4,-1.4,2554.88,2898.15,39.28,Bearish,Bearish,-5.45,-24.24,-20.04,-27.59,6.51,0.8408,0.289,22.23,2.45,3630.5,2346.2,-33.85,2.35,-32.68,-27.59,-6.45,Strong Bear,Damaged,257,6.0,2.63,-0.9,1.08,Stable,Death Cross,311,-11.36,-20.31,-13.41,70.8,111.5,0.63
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,604843.96,Large,972.75,-0.82,925.55,936.66,64.36,Bullish,Bullish,13.76,7.64,-6.72,10.36,-29.12,1.4205,0.407,28.73,2.69,1102.5,787.9,-11.77,23.46,-26.74,10.36,18.71,Bear,Correcting,140,6.0,11.21,-0.23,0.59,Falling,Death Cross,32,7.84,11.57,-0.09,142.2,121.9,1.17
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,553431.33,Large,4023.0,0.36,3945.12,3853.34,53.41,Bearish,Bullish,8.05,2.59,-0.2,21.76,-26.74,1.3334,0.493,24.57,2.54,4440.0,3288.1,-9.39,22.35,-24.35,21.76,22.37,Bull,Recovering,52,8.0,7.19,-0.01,0.58,Falling,Golden Cross,244,2.14,6.52,6.43,139.7,111.8,1.25
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,533874.13,Large,2272.2,-1.94,2248.44,2330.27,52.52,Bullish,Bullish,7.66,-3.61,-7.12,-0.19,17.88,0.6315,0.402,20.13,2.81,2750.0,2022.5,-17.37,12.35,-23.18,-0.19,-1.81,Strong Bear,Correcting,181,6.0,8.86,-0.35,1.15,Stable,Death Cross,104,1.74,0.32,-0.49,63.1,62.7,1.01
LICI.NS,Life Insurance Corporation of India,Financial Services,Insurance - Life,513052.19,Large,811.15,0.48,809.93,844.33,52.57,Bearish,Bullish,9.14,1.12,-9.34,3.75,18.75,1.0786,0.567,24.57,1.86,980.0,721.5,-17.23,12.43,-24.42,3.75,14.8,Strong Bear,Correcting,222,5.0,8.77,-0.38,0.62,Falling,Death Cross,100,3.23,5.05,-2.71,90.6,83.4,1.09
