Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1764228.28,Large,1303.7,-0.72,1367.24,1404.63,34.71,Bearish,Bearish,-9.33,-4.0,-16.75,-7.88,-22.6,0.8787,0.244,19.92,1.98,1611.8,1290.0,-19.12,1.06,-18.12,-7.88,4.69,Strong Bear,Correcting,109,5.0,-8.0,-0.84,0.79,Falling,Death Cross,60,-6.77,4.16,-6.11,103.5,104.5,0.99
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,1161282.61,Large,754.2,0.07,785.89,871.26,43.87,Bearish,Bearish,-5.32,-14.24,-24.74,-21.39,0.88,1.2251,0.481,19.15,2.15,1020.5,726.65,-26.1,3.79,-27.78,-21.39,-2.2,Strong Bear,Damaged,220,5.0,-0.57,-1.29,0.71,Falling,Death Cross,80,-2.75,-6.08,-14.1,107.4,128.2,0.84
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,1107977.83,Large,1818.9,-0.29,1856.87,1898.68,44.14,Bearish,Bullish,-0.81,-2.9,-12.96,-1.19,24.98,0.7264,0.043,19.36,2.01,2174.5,1740.5,-16.35,4.5,-18.77,-1.19,32.47,Strong Bear,Correcting,139,4.0,0.16,-0.67,1.18,Rising,Death Cross,52,1.76,5.26,-2.32,91.9,85.3,1.08
SBIN.NS,State Bank of India,Financial Services,Banks - Regional,903908.27,Large,979.25,0.91,1005.92,972.22,47.79,Bullish,Bearish,-9.04,-16.22,2.45,22.73,19.33,1.0446,0.471,22.13,2.24,1234.7,781.7,-20.69,25.27,-22.11,22.73,21.9,Bull,Damaged,72,9.0,-3.63,0.11,1.02,Stable,Golden Cross,277,-6.48,-8.06,13.09,120.6,80.7,1.49
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,897423.56,Large,1251.7,0.78,1278.55,1327.85,46.54,Bearish,Bearish,-2.17,-8.9,-9.96,-12.76,-10.86,0.8989,0.28,18.08,2.0,1500.0,1187.6,-16.55,5.4,-18.37,-12.76,10.69,Strong Bear,Correcting,225,5.0,0.8,-0.55,0.69,Falling,Death Cross,59,0.39,-0.74,0.69,80.5,91.9,0.88
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,810813.38,Large,2241.0,-0.03,2392.47,2755.73,42.18,Bullish,Bullish,-6.73,-13.09,-26.19,-32.15,38.47,0.7914,0.289,24.27,3.1,3538.0,2206.4,-36.66,1.57,-34.48,-32.15,-8.79,Strong Bear,Damaged,251,5.0,-2.37,-1.08,1.31,Rising,Death Cross,331,-4.17,-4.93,-15.55,70.6,114.0,0.62
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,543691.11,Large,874.4,-0.27,917.39,932.35,36.52,Bearish,Bearish,-10.84,-10.62,-14.37,-4.75,7.86,1.5019,0.407,28.79,2.58,1102.5,787.9,-20.69,10.98,-26.74,-4.75,9.78,Strong Bear,Damaged,160,4.0,-7.3,-0.5,0.66,Falling,Death Cross,52,-8.28,-2.46,-3.72,138.7,131.7,1.05
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,542302.17,Large,3942.1,-0.28,3934.31,3840.06,48.28,Bearish,Bullish,-0.7,-2.12,-2.27,9.32,-41.21,1.3927,0.493,24.28,1.99,4440.0,3288.1,-11.21,19.89,-24.35,9.32,22.15,Bear,Correcting,72,7.0,0.01,-0.09,0.49,Falling,Golden Cross,264,1.87,6.04,8.37,145.2,119.9,1.21
LICI.NS,Life Insurance Corporation of India,Financial Services,Insurance - Life,504292.08,Large,398.65,-1.05,405.0,418.96,45.09,Bearish,Bullish,-1.23,-5.3,-9.61,-15.36,74.13,1.1303,0.567,22.92,2.28,490.0,360.75,-18.64,10.51,-24.42,-15.36,13.01,Strong Bear,Correcting,242,4.0,0.54,-0.42,0.77,Falling,Death Cross,120,1.33,2.85,1.03,86.8,98.0,0.89
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,488573.97,Large,2079.4,-0.54,2214.35,2306.24,31.04,Bearish,Bearish,-10.26,-10.39,-15.63,-9.82,-10.54,0.6094,0.361,20.25,2.34,2750.0,2022.5,-24.39,2.81,-23.18,-9.82,-6.2,Strong Bear,Damaged,201,5.0,-6.8,-0.77,0.73,Falling,Death Cross,124,-7.69,-2.24,-4.98,57.6,65.5,0.88
INFY.NS,Infosys Limited,Technology,Information Technology Services,486358.91,Large,1201.3,-1.74,1225.37,1391.27,51.41,Bullish,Bullish,2.92,-6.8,-23.19,-21.95,16.43,0.6887,0.127,26.54,2.86,1728.0,1089.0,-30.48,10.31,-35.2,-21.95,1.35,Strong Bear,Damaged,99,5.0,5.19,-0.87,1.16,Rising,Death Cross,76,5.49,1.36,-12.55,77.8,99.6,0.78
ADANIPOWER.NS,Adani Power Limited,Utilities,Utilities - Independent Power Producers,443605.84,Large,230.03,-1.07,209.26,165.75,54.88,Bearish,Bullish,0.4,66.72,56.12,111.5,-29.45,1.1054,0.497,42.92,3.72,254.2,105.42,-9.51,118.2,-22.15,111.5,69.58,Strong Bull,Recovering,5,8.0,-21.84,1.31,1.15,Stable,Golden Cross,244,2.96,74.88,66.76,168.5,50.6,3.33
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,427105.61,Large,1780.1,-0.47,1794.39,1735.27,41.66,Bearish,Bullish,-3.79,1.57,-0.87,7.15,-52.35,0.5617,0.097,19.58,2.14,1916.6,1548.0,-7.12,14.99,-13.23,7.15,24.32,Bull,Recovering,12,6.0,-4.31,-0.04,0.74,Falling,Golden Cross,144,-1.22,9.73,9.77,75.0,58.0,1.29
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,Industrials,Marine Shipping,412616.02,Large,1790.9,-0.72,1676.12,1513.68,58.71,Bearish,Bullish,2.44,21.81,17.01,25.6,-33.98,1.4744,0.504,27.11,2.41,1842.8,1290.5,-2.82,38.78,-16.98,25.6,37.89,Strong Bull,Recovering,5,6.0,-4.83,0.63,0.77,Falling,Golden Cross,275,5.0,29.96,27.66,160.9,114.5,1.41
