Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1777084.24,Large,1313.2,-0.11,1369.83,1405.65,36.76,Bearish,Bearish,-10.28,-5.79,-16.22,-7.01,-27.13,0.878,0.244,19.91,2.0,1611.8,1290.0,-18.53,1.8,-18.07,-7.01,5.01,Strong Bear,Correcting,108,5.0,-8.35,-0.81,0.79,Falling,Death Cross,59,-7.32,2.36,-6.65,104.6,105.0,1.0
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,1160435.78,Large,753.65,0.72,787.18,872.43,43.6,Bearish,Bearish,-2.41,-15.11,-25.2,-20.74,-0.9,1.2224,0.481,19.17,2.19,1020.5,726.65,-26.15,3.72,-27.78,-20.74,-2.07,Strong Bear,Damaged,220,5.0,2.63,-1.31,0.71,Falling,Death Cross,79,0.54,-6.96,-15.63,107.4,127.9,0.84
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,1111145.37,Large,1824.1,0.55,1858.42,1899.48,45.1,Bearish,Bullish,1.0,-2.94,-13.2,-1.3,22.53,0.7268,0.043,19.36,2.03,2174.5,1740.5,-16.11,4.8,-18.77,-1.3,32.88,Strong Bear,Correcting,138,4.0,1.98,-0.68,1.17,Rising,Death Cross,51,3.96,5.21,-3.63,92.3,84.1,1.1
SBIN.NS,State Bank of India,Financial Services,Banks - Regional,895785.26,Large,970.45,1.44,1007.01,972.15,44.2,Bullish,Bearish,-6.79,-17.79,0.91,23.9,14.78,1.0402,0.471,22.19,2.24,1234.7,781.7,-21.4,24.15,-22.11,23.9,21.8,Bear,Damaged,71,9.0,-0.86,0.04,1.0,Stable,Golden Cross,276,-3.83,-9.64,10.49,119.4,80.0,1.49
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,890468.98,Large,1242.0,1.26,1279.64,1328.61,43.45,Bearish,Bearish,-0.74,-9.93,-10.57,-14.07,-7.06,0.8994,0.28,18.07,1.98,1500.0,1187.6,-17.2,4.58,-18.37,-14.07,10.48,Strong Bear,Correcting,225,5.0,2.57,-0.58,0.65,Falling,Death Cross,58,2.22,-1.78,-0.99,79.5,90.9,0.87
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,811066.62,Large,2241.7,-8.39,2398.66,2760.9,42.23,Bullish,Bullish,-6.39,-13.85,-26.27,-32.8,37.38,0.7925,0.289,24.29,3.21,3538.0,2206.4,-36.64,1.6,-34.48,-32.8,-8.96,Strong Bear,Damaged,250,5.0,-1.77,-1.08,1.32,Rising,Death Cross,330,-3.44,-5.7,-16.69,70.7,113.6,0.62
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,545183.39,Large,876.8,-0.59,919.15,932.93,37.11,Bearish,Bearish,-8.53,-11.96,-15.49,-4.28,4.09,1.5007,0.407,28.79,2.67,1102.5,787.9,-20.47,11.28,-26.74,-4.28,9.87,Strong Bear,Damaged,159,4.0,-4.54,-0.54,0.66,Falling,Death Cross,51,-5.57,-3.81,-5.91,139.2,129.9,1.07
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,543829.16,Large,3953.2,-1.19,3933.99,3839.03,49.37,Bullish,Bullish,-1.55,-6.7,-1.91,10.22,-23.22,1.3911,0.493,24.29,2.05,4440.0,3288.1,-10.96,20.23,-24.35,10.22,22.74,Bear,Correcting,71,7.0,0.68,-0.08,0.49,Falling,Golden Cross,263,1.41,1.45,7.67,145.7,119.2,1.22
LICI.NS,Life Insurance Corporation of India,Financial Services,Insurance - Life,509668.28,Large,402.9,0.55,405.26,419.16,48.08,Bearish,Bullish,0.82,-5.13,-9.91,-13.55,75.4,1.1278,0.567,22.92,2.31,490.0,360.75,-17.78,11.68,-24.42,-13.55,13.78,Strong Bear,Correcting,241,4.0,2.53,-0.43,0.76,Falling,Death Cross,119,3.78,3.02,-0.33,88.3,87.1,1.01
INFY.NS,Infosys Limited,Technology,Information Technology Services,494982.45,Large,1222.6,-3.79,1226.35,1393.18,55.3,Bullish,Bullish,3.78,-5.96,-21.63,-20.61,15.29,0.6889,0.127,26.48,2.86,1728.0,1089.0,-29.25,12.27,-35.2,-20.61,2.3,Strong Bear,Damaged,98,5.0,5.77,-0.82,1.15,Stable,Death Cross,75,6.74,2.19,-12.06,80.3,99.1,0.81
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,491205.58,Large,2090.6,-0.15,2219.86,2308.52,32.17,Bearish,Bearish,-10.17,-10.59,-15.24,-10.04,-13.25,0.6107,0.402,20.25,2.36,2750.0,2022.5,-23.98,3.37,-23.18,-10.04,-5.57,Strong Bear,Damaged,200,5.0,-6.64,-0.75,0.76,Falling,Death Cross,123,-7.22,-2.44,-5.67,58.3,66.3,0.88
