Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1826342.36,Large,1349.6,-0.74,1384.17,1412.0,44.17,Bearish,Bearish,-0.92,-6.09,-11.11,-6.96,-8.28,0.8856,0.244,19.93,2.31,1611.8,1290.0,-16.27,4.62,-18.07,-6.96,6.89,Strong Bear,Correcting,99,6.0,1.11,-0.56,1.01,Stable,Death Cross,50,2.83,1.04,-2.52,106.2,105.9,1.0
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,1168804.47,Large,759.15,-0.05,799.49,883.06,41.77,Bullish,Bearish,-5.09,-18.0,-23.82,-20.46,-47.45,1.205,0.481,18.72,2.25,1020.5,726.65,-25.61,4.47,-27.78,-20.46,-2.22,Strong Bear,Damaged,210,5.0,0.91,-1.27,0.67,Falling,Death Cross,70,-1.34,-10.87,-15.23,103.5,124.1,0.83
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,1148425.18,Large,1885.3,-1.03,1866.56,1904.97,54.35,Bullish,Bullish,3.08,-7.1,-10.74,4.8,-8.53,0.7181,0.043,19.27,2.26,2174.5,1740.5,-13.3,8.32,-18.77,4.8,33.94,Strong Bear,Correcting,129,5.0,5.45,-0.56,1.25,Rising,Death Cross,42,6.83,0.03,-2.15,95.0,84.1,1.13
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,890935.08,Large,1242.8,0.44,1288.64,1335.06,41.08,Bearish,Bearish,-9.13,-11.96,-9.88,-13.87,-16.65,0.8861,0.28,17.74,1.91,1500.0,1187.6,-17.15,4.65,-18.37,-13.87,11.54,Strong Bear,Correcting,215,5.0,-5.14,-0.56,0.66,Falling,Death Cross,49,-5.37,-4.83,-1.28,77.8,89.9,0.87
SBIN.NS,State Bank of India,Financial Services,Banks - Regional,877739.43,Large,950.9,0.0,1025.98,972.99,34.06,Bearish,Bearish,-12.26,-19.87,-0.55,22.21,-11.3,1.0372,0.471,22.07,2.68,1234.7,780.3,-22.99,21.86,-22.11,22.21,20.96,Strong Bear,Damaged,62,9.0,-5.64,-0.02,1.07,Stable,Golden Cross,267,-8.51,-12.74,8.05,118.0,81.2,1.45
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,842001.29,Large,2327.2,-0.01,2474.8,2842.47,40.09,Bearish,Bearish,-8.32,-14.02,-23.62,-32.39,-11.66,0.7779,0.289,21.83,2.37,3545.0,2206.4,-34.35,5.47,-34.48,-32.39,-7.71,Strong Bear,Damaged,241,6.0,-3.65,-1.08,1.05,Stable,Death Cross,321,-4.57,-6.89,-15.02,64.3,108.4,0.59
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,564365.57,Large,907.65,-1.67,923.17,934.96,45.43,Bearish,Bearish,-2.9,-10.38,-11.6,-0.51,-34.52,1.478,0.407,28.6,2.7,1102.5,787.9,-17.67,15.2,-26.74,-0.51,13.64,Strong Bear,Correcting,150,5.0,0.56,-0.41,0.6,Falling,Death Cross,42,0.85,-3.25,-3.01,138.7,125.4,1.11
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,540431.25,Large,3928.5,0.46,3937.12,3859.81,48.43,Bearish,Bullish,-2.3,-6.5,-2.46,10.0,-41.02,1.4014,0.493,24.15,2.19,4440.0,3288.1,-11.52,19.48,-24.35,10.0,19.57,Bear,Correcting,62,7.0,-0.13,-0.1,0.46,Falling,Golden Cross,254,1.45,0.63,6.13,145.4,120.4,1.21
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,511975.94,Large,2179.0,-1.37,2248.41,2322.74,39.94,Bearish,Bullish,-8.01,-6.04,-10.14,-6.81,-38.31,0.6215,0.402,20.11,2.53,2750.0,2022.5,-20.76,7.74,-23.18,-6.81,-2.15,Strong Bear,Damaged,191,5.0,-6.0,-0.5,0.86,Stable,Death Cross,114,-4.26,1.09,-1.55,61.6,62.7,0.98
LICI.NS,Life Insurance Corporation of India,Financial Services,Insurance - Life,506126.3,Large,800.2,-0.04,805.69,839.81,49.53,Bearish,Bullish,-2.47,-7.93,-12.58,-5.39,-39.5,1.1125,0.567,23.85,1.97,980.0,721.5,-18.35,10.91,-24.42,-5.39,14.35,Strong Bear,Correcting,232,5.0,0.17,-0.53,0.56,Falling,Death Cross,110,1.28,-0.8,-3.98,87.7,83.1,1.06
