Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1831349.52,Large,1353.3,-0.73,1387.44,1418.65,47.48,Bullish,Bearish,-3.17,-7.23,-1.64,11.47,25.67,0.949,0.22,20.51,2.33,1611.8,1285.4,-16.04,5.28,-18.07,11.47,9.66,Strong Bear,Correcting,77,7.0,-0.76,-0.08,1.27,Rising,Death Cross,28,-7.39,-2.74,0.94,110.4,105.2,1.05
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,1249547.96,Large,811.75,2.05,838.17,909.92,50.9,Bullish,Bearish,-3.97,-12.29,-16.93,-8.93,87.18,1.1512,0.487,18.96,2.91,1020.5,726.65,-20.46,11.71,-27.78,-8.93,2.58,Strong Bear,Damaged,189,6.0,0.13,-0.89,1.51,Rising,Death Cross,48,-8.2,-7.79,-14.35,98.0,119.5,0.82
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,1129968.04,Large,1855.0,0.48,1885.02,1918.52,50.62,Bullish,Bearish,1.53,-8.28,-4.71,6.48,12.73,0.7056,0.017,18.88,2.18,2174.5,1746.9,-14.69,6.19,-17.61,6.48,35.26,Strong Bear,Correcting,107,5.0,4.29,-0.25,1.07,Stable,Death Cross,20,-2.69,-3.79,-2.13,86.1,84.8,1.02
SBIN.NS,State Bank of India,Financial Services,Banks - Regional,1026306.24,Large,1111.85,0.36,1074.69,980.09,59.24,Bullish,Bullish,4.43,8.12,26.79,50.45,28.28,0.9626,0.459,21.07,2.8,1234.7,755.5,-9.95,47.17,-20.23,50.45,31.86,Strong Bull,Recovering,40,10.0,1.72,1.27,1.05,Stable,Golden Cross,245,0.21,12.61,29.37,118.4,72.9,1.62
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,994677.52,Large,1388.4,2.37,1320.99,1350.8,66.04,Bullish,Bullish,7.74,-2.12,0.31,6.67,27.6,0.9421,0.288,18.68,2.46,1500.0,1187.6,-7.44,16.91,-18.37,6.67,18.48,Strong Bull,Correcting,194,6.0,8.45,0.02,1.27,Rising,Death Cross,27,3.52,2.38,2.89,86.8,85.4,1.02
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,944501.69,Large,2610.5,1.2,2618.14,2954.68,58.43,Bullish,Bullish,9.15,-16.74,-9.88,-16.43,21.22,0.7824,0.272,21.62,2.34,3630.5,2346.2,-28.1,11.27,-32.68,-16.43,-3.15,Strong Bear,Damaged,245,7.0,14.73,-0.46,0.93,Stable,Death Cross,300,4.93,-12.25,-7.3,72.3,101.8,0.71
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,583621.57,Large,938.85,2.3,914.81,936.09,58.29,Bullish,Bullish,8.09,-0.75,-7.88,5.89,57.06,1.4093,0.314,29.32,3.34,1102.5,787.9,-14.84,19.16,-26.74,5.89,17.8,Bear,Correcting,128,6.0,8.34,-0.27,1.28,Rising,Death Cross,20,3.87,3.74,-5.3,134.4,136.0,0.99
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,560625.09,Large,4075.4,0.6,3886.13,3829.42,60.12,Bullish,Bullish,15.03,5.42,8.84,32.01,10.77,1.3444,0.425,24.76,3.04,4440.0,3230.1,-8.21,26.17,-24.35,32.01,23.86,Strong Bull,Recovering,40,8.0,13.22,0.36,1.17,Rising,Golden Cross,232,10.81,9.91,11.42,137.2,110.6,1.24
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,542998.9,Large,2310.7,3.55,2212.11,2332.92,66.01,Bullish,Bullish,7.07,-1.82,-6.93,-0.54,41.11,0.5929,0.359,19.96,2.5,2750.0,2022.5,-15.97,14.25,-23.18,-0.54,-0.59,Strong Bear,Correcting,170,6.0,7.68,-0.35,1.23,Rising,Death Cross,92,2.84,2.67,-4.35,58.2,62.8,0.93
INFY.NS,Infosys Limited,Technology,Information Technology Services,531404.58,Large,1313.2,0.05,1348.58,1472.39,50.72,Bullish,Bullish,6.51,-17.91,-10.51,-4.07,-3.29,0.8234,0.198,25.12,2.67,1728.0,1215.1,-24.0,8.07,-27.75,-4.07,1.37,Strong Bear,Damaged,67,7.0,12.48,-0.42,0.96,Stable,Death Cross,45,2.29,-13.42,-7.93,91.3,103.1,0.89
LICI.NS,Life Insurance Corporation of India,Financial Services,Insurance - Life,521243.04,Large,824.1,-0.48,810.87,848.85,56.4,Bullish,Bullish,5.96,-0.31,-8.64,8.3,115.19,1.0871,0.545,24.86,2.72,980.0,721.5,-15.91,14.22,-24.42,8.3,14.19,Strong Bear,Correcting,210,5.0,6.06,-0.35,1.28,Rising,Death Cross,88,1.74,4.18,-6.06,92.6,88.0,1.05
AXISBANK.NS,Axis Bank Limited,Financial Services,Banks - Regional,428249.74,Large,1377.7,1.7,1294.18,1240.95,64.73,Bullish,Bullish,12.18,6.07,17.07,28.99,22.94,1.2926,0.435,24.34,2.64,1418.3,1042.5,-2.86,32.15,-17.23,28.99,17.62,Strong Bull,Recovering,39,8.0,10.16,0.7,1.17,Rising,Golden Cross,140,7.96,10.57,19.65,131.0,107.0,1.22
MARUTI.NS,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,423217.28,Large,13461.0,0.08,13785.78,14335.07,52.24,Bullish,Bullish,3.77,-16.66,-17.22,17.31,15.32,1.0221,0.273,23.18,2.8,17370.0,11289.0,-22.5,19.24,-28.83,17.31,18.4,Strong Bear,Damaged,75,9.0,9.32,-0.74,1.14,Stable,Death Cross,22,-0.45,-12.17,-14.64,90.0,74.7,1.2
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,399537.24,Large,1665.2,-0.2,1723.0,1704.7,38.87,Bearish,Bearish,-7.2,-1.45,1.31,-0.36,38.51,0.4468,0.111,18.95,2.46,1851.2,1548.0,-10.05,7.57,-14.83,-0.36,20.55,Bear,Correcting,29,5.0,-6.72,0.07,1.1,Stable,Golden Cross,112,-11.42,3.04,3.89,57.8,62.4,0.93
TITAN.NS,Titan Company Limited,Consumer Cyclical,Luxury Goods,397369.67,Large,4479.7,-0.74,4222.67,3915.94,60.37,Bullish,Bullish,9.51,6.12,26.64,38.9,97.15,0.8608,0.233,21.3,2.71,4554.0,3245.5,-1.63,38.03,-11.27,38.9,21.54,Strong Bull,At High,2,8.0,7.47,1.25,1.45,Rising,Golden Cross,240,5.29,10.61,29.22,82.6,43.9,1.88
ADANIPOWER.NS,Adani Power Limited,Utilities,Utilities - Independent Power Producers,391440.73,Large,202.98,1.07,160.1,142.86,87.5,Bullish,Bullish,30.45,42.17,31.04,95.83,124.63,1.134,0.154,42.54,3.65,207.5,101.0,-2.18,100.97,-22.15,95.83,71.44,Strong Bull,Recovering,0,9.0,16.39,0.73,0.77,Falling,Golden Cross,212,26.23,46.66,33.62,157.2,71.1,2.21
HCLTECH.NS,HCL Technologies Limited,Technology,Information Technology Services,389938.62,Large,1441.2,0.9,1441.27,1515.87,55.21,Bullish,Bullish,9.09,-13.0,-2.15,7.27,22.43,0.8818,0.175,24.07,2.75,1780.1,1297.7,-19.04,11.06,-24.16,7.27,14.89,Strong Bear,Correcting,59,6.0,13.42,-0.09,0.94,Stable,Death Cross,38,4.87,-8.51,0.43,104.5,102.8,1.02
M&M.NS,Mahindra & Mahindra Limited,Consumer Cyclical,Auto Manufacturers,389923.52,Large,3247.3,0.8,3258.24,3337.93,53.91,Bullish,Bearish,3.78,-11.02,-6.14,26.86,1.07,1.4398,0.402,27.22,2.94,3839.9,2756.0,-15.43,17.83,-22.91,26.86,41.95,Strong Bear,Correcting,77,7.0,7.45,-0.23,1.15,Stable,Death Cross,20,-0.44,-6.53,-3.56,151.1,130.6,1.16
ITC.NS,ITC Limited,Consumer Defensive,Tobacco,387974.98,Large,309.65,1.52,311.08,355.62,57.26,Bullish,Bearish,1.57,-5.56,-20.33,-23.62,15.25,0.5759,-0.125,18.96,1.85,444.2,287.0,-30.29,7.89,-32.46,-23.62,-1.93,Strong Bear,Damaged,235,2.0,3.42,-1.07,0.99,Stable,Death Cross,310,-2.65,-1.07,-17.75,36.6,75.1,0.49
NTPC.NS,NTPC Limited,Utilities,Utilities - Regulated Electric,384181.94,Large,396.2,-0.45,373.24,349.63,64.56,Bullish,Bullish,3.35,14.35,19.58,12.93,4.45,0.6828,0.298,18.3,2.42,402.7,315.55,-1.61,25.56,-11.0,12.93,35.01,Strong Bull,At High,0,6.0,-1.43,1.07,0.9,Stable,Golden Cross,67,-0.87,18.84,22.16,78.8,68.8,1.15
KOTAKBANK.NS,Kotak Mahindra Bank Limited,Financial Services,Banks - Regional,380104.16,Large,382.15,0.78,388.07,405.24,52.39,Bullish,Bearish,2.12,-9.23,-11.2,-9.39,29.49,0.9917,0.27,21.45,2.53,460.38,345.5,-16.99,10.61,-22.03,-9.39,4.5,Strong Bear,Correcting,260,7.0,5.2,-0.52,1.18,Rising,Death Cross,27,-2.1,-4.74,-8.62,89.5,110.0,0.81
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,Industrials,Marine Shipping,367274.1,Large,1594.1,0.99,1455.58,1426.44,69.11,Bullish,Bullish,16.74,11.48,11.55,37.55,47.25,1.454,0.332,28.03,2.97,1611.9,1181.2,-1.1,34.96,-16.98,37.55,35.23,Strong Bull,At High,0,7.0,12.91,0.41,0.98,Stable,Golden Cross,243,12.52,15.97,14.13,157.0,125.8,1.25
ONGC.NS,Oil and Natural Gas Corporation Limited,Energy,Oil & Gas Integrated,356147.71,Large,283.1,-0.09,272.61,250.64,55.65,Bearish,Bullish,6.93,16.73,21.32,29.54,-11.0,0.3974,0.191,21.6,2.42,293.0,228.45,-3.38,23.92,-9.44,29.54,29.17,Strong Bull,Recovering,8,6.0,1.35,0.99,0.7,Falling,Golden Cross,125,2.71,21.22,23.9,69.8,39.1,1.79
ULTRACEMCO.NS,UltraTech Cement Limited,Basic Materials,Building Materials,354150.83,Large,12039.0,1.02,11690.99,11864.22,59.78,Bullish,Bullish,8.3,-1.76,-0.26,5.33,16.68,1.1852,0.479,22.26,2.7,13110.0,10325.0,-8.17,16.6,-20.61,5.33,18.23,Bull,Recovering,44,6.0,8.89,-0.01,1.23,Rising,Death Cross,20,4.08,2.73,2.32,103.2,104.4,0.99
BEL.NS,Bharat Electronics Limited,Industrials,Aerospace & Defense,330036.52,Large,451.5,-1.32,434.66,404.85,57.68,Bullish,Bullish,2.77,8.58,12.68,59.46,-16.17,0.7978,0.313,26.72,2.69,473.45,293.7,-4.64,53.73,-15.63,59.46,71.77,Strong Bull,Recovering,32,6.0,-0.09,0.47,0.95,Stable,Golden Cross,1499,-1.46,13.07,15.26,111.1,55.0,2.02
JSWSTEEL.NS,JSW Steel Limited,Basic Materials,Steel,312588.61,Large,1279.6,0.4,1194.55,1140.23,66.09,Bullish,Bullish,9.63,8.28,11.48,29.57,55.9,1.2447,0.648,25.29,2.71,1296.4,935.0,-1.3,36.86,-13.35,29.57,24.82,Strong Bull,At High,38,8.0,6.87,0.45,1.14,Stable,Golden Cross,958,5.41,12.77,14.06,128.3,103.0,1.25
ADANIENT.NS,Adani Enterprises Limited,Energy,Thermal Coal,305286.06,Large,2226.0,-0.16,2067.7,2247.31,67.24,Bullish,Bullish,12.69,3.38,-11.56,-4.06,94.24,1.6914,0.542,33.82,3.46,2695.0,1753.0,-17.4,26.98,-34.28,-4.06,7.51,Strong Bear,Correcting,150,5.0,11.56,-0.34,1.05,Stable,Death Cross,377,8.46,7.87,-8.98,155.5,171.0,0.91
VEDL.NS,Vedanta Limited,Basic Materials,Other Industrial Metals & Mining,299678.54,Large,766.8,-0.54,693.88,578.2,65.98,Bullish,Bullish,11.48,15.37,62.4,115.99,36.77,1.0156,0.74,30.04,3.16,795.0,398.6,-3.55,92.37,-15.74,115.99,58.59,Strong Bull,Recovering,2,10.0,6.36,2.08,0.72,Falling,Golden Cross,600,7.25,19.86,64.98,157.5,63.7,2.47
DMART.NS,Avenue Supermarts Limited,Consumer Defensive,Discount Stores,299285.61,Large,4589.4,-0.34,4105.5,4058.92,69.12,Bullish,Bullish,21.37,19.82,9.14,11.08,135.69,0.6566,0.174,25.06,2.94,4949.5,3529.0,-7.28,30.05,-24.5,11.08,10.8,Strong Bull,Correcting,163,5.0,14.76,0.36,1.37,Rising,Golden Cross,2,17.15,24.31,11.72,81.2,71.8,1.13
POWERGRID.NS,Power Grid Corporation of India Limited,Utilities,Utilities - Regulated Electric,297014.79,Large,319.35,-0.11,296.06,283.28,71.31,Bullish,Bullish,6.98,25.0,14.21,8.45,1.23,0.6899,0.216,21.06,2.45,323.05,250.0,-1.15,27.74,-18.92,8.45,29.35,Strong Bull,At High,0,5.0,-1.35,0.67,0.81,Falling,Golden Cross,40,2.76,29.49,16.79,86.4,82.1,1.05
BAJAJFINSV.NS,Bajaj Finserv Ltd.,Financial Services,Financial Conglomerates,295760.64,Large,1851.4,1.14,1841.59,1935.46,57.58,Bullish,Bullish,4.32,-7.47,-8.32,-4.83,48.77,1.2828,0.366,23.53,2.63,2195.0,1597.0,-15.65,15.93,-25.03,-4.83,12.86,Strong Bear,Correcting,128,7.0,6.81,-0.35,1.25,Rising,Death Cross,29,0.1,-2.98,-5.74,118.1,134.5,0.88
HAL.NS,Hindustan Aeronautics Limited,Industrials,Aerospace & Defense,291478.88,Large,4358.4,0.32,4052.52,4273.54,68.51,Bullish,Bullish,9.97,-1.5,-7.42,7.36,-17.15,0.8897,0.406,28.14,2.67,5165.0,3479.1,-15.62,25.27,-31.2,7.36,53.37,Bear,Correcting,242,4.0,10.47,-0.26,1.02,Stable,Death Cross,82,5.75,2.99,-4.84,101.2,97.5,1.04
BAJAJ-AUTO.NS,Bajaj Auto Limited,Consumer Cyclical,Auto Manufacturers,273472.03,Large,9793.0,-0.1,9424.59,9124.55,60.41,Bullish,Bullish,7.5,2.23,7.59,29.25,24.24,1.0609,0.688,22.58,2.44,10187.0,7612.0,-3.87,28.65,-13.37,29.25,39.26,Strong Bull,Recovering,38,9.0,6.76,0.34,1.12,Stable,Golden Cross,165,3.28,6.72,10.17,109.8,83.7,1.31
COALINDIA.NS,Coal India Limited,Energy,Thermal Coal,273101.3,Large,443.15,0.32,438.19,405.63,49.58,Bearish,Bullish,-4.13,3.89,21.06,20.97,17.54,0.4123,-0.042,21.31,2.71,476.0,368.65,-6.9,20.21,-10.27,20.97,36.5,Strong Bull,Recovering,28,6.0,-5.43,0.99,0.93,Stable,Golden Cross,150,-8.35,8.38,23.64,72.8,51.9,1.4
NESTLEIND.NS,Nestlé India Limited,Consumer Defensive,Packaged Foods,266088.11,Large,1379.9,7.27,1248.92,1232.48,75.71,Bullish,Bullish,14.33,6.14,18.02,18.0,68.37,0.756,0.317,20.49,2.47,1396.0,1084.7,-1.15,27.21,-11.96,18.0,14.45,Strong Bull,At High,0,7.0,12.28,0.88,1.32,Rising,Golden Cross,163,10.11,10.63,20.6,95.1,80.4,1.18
TATASTEEL.NS,Tata Steel Limited,Basic Materials,Steel,264415.64,Large,212.01,0.14,198.73,180.77,64.61,Bullish,Bullish,8.48,12.03,24.34,62.61,-7.04,1.245,0.853,27.27,2.63,216.45,137.32,-2.05,54.39,-14.85,62.61,29.64,Strong Bull,Recovering,38,8.0,4.47,0.89,0.84,Falling,Golden Cross,240,4.26,16.52,26.92,148.0,93.2,1.59
HINDZINC.NS,Hindustan Zinc Limited,Basic Materials,Other Industrial Metals & Mining,248660.02,Large,588.5,-0.3,568.45,535.86,59.81,Bullish,Bullish,7.71,-10.04,16.38,46.02,6.02,1.2308,0.603,37.62,3.32,733.0,398.0,-19.71,47.86,-32.94,46.02,30.77,Bull,Correcting,60,7.0,11.06,0.44,0.9,Stable,Golden Cross,145,3.49,-5.55,18.96,123.8,76.3,1.62
SHRIRAMFIN.NS,Shriram Finance Limited,Financial Services,Credit Services,245926.3,Large,1045.3,0.01,989.64,861.58,58.19,Bullish,Bullish,4.05,6.54,55.93,65.37,60.8,1.9376,0.654,36.22,3.77,1108.0,566.5,-5.66,84.52,-21.05,65.37,63.67,Strong Bull,Recovering,38,9.0,1.87,1.54,1.32,Rising,Golden Cross,789,-0.17,11.03,58.51,201.1,146.2,1.38
ASIANPAINT.NS,Asian Paints Limited,Basic Materials,Specialty Chemicals,243828.05,Large,2543.6,1.06,2368.57,2485.52,69.7,Bullish,Bullish,13.64,-9.61,9.9,7.41,39.62,0.9026,0.196,23.26,2.74,2985.7,2115.0,-14.81,20.26,-28.54,7.41,-2.14,Bull,Correcting,97,6.0,16.84,0.43,1.27,Rising,Death Cross,40,9.42,-5.11,12.48,82.5,78.4,1.05
ETERNAL.NS,Eternal Limited,Consumer Cyclical,Internet Retail,238563.12,Large,259.48,1.8,250.15,270.9,61.7,Bullish,Bullish,10.59,-11.91,-25.51,22.75,-3.25,1.4306,0.253,35.36,3.5,368.45,212.6,-29.58,22.05,-39.13,22.75,69.86,Strong Bear,Damaged,134,6.0,14.56,-0.72,0.99,Stable,Death Cross,40,6.37,-7.42,-22.93,132.2,114.4,1.16
HINDALCO.NS,Hindalco Industries Limited,Basic Materials,Aluminum,228456.58,Large,1021.65,0.63,941.54,843.83,64.13,Bullish,Bullish,9.07,6.94,34.41,71.44,10.01,0.9588,0.795,26.23,2.97,1048.7,603.75,-2.58,69.22,-17.95,71.44,37.72,Strong Bull,Recovering,3,8.0,6.76,1.31,0.97,Stable,Golden Cross,243,4.85,11.43,36.99,129.0,65.1,1.98
WIPRO.NS,Wipro Limited,Technology,Information Technology Services,214780.96,Large,205.01,1.25,207.56,229.84,53.91,Bullish,Bullish,7.16,-19.18,-15.34,-10.56,42.2,0.7176,0.383,24.18,2.66,273.1,186.5,-24.93,9.92,-29.45,-10.56,6.63,Strong Bear,Damaged,85,7.0,13.55,-0.63,1.12,Stable,Death Cross,55,2.93,-14.69,-12.76,79.0,99.2,0.8
