Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1817952.28,Large,1343.4,-1.37,1384.75,1417.34,45.61,Bullish,Bearish,-2.99,-7.85,-3.93,8.83,22.31,0.9512,0.22,20.5,2.22,1611.8,1288.1,-16.65,4.29,-18.07,8.83,9.56,Strong Bear,Correcting,79,6.0,-0.37,-0.19,1.22,Rising,Death Cross,30,-8.08,-1.93,0.62,112.0,103.9,1.08
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,1207510.34,Large,784.35,-1.94,834.62,907.59,44.3,Bullish,Bearish,-1.74,-15.76,-21.12,-15.34,38.38,1.1477,0.487,18.81,2.88,1020.5,726.65,-23.14,7.94,-27.78,-15.34,1.31,Strong Bear,Damaged,190,6.0,3.51,-1.12,1.37,Rising,Death Cross,50,-6.83,-9.84,-16.58,96.4,121.4,0.79
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,1121561.82,Large,1841.2,0.67,1881.19,1916.87,47.87,Bullish,Bearish,0.78,-8.69,-6.41,1.87,9.34,0.6905,0.017,18.75,2.14,2174.5,1746.9,-15.33,5.4,-17.61,1.87,35.03,Strong Bear,Correcting,109,5.0,3.68,-0.34,1.04,Stable,Death Cross,22,-4.31,-2.77,-1.87,84.2,83.9,1.0
SBIN.NS,State Bank of India,Financial Services,Banks - Regional,1010060.34,Large,1094.25,-0.82,1076.53,982.44,54.48,Bullish,Bullish,4.32,4.98,23.37,44.64,33.38,0.9746,0.459,21.06,2.7,1234.7,755.5,-11.38,44.84,-20.23,44.64,31.38,Strong Bull,Correcting,42,10.0,2.66,1.11,1.03,Stable,Golden Cross,247,-0.77,10.9,27.92,119.4,73.5,1.62
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,965857.09,Large,1348.0,-1.43,1323.8,1350.94,56.33,Bullish,Bullish,7.83,-4.45,-4.89,0.15,25.55,0.9379,0.288,18.56,2.42,1500.0,1187.6,-10.13,13.51,-18.37,0.15,17.63,Strong Bear,Correcting,195,6.0,9.31,-0.26,1.22,Rising,Death Cross,29,2.74,1.47,-0.35,85.4,87.5,0.98
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,912409.28,Large,2521.8,-0.66,2611.36,2946.27,48.35,Bullish,Bullish,7.04,-21.36,-13.57,-20.31,25.8,0.8038,0.272,21.76,2.5,3630.5,2346.2,-30.54,7.48,-32.68,-20.31,-4.24,Strong Bear,Damaged,247,7.0,14.16,-0.62,0.88,Stable,Death Cross,301,1.95,-15.44,-9.02,73.1,104.1,0.7
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,570878.07,Large,918.35,-1.75,915.7,935.9,53.5,Bullish,Bullish,10.35,-3.36,-13.83,2.03,37.06,1.4203,0.314,29.26,3.26,1102.5,787.9,-16.7,16.56,-26.74,2.03,18.58,Strong Bear,Correcting,130,6.0,11.47,-0.47,1.2,Rising,Death Cross,22,5.26,2.56,-9.29,137.0,135.9,1.01
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,557695.05,Large,4054.1,0.82,3897.8,3833.55,58.4,Bullish,Bullish,18.04,5.13,4.98,26.77,-2.64,1.3222,0.425,24.39,2.89,4440.0,3230.1,-8.69,25.51,-24.35,26.77,24.64,Strong Bull,Recovering,42,8.0,16.33,0.2,1.07,Stable,Golden Cross,234,12.95,11.05,9.52,137.2,108.8,1.26
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,556088.01,Large,2366.4,-0.1,2224.07,2333.61,69.74,Bullish,Bullish,13.92,0.25,-6.89,1.84,44.64,0.5953,0.359,20.12,2.57,2750.0,2022.5,-13.95,17.0,-23.18,1.84,0.02,Bear,Correcting,171,6.0,13.84,-0.34,1.15,Stable,Death Cross,94,8.83,6.17,-2.35,60.1,58.2,1.03
LICI.NS,Life Insurance Corporation of India,Financial Services,Insurance - Life,513368.44,Large,811.65,-1.08,811.27,848.2,52.41,Bullish,Bullish,5.95,-1.07,-9.23,3.1,107.58,1.0911,0.545,24.77,2.53,980.0,721.5,-17.18,12.49,-24.42,3.1,15.3,Strong Bear,Correcting,212,5.0,6.31,-0.37,1.25,Rising,Death Cross,90,0.86,4.85,-4.68,91.3,88.1,1.04
INFY.NS,Infosys Limited,Technology,Information Technology Services,502026.0,Large,1240.6,-2.21,1341.33,1468.08,37.15,Bearish,Bullish,1.62,-26.58,-14.4,-9.61,8.22,0.8537,0.198,25.39,2.98,1728.0,1215.1,-28.21,2.1,-27.75,-9.61,-0.88,Strong Bear,Damaged,69,6.0,10.48,-0.57,0.9,Stable,Death Cross,46,-3.47,-20.66,-9.86,94.1,108.3,0.87
AXISBANK.NS,Axis Bank Limited,Financial Services,Banks - Regional,425764.61,Large,1369.6,-0.72,1300.36,1243.6,62.46,Bullish,Bullish,13.47,5.83,14.49,18.04,15.68,1.2618,0.435,23.64,2.51,1418.3,1042.5,-3.43,31.38,-17.23,18.04,18.12,Strong Bull,Recovering,40,8.0,11.53,0.61,1.08,Stable,Golden Cross,141,8.38,11.75,19.03,124.7,105.4,1.18
MARUTI.NS,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,413753.78,Large,13160.0,-1.33,13744.33,14313.54,46.5,Bullish,Bullish,4.45,-17.02,-19.25,14.05,8.23,1.0315,0.273,23.09,2.71,17370.0,11289.0,-24.24,16.57,-28.83,14.05,17.86,Strong Bear,Damaged,76,9.0,10.12,-0.83,1.08,Stable,Death Cross,24,-0.64,-11.1,-14.71,92.3,76.1,1.21
ADANIPOWER.NS,Adani Power Limited,Utilities,Utilities - Independent Power Producers,413039.59,Large,214.18,-0.68,164.31,144.29,87.84,Bullish,Bullish,41.83,50.16,36.1,96.3,142.25,1.0792,0.154,42.75,3.56,217.25,101.0,-1.41,112.06,-22.15,96.3,80.2,Strong Bull,At High,0,9.0,25.11,0.84,0.81,Falling,Golden Cross,214,36.74,56.09,40.64,155.9,62.1,2.51
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,403112.25,Large,1680.1,0.62,1719.31,1704.12,42.82,Bearish,Bearish,-3.69,1.33,1.93,0.21,33.57,0.4404,0.111,18.92,2.41,1851.2,1548.0,-9.24,8.53,-14.83,0.21,20.67,Bull,Recovering,30,5.0,-4.13,0.1,1.08,Stable,Golden Cross,114,-8.78,7.25,6.47,59.4,59.9,0.99
TITAN.NS,Titan Company Limited,Consumer Cyclical,Luxury Goods,395311.71,Large,4456.5,0.04,4240.58,3926.63,58.8,Bullish,Bullish,10.37,6.19,22.42,36.61,92.17,0.8688,0.233,21.29,2.55,4554.0,3245.5,-2.14,37.31,-11.27,36.61,21.73,Strong Bull,Recovering,4,8.0,8.31,1.05,1.41,Rising,Golden Cross,241,5.28,12.11,26.96,83.9,43.6,1.92
NTPC.NS,NTPC Limited,Utilities,Utilities - Regulated Electric,390048.41,Large,402.25,-0.78,375.59,350.7,66.16,Bullish,Bullish,7.54,17.02,19.69,14.91,2.13,0.6844,0.298,18.42,2.38,407.25,315.55,-1.23,27.48,-11.0,14.91,36.57,Strong Bull,At High,0,6.0,1.87,1.07,0.9,Stable,Golden Cross,69,2.45,22.94,24.23,81.7,65.2,1.25
ITC.NS,ITC Limited,Consumer Defensive,Tobacco,382524.67,Large,305.3,-0.07,310.64,354.62,51.8,Bullish,Bearish,2.45,-5.32,-23.07,-25.21,20.01,0.5922,-0.125,18.97,1.81,444.2,287.0,-31.27,6.38,-32.46,-25.21,-2.35,Strong Bear,Damaged,237,2.0,4.22,-1.22,0.97,Stable,Death Cross,311,-2.64,0.6,-18.52,37.0,75.3,0.49
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,Industrials,Marine Shipping,369301.6,Large,1602.9,0.9,1466.37,1429.79,69.37,Bullish,Bullish,18.21,12.73,8.34,30.64,49.64,1.4296,0.332,27.73,2.84,1611.9,1181.2,-0.56,35.7,-16.98,30.64,37.31,Strong Bull,At High,0,7.0,13.97,0.3,0.93,Stable,Golden Cross,245,13.12,18.65,12.88,154.9,122.3,1.27
KOTAKBANK.NS,Kotak Mahindra Bank Limited,Financial Services,Banks - Regional,368417.07,Large,370.4,-1.71,386.95,404.61,44.73,Bullish,Bearish,0.61,-11.43,-16.02,-12.68,27.2,1.0195,0.27,21.56,2.55,453.2,345.5,-18.27,7.21,-22.03,-12.68,2.9,Strong Bear,Correcting,261,7.0,4.42,-0.74,1.18,Rising,Death Cross,29,-4.48,-5.51,-11.48,91.8,111.7,0.82
M&M.NS,Mahindra & Mahindra Limited,Consumer Cyclical,Auto Manufacturers,365956.3,Large,3047.7,-3.24,3245.89,3333.19,42.46,Bullish,Bearish,0.08,-16.69,-14.41,16.61,-2.38,1.4701,0.402,27.49,3.21,3839.9,2831.1,-20.63,7.65,-22.91,16.61,40.07,Strong Bear,Damaged,79,7.0,5.64,-0.52,1.1,Stable,Death Cross,22,-5.01,-10.77,-9.87,153.5,136.1,1.13
ONGC.NS,Oil and Natural Gas Corporation Limited,Energy,Oil & Gas Integrated,360110.49,Large,286.25,0.92,273.56,251.32,59.67,Bearish,Bullish,6.37,18.54,20.86,25.09,-14.51,0.3808,0.191,21.3,2.28,293.0,228.45,-2.3,25.3,-9.44,25.09,30.38,Strong Bull,Recovering,10,7.0,0.19,0.98,0.66,Falling,Golden Cross,126,1.28,24.46,25.41,66.2,36.8,1.8
