Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1786286.34,Large,1320.0,-0.09,1374.49,1407.5,38.18,Bearish,Bearish,-7.74,-5.61,-15.92,-6.81,-24.25,0.8814,0.244,19.92,2.0,1611.8,1290.0,-18.1,2.33,-18.07,-6.81,5.02,Strong Bear,Correcting,107,5.0,-5.87,-0.8,0.78,Falling,Death Cross,57,-4.46,3.45,-5.62,105.7,105.5,1.0
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,1143477.69,Large,742.7,-0.25,790.19,874.89,38.19,Bearish,Bearish,-3.76,-18.17,-26.02,-21.85,-9.4,1.2232,0.481,19.14,2.21,1020.5,726.65,-27.22,2.21,-27.78,-21.85,-2.24,Strong Bear,Damaged,218,4.0,2.3,-1.36,0.79,Falling,Death Cross,77,-0.47,-9.11,-15.72,106.5,129.2,0.82
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,1102921.91,Large,1810.6,-1.01,1861.69,1901.11,42.14,Bearish,Bullish,-4.04,-5.37,-14.87,-0.98,25.85,0.7275,0.043,19.37,2.03,2174.5,1740.5,-16.73,4.03,-18.77,-0.98,32.32,Strong Bear,Correcting,137,4.0,-2.25,-0.77,1.19,Rising,Death Cross,50,-0.75,3.69,-4.57,93.0,84.7,1.1
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,888781.41,Large,1239.7,-1.33,1283.92,1331.11,41.75,Bullish,Bearish,-1.88,-10.48,-8.7,-14.47,-12.22,0.9061,0.28,18.03,2.08,1500.0,1187.6,-17.35,4.39,-18.37,-14.47,10.78,Strong Bear,Correcting,223,5.0,1.61,-0.48,0.73,Falling,Death Cross,57,1.41,-1.41,1.6,81.8,93.3,0.88
SBIN.NS,State Bank of India,Financial Services,Banks - Regional,880693.22,Large,954.1,-1.07,1012.39,972.37,37.05,Bullish,Bearish,-9.09,-20.6,-1.25,22.27,-1.46,1.0403,0.471,22.15,2.3,1234.7,781.7,-22.73,22.05,-22.11,22.27,21.44,Strong Bear,Damaged,70,8.0,-2.22,-0.06,1.08,Stable,Golden Cross,275,-5.8,-11.54,9.05,119.4,81.6,1.46
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,831219.35,Large,2297.4,1.7,2403.36,2769.33,44.51,Bullish,Bearish,-5.88,-11.44,-25.04,-31.15,8.17,0.7587,0.289,21.85,2.3,3538.0,2206.4,-35.07,4.12,-34.48,-31.15,-8.33,Strong Bear,Damaged,249,6.0,-2.07,-1.15,0.82,Falling,Death Cross,329,-2.59,-2.38,-14.74,62.4,103.7,0.6
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,552800.3,Large,889.05,-2.11,922.47,934.01,40.05,Bearish,Bearish,-5.12,-12.93,-12.04,-2.59,-8.96,1.4995,0.407,28.8,2.64,1102.5,787.9,-19.36,12.84,-26.74,-2.59,10.83,Strong Bear,Correcting,157,4.0,-0.81,-0.42,0.71,Falling,Death Cross,50,-1.83,-3.86,-1.73,140.3,129.9,1.08
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,551753.04,Large,4010.8,-1.61,3930.45,3836.25,55.35,Bullish,Bullish,0.9,-5.78,-0.3,12.3,-22.66,1.3906,0.493,24.25,1.93,4440.0,3288.1,-9.67,21.98,-24.35,12.3,20.79,Bull,Correcting,70,7.0,2.83,-0.01,0.47,Falling,Golden Cross,262,4.18,3.28,10.01,147.6,117.4,1.26
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,489725.31,Large,2084.3,-3.21,2230.5,2312.89,30.63,Bearish,Bearish,-7.4,-12.24,-14.06,-10.82,-10.57,0.6112,0.402,20.26,2.53,2750.0,2022.5,-24.21,3.06,-23.18,-10.82,-4.43,Strong Bear,Damaged,199,5.0,-3.32,-0.69,0.76,Falling,Death Cross,122,-4.11,-3.17,-3.75,59.6,66.5,0.9
INFY.NS,Infosys Limited,Technology,Information Technology Services,486737.03,Large,1202.5,3.58,1224.69,1396.15,54.42,Bullish,Bullish,1.75,-6.79,-22.81,-21.15,0.28,0.6678,0.127,25.6,2.51,1728.0,1089.0,-30.41,10.42,-35.2,-21.15,1.25,Strong Bear,Damaged,97,5.0,4.01,-0.89,0.98,Stable,Death Cross,74,5.04,2.27,-12.51,73.7,94.6,0.78
ADANIPOWER.NS,Adani Power Limited,Utilities,Utilities - Independent Power Producers,447983.49,Large,232.3,-4.55,206.26,163.71,58.02,Bullish,Bullish,4.71,65.29,56.3,110.21,-28.52,1.1037,0.497,42.89,3.77,254.2,105.42,-8.62,120.36,-22.15,110.21,69.57,Strong Bull,Recovering,3,8.0,-17.05,1.31,1.15,Stable,Golden Cross,242,8.0,74.35,66.61,168.9,50.1,3.37
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,431040.52,Large,1796.5,-0.15,1793.61,1732.62,45.41,Bearish,Bullish,-0.65,3.74,1.77,8.23,-53.2,0.5682,0.097,19.74,2.34,1916.6,1548.0,-6.27,16.05,-13.23,8.23,24.5,Strong Bull,Recovering,10,6.0,-1.9,0.09,0.78,Falling,Golden Cross,142,2.64,12.8,12.07,75.4,58.1,1.3
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,Industrials,Marine Shipping,410911.09,Large,1783.5,-1.17,1653.35,1501.67,60.36,Bearish,Bullish,7.61,14.67,20.19,27.99,-22.09,1.4684,0.504,27.11,2.38,1842.8,1290.5,-3.22,38.2,-16.98,27.99,37.93,Strong Bull,Recovering,3,6.0,2.72,0.74,0.88,Stable,Golden Cross,272,10.9,23.73,30.49,159.7,111.8,1.43
MARUTI.NS,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,407025.56,Large,12946.0,-1.38,13398.03,14065.21,42.98,Bearish,Bullish,-2.76,-13.27,-18.52,5.35,-32.96,1.0827,0.309,23.0,2.41,17370.0,12016.0,-25.47,7.74,-28.83,5.35,13.53,Strong Bear,Damaged,104,7.0,1.66,-0.81,0.65,Falling,Death Cross,52,0.52,-4.2,-8.22,94.7,78.4,1.21
ADANIENT.NS,Adani Enterprises Limited,Energy,Thermal Coal,398862.5,Large,2909.4,-0.95,2478.98,2339.76,73.14,Bullish,Bullish,20.8,30.37,25.68,14.59,15.8,1.6983,0.765,33.95,2.84,3027.5,1753.0,-3.9,65.97,-34.28,14.59,15.47,Bull,Recovering,3,4.0,10.68,0.76,1.06,Stable,Golden Cross,10,24.09,39.43,35.98,175.9,139.0,1.27
AXISBANK.NS,Axis Bank Limited,Financial Services,Banks - Regional,396796.13,Large,1275.9,-0.83,1284.91,1251.37,48.51,Bullish,Bearish,0.6,-8.05,0.76,5.08,-19.0,1.2315,0.45,23.39,2.23,1418.3,1042.5,-10.04,22.39,-17.23,5.08,12.93,Bull,Correcting,68,7.0,3.28,0.03,0.63,Falling,Golden Cross,169,3.89,1.01,11.06,125.9,106.9,1.18
KOTAKBANK.NS,Kotak Mahindra Bank Limited,Financial Services,Banks - Regional,375379.59,Large,377.4,-1.77,384.05,399.21,45.04,Bearish,Bullish,-1.54,-11.19,-10.31,-9.06,13.51,1.0667,0.308,21.14,2.32,453.2,345.5,-16.73,9.23,-20.65,-9.06,-1.13,Strong Bear,Correcting,233,7.0,2.19,-0.49,0.73,Falling,Death Cross,57,1.75,-2.13,-0.0,107.0,110.6,0.97
NTPC.NS,NTPC Limited,Utilities,Utilities - Regulated Electric,367212.78,Large,378.7,-2.12,387.54,361.15,38.02,Bearish,Bearish,-5.12,-1.61,17.01,14.81,-20.73,0.6218,0.315,18.13,2.26,414.4,315.55,-8.61,20.01,-7.91,14.81,32.37,Strong Bull,Recovering,25,5.0,-4.58,0.94,0.93,Stable,Golden Cross,97,-1.84,7.45,27.31,81.1,57.9,1.4
TITAN.NS,Titan Company Limited,Consumer Cyclical,Luxury Goods,357000.23,Large,4024.6,-1.23,4212.35,3994.85,38.26,Bearish,Bearish,-8.22,-6.28,4.4,11.81,15.95,1.033,0.291,22.87,2.59,4605.0,3303.1,-12.6,21.84,-11.27,11.81,13.92,Bull,Correcting,32,6.0,-6.13,0.19,1.06,Stable,Golden Cross,269,-4.93,2.78,14.7,87.7,62.8,1.4
M&M.NS,Mahindra & Mahindra Limited,Consumer Cyclical,Auto Manufacturers,356650.4,Large,2970.2,-2.48,3168.16,3286.4,37.15,Bearish,Bearish,-4.11,-14.93,-19.43,-1.5,16.33,1.4854,0.383,26.95,2.78,3839.9,2896.0,-22.65,2.56,-22.91,-1.5,34.64,Strong Bear,Damaged,107,5.0,0.87,-0.72,0.76,Falling,Death Cross,50,-0.82,-5.86,-9.13,144.2,130.5,1.1
ITC.NS,ITC Limited,Consumer Defensive,Tobacco,350386.57,Large,279.65,-2.53,298.48,333.9,28.47,Bearish,Bearish,-8.77,-10.16,-27.1,-31.16,5.73,0.5797,-0.024,18.86,1.82,428.55,278.3,-34.75,0.49,-31.31,-31.16,-7.82,Strong Bear,Damaged,254,2.0,-5.38,-1.44,0.82,Falling,Death Cross,339,-5.49,-1.1,-16.79,33.0,77.2,0.43
ONGC.NS,Oil and Natural Gas Corporation Limited,Energy,Oil & Gas Integrated,332496.76,Large,264.3,-0.41,282.52,260.12,30.57,Bearish,Bearish,-11.77,-4.74,9.21,13.93,-3.2,0.1672,0.191,22.58,2.75,307.5,228.61,-14.05,15.61,-12.31,13.93,22.57,Bull,Correcting,23,6.0,-10.19,0.41,1.16,Rising,Golden Cross,154,-8.48,4.32,19.51,48.9,25.4,1.93
ULTRACEMCO.NS,UltraTech Cement Limited,Basic Materials,Building Materials,330411.33,Large,11232.0,-2.18,11676.31,11827.14,39.72,Bearish,Bearish,-3.06,-13.33,-3.01,-3.3,-7.73,1.2845,0.489,22.39,2.33,13110.0,10325.0,-14.32,8.78,-20.61,-3.3,13.97,Strong Bear,Correcting,73,5.0,1.38,-0.13,0.63,Falling,Death Cross,49,0.23,-4.27,7.3,118.0,111.7,1.06
HCLTECH.NS,HCL Technologies Limited,Technology,Information Technology Services,323352.53,Large,1195.1,0.95,1251.72,1410.44,48.56,Bullish,Bearish,-0.33,-11.63,-24.17,-24.56,-41.37,0.7489,0.066,24.52,2.17,1780.1,1103.4,-32.86,8.31,-33.77,-24.56,7.6,Strong Bear,Damaged,88,4.0,3.55,-0.99,0.68,Falling,Death Cross,67,2.95,-2.56,-13.87,80.9,107.5,0.75
JSWSTEEL.NS,JSW Steel Limited,Basic Materials,Steel,317135.91,Large,1299.4,1.67,1254.62,1175.25,57.52,Bearish,Bullish,2.76,1.91,12.56,28.53,-14.6,1.2326,0.6,23.3,1.97,1328.0,962.15,-2.15,35.05,-13.35,28.53,22.1,Strong Bull,Recovering,3,9.0,2.12,0.54,0.61,Falling,Golden Cross,987,6.05,10.98,22.86,146.9,100.3,1.46
