Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1789939.99,Large,1322.7,-0.99,1386.64,1413.16,36.45,Bearish,Bearish,-2.98,-8.71,-12.46,-6.77,-5.02,0.8889,0.244,19.83,2.28,1611.8,1290.0,-17.94,2.53,-18.07,-6.77,7.05,Strong Bear,Correcting,97,6.0,-0.08,-0.63,0.96,Stable,Death Cross,48,0.04,0.29,-4.37,103.5,105.0,0.99
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,1173824.42,Large,762.45,-0.81,802.84,885.56,42.86,Bullish,Bearish,-4.15,-17.18,-22.72,-19.11,-45.93,1.1989,0.481,18.77,2.39,1020.5,726.65,-25.29,4.93,-27.78,-19.11,-1.77,Strong Bear,Damaged,209,5.0,1.58,-1.21,0.72,Falling,Death Cross,68,-1.13,-8.18,-14.64,102.3,124.1,0.82
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,1165603.16,Large,1913.5,-1.27,1864.2,1905.17,58.98,Bullish,Bullish,3.65,-5.01,-8.52,5.2,-5.59,0.7274,0.043,19.53,2.36,2174.5,1740.5,-12.0,9.94,-18.77,5.2,36.08,Bear,Correcting,127,6.0,5.32,-0.44,1.25,Rising,Death Cross,40,6.67,3.99,-0.44,96.7,82.8,1.17
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,889488.67,Large,1240.8,-0.82,1292.68,1336.98,39.87,Bearish,Bearish,-8.51,-13.23,-10.47,-12.33,-14.59,0.8896,0.28,17.82,2.01,1500.0,1187.6,-17.28,4.48,-18.37,-12.33,11.59,Strong Bear,Correcting,214,5.0,-4.1,-0.59,0.67,Falling,Death Cross,47,-5.49,-4.23,-2.39,78.3,90.5,0.87
SBIN.NS,State Bank of India,Financial Services,Banks - Regional,875800.98,Large,948.8,1.0,1032.24,973.44,33.37,Bearish,Bearish,-12.81,-19.0,1.25,23.05,-9.45,1.0284,0.471,22.08,2.82,1234.7,779.1,-23.16,21.78,-22.11,23.05,21.72,Bear,Damaged,60,9.0,-6.48,0.06,1.06,Stable,Golden Cross,265,-9.79,-10.0,9.33,115.9,81.2,1.43
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,841965.16,Large,2327.1,1.92,2487.08,2852.88,40.07,Bearish,Bearish,-9.79,-15.38,-23.71,-32.16,-7.61,0.7758,0.289,21.86,2.59,3558.0,2206.4,-34.6,5.47,-35.09,-32.16,-7.51,Strong Bear,Damaged,263,6.0,-4.66,-1.08,1.09,Stable,Death Cross,320,-6.77,-6.38,-15.62,65.2,108.4,0.6
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,574251.96,Large,923.55,0.27,923.83,935.35,50.23,Bearish,Bearish,0.63,-7.56,-8.14,2.19,-37.81,1.4662,0.407,28.57,2.64,1102.5,787.9,-16.23,17.22,-26.74,2.19,15.7,Strong Bear,Correcting,148,5.0,3.15,-0.28,0.61,Falling,Death Cross,40,3.65,1.44,-0.06,137.6,123.3,1.12
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,539399.5,Large,3921.0,0.08,3938.57,3858.6,47.61,Bearish,Bullish,-3.21,-6.33,-2.04,10.76,-42.84,1.3918,0.493,24.17,2.3,4440.0,3288.1,-11.69,19.25,-24.35,10.76,21.02,Bear,Correcting,60,7.0,-1.1,-0.08,0.47,Falling,Golden Cross,252,-0.19,2.67,6.05,144.2,121.0,1.19
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,524640.22,Large,2232.9,-0.94,2252.96,2325.34,46.48,Bearish,Bullish,0.06,-7.34,-7.26,-3.25,-19.74,0.6138,0.402,20.07,2.56,2750.0,2022.5,-18.8,10.4,-23.18,-3.25,-2.06,Strong Bear,Correcting,190,5.0,2.51,-0.36,0.93,Stable,Death Cross,112,3.08,1.66,0.83,61.3,61.0,1.0
LICI.NS,Life Insurance Corporation of India,Financial Services,Insurance - Life,508213.54,Large,803.5,1.53,806.13,840.61,50.91,Bearish,Bullish,-2.97,-8.79,-11.0,-0.98,-46.29,1.1151,0.567,24.03,2.03,980.0,721.5,-18.01,11.37,-24.42,-0.98,14.66,Strong Bear,Correcting,230,5.0,-0.04,-0.46,0.57,Falling,Death Cross,108,0.05,0.21,-2.92,88.4,83.0,1.07
INFY.NS,Infosys Limited,Technology,Information Technology Services,484386.38,Large,1196.9,4.76,1246.63,1417.04,50.51,Bullish,Bullish,-8.81,-13.64,-22.37,-22.61,4.87,0.7211,0.127,25.53,2.77,1728.0,1089.0,-30.73,9.91,-35.2,-22.61,2.06,Strong Bear,Damaged,87,6.0,-4.26,-0.88,1.3,Rising,Death Cross,65,-5.79,-4.64,-14.29,79.8,103.5,0.77
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,451626.82,Large,1882.3,-1.23,1776.26,1723.55,63.0,Bullish,Bullish,12.81,9.76,9.04,11.27,57.14,0.568,0.097,19.73,2.22,1916.6,1548.0,-1.79,21.6,-13.23,11.27,25.85,Strong Bull,At High,0,7.0,9.56,0.46,1.25,Rising,Golden Cross,132,15.83,18.76,17.13,79.7,59.5,1.34
ADANIPOWER.NS,Adani Power Limited,Utilities,Utilities - Independent Power Producers,422508.36,Large,219.09,-0.1,193.67,157.02,59.53,Bearish,Bullish,9.09,46.26,44.28,102.94,-4.22,1.0226,0.497,42.07,3.93,234.4,105.42,-6.53,107.83,-22.15,102.94,73.06,Strong Bull,Recovering,8,8.0,-6.33,1.05,1.1,Stable,Golden Cross,232,12.11,55.26,52.36,155.4,45.8,3.39
MARUTI.NS,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,407339.95,Large,12956.0,-0.46,13508.58,14145.38,42.1,Bearish,Bullish,-3.67,-15.46,-17.73,3.36,-29.2,1.0852,0.309,23.12,2.53,17370.0,12016.0,-25.41,7.82,-28.83,3.36,16.19,Strong Bear,Damaged,95,8.0,1.48,-0.77,0.75,Falling,Death Cross,42,-0.65,-6.46,-9.65,95.2,81.6,1.17
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,Industrials,Marine Shipping,406141.9,Large,1762.8,-1.39,1598.78,1477.02,63.75,Bearish,Bullish,11.68,14.19,17.6,29.13,-3.56,1.4829,0.504,27.21,2.92,1823.9,1290.5,-3.35,36.6,-16.98,29.13,39.15,Strong Bull,Recovering,2,7.0,6.95,0.65,0.87,Stable,Golden Cross,263,14.7,23.19,25.68,160.5,115.8,1.39
