Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio,Description,Analyst Recommendation,Analyst Score,Target Mean Price,Target High Price,Target Low Price,No. of Analysts
JKCEMENT.NS,J.K. Cement Limited,Basic Materials,Building Materials,42640.48,Large,5518.5,0.81,5300.33,5521.7,60.65,Bullish,Bullish,1.42,10.37,1.28,-5.86,8.09,1.2123,0.346,33.47,3.1,7565.5,4671.5,-27.06,18.13,-37.64,-5.86,20.26,Bear,Damaged,219,5.0,-2.04,0.04,1.03,Stable,Death Cross,124,0.97,10.18,9.75,119.3,116.4,1.02,"J.K. Cement Limited manufactures and sells cement and its related products in India and internationally. The company offers grey cement products; JKMaxx paints, including interior and exterior emulsions, distemper, enamel, and primers; wall putty; and white cement. It also provides tile adhesives and grouts; and wood finishes, as well as construction chemicals solutions. The company was founded in 1975 and is headquartered in Kanpur, India.",buy,1.68966,6127.643,7400.0,3800.0,28.0
PIIND.NS,PI Industries Limited,Basic Materials,Agricultural Inputs,41976.28,Large,2767.0,-1.38,2890.81,3176.67,42.84,Bullish,Bearish,-2.88,-4.9,-13.76,-32.87,-14.68,0.9628,0.392,26.24,2.72,4330.0,2657.2,-36.1,4.13,-37.75,-32.87,-7.36,Strong Bear,Damaged,234,3.0,-1.25,-0.52,0.93,Stable,Death Cross,195,-3.32,-5.09,-5.3,64.4,108.5,0.59,"PI Industries Limited, together with its subsidiaries, manufactures and distributes of agricultural chemicals in India, rest of Asia, North America, Europe, and internationally. It operates through Agro Chemicals and Pharma segments. The company offers agrochemicals, including insecticides, fungicides, herbicides, and biologicals; crop solutions for soybeans, chili, sugarcane, rice, wheat, cotton, and corn, as well as horticulture products; and plant nutrients and specialty chemicals. It also provides research and development services, such as target discovery, molecule design, library synthesis, lead optimization, biological evaluation, and route synthesis. In addition, the company offers custom synthesis and manufacturing solutions, including process research and development, analytical method development, synthesis of reference standards, structure elucidation and synthesis of impurities, physio-chemical studies and 5-batch analysis under GLP conditions, scale-up studies, safety data generation, waste categorization and treatability studies, process/plant engineering, and large-scale commercial production; and distribution services. The company sells its products to farmers, distributors, retailers, and sellers. It also exports its products. PI Industries Limited was incorporated in 1946 and is based in Gurugram, India.",hold,2.92,3210.52,5500.0,2280.0,25.0
CPPLUS.NS,ADITYA INFOTECH LIMITED,Industrials,Building Products & Equipment,41970.09,Large,3561.3,-1.94,2839.8,1995.16,72.2,Bearish,Bullish,39.33,107.14,133.33,,55.44,0.7525,0.8302,45.23,4.45,3740.0,1015.0,-4.78,250.87,-20.37,,,Strong Bull,Recovering,2,7.0,3.62,2.95,1.25,Rising,Golden Cross,219,38.88,106.94,141.79,216.8,22.5,9.64,"Aditya Infotech Limited manufactures, assembles and trades security and surveillance equipment in India and internationally. The company offers analog cameras, digital video recorders, internet protocol network cameras, network video recorders, biometric products, access control products, mobile surveillance solutions, body-worn cameras, temperature screening solutions, interactive displays, routers, cables, power supplies, and thermal cameras. It also provides temperature screening solutions, explosion-proof cameras, integrated central command and control software, AI/ deep learning-based video analytics solutions, access control, time-attendance solutions, biometric products, video doorbells and video door-phones, HMS, AMS, interactive displays, monitors, SD Cards, as well as other accessories and products including cabling, racks, storage solutions and customized solutions; and products for enterprise and consumer segments under the CP PLUS and Dahua brands. In addition, it offers AI-IoT-based centralized remote electronic surveillance services under the OnVigil brand for intruder detection and prevention, fire safety protection and prevention, AI-powered video monitoring, standard operating protocol monitoring, and health monitoring of surveillance systems, as well as attendance monitoring cloud-based solutions, and user interface and cloud software solutions. Further, it provides cloud storage services for surveillance management under CP PLUS Cloud Storage brand name; and software solutions, such as health monitoring systems, attendance management systems, and video management software. It offers its products to government establishments, retail chains, financial institutions, residential, industrial warehouse, public spaces, and infrastructure projects. The company was formerly known as Perfect Lucky Goldstar International Limited and changed its name to Aditya Infotech Limited in August 1997. The company was founded in 1994 and is based in Noida, India.",none,,3306.5,3806.0,3044.0,4.0
HUDCO.NS,Housing and Urban Development Corporation Limited,Financial Services,Credit Services,41801.68,Large,208.81,-1.23,205.6,205.58,51.27,Bullish,Bearish,0.62,21.92,2.24,-4.02,-57.63,1.4339,0.865,32.18,2.88,246.85,159.0,-15.41,31.33,-33.45,-4.02,58.24,Bull,Correcting,155,5.0,-6.69,0.07,0.55,Falling,Golden Cross,0,0.17,21.73,10.71,144.8,139.9,1.04,"Housing and Urban Development Corporation Limited provides loans and financing for housing and urban development projects in India. The company offers term loans for state government agencies and their parastatals, such as development authorities, housing boards, urban local bodies, water supply, sewerage boards, and roads and bridges development corporations, as well as implementing agencies comprising state government bodies, co-operative societies, corporate borrowers, joint sectors, and retail. It also provides financing for infrastructure projects in the sectors of water supply; sewerage; drainage; solid waste management; roads and transport; power generation, transmission, distribution, and renovation; emerging sector; smart city; and social infrastructure projects, as well as commercial infrastructure projects, including office buildings spaces, business/trade centres, shopping malls, market complexes, theatres/multiplexes/entertainment centres, hotels, guest houses, terminal markets, multilevel parking, tourist centres, etc. In addition, the company offers research and training services, such as training capacity; research facilitation; partnership and networking; and documentation, dissemination, and publication. The company was incorporated in 1970 and is headquartered in New Delhi, India.",none,,225.0,225.0,225.0,1.0
IRCTC.NS,Indian Railway Catering & Tourism Corporation Limited,Consumer Cyclical,Travel Services,41484.0,Large,518.55,-0.61,533.3,605.42,45.24,Bullish,Bearish,-3.59,-0.82,-21.45,-30.77,-18.67,1.0924,0.111,21.13,2.05,798.6,492.65,-35.07,5.26,-36.2,-30.77,-6.17,Strong Bear,Damaged,249,4.0,-3.32,-1.02,0.9,Stable,Death Cross,435,-4.03,-1.02,-12.99,96.5,138.2,0.7,"Indian Railway Catering & Tourism Corporation Limited engages in the provision of catering and hospitality, Internet ticketing, travel and tourism, and packaged drinking water services in India. The company operates through four segments: Catering & Hospitality, Travel & Tourism, Internet Ticketing, and Packaged Drinking Water. It provides mobile catering services for Vande Bharat, Rajdhani, Shatabdi, Duronto, Gatiman, Tejas, and mail/express trains as well as engages in the side vending and e-catering activities; and operates and maintains food plazas, fast food units, food courts, refreshment rooms, mini stores, base kitchens, executive lounges, retiring rooms, Rail Yatri Niwas/BNR hotels, and non-railway catering units. The company also offers tourism products and services comprising domestic tour packages, inbound tourist targeted tours, mass tourism, outbound tour packages, and air ticket and corporate travel; and other tourism activities, such as event management, booking of charter trains and coaches, hill and heritage charters, saloon tours and charters, online reservation and accommodation facilities, and adventure tourism. In addition, it offers packaged drinking water under the Rail Neer name; and train ticket booking and travel insurance services, as well as operates irctctourism.com, a tourism portal. The company was incorporated in 1999 and is based in New Delhi, India.",none,,654.125,800.0,537.0,8.0
IPCALAB.NS,Ipca Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,41226.94,Large,1625.0,1.73,1564.12,1490.58,58.37,Bearish,Bearish,3.44,5.18,16.46,19.73,-17.91,-0.0726,0.064,30.32,2.89,1678.3,1251.6,-3.18,29.83,-17.55,19.73,32.62,Strong Bull,Recovering,25,6.0,1.71,0.54,1.06,Stable,Golden Cross,138,3.0,4.99,24.93,15.1,-14.3,-1.06,"Ipca Laboratories Limited, an integrated pharmaceutical company, manufactures and markets formulations and active pharmaceutical ingredients (APIs) for various therapeutic segments in India, Europe, Africa, the Americas, Asia, the Commonwealth of Independent States, and Australasia. The company offers APIs in anti-hypertensive, anti-malarial, diuretic, DMARD, anti-hypertensive, and anthelmintic therapeutic areas. It also provides generic and branded formulations in various therapeutic segments, including allergy, anti-neoplastic/cancer drugs, anti-arthritic, anti-epileptic, anti-hypertensive, cardiology, diabetes, dermatology, diabetology, emollients/protectives, fever, gastroenterology, helminthics, hepatoprotectives, immunosuppressant, infectious diseases, malaria, neurology, neuropathic pain, and NSAIDs, as well as nutraceuticals, ophthalmology, oral anti diabetes drug, orthopedics, probiotics, psychiatry, respiratory, rheumatology, and urology. The company also exports its products worldwide. Ipca Laboratories Limited was incorporated in 1949 and is based in Mumbai, India.",none,,1719.6111,1887.0,1405.0,18.0
ASTRAL.NS,Astral Limited,Industrials,Building Products & Equipment,40926.17,Large,1523.4,-2.21,1547.61,1529.95,46.45,Bullish,Bearish,-1.86,-6.64,8.2,-2.82,-1.05,0.9255,0.136,29.42,2.7,1768.7,1263.7,-13.87,20.55,-18.56,-2.82,-5.36,Bear,Correcting,74,5.0,0.35,0.28,0.78,Falling,Golden Cross,90,-2.3,-6.84,16.67,128.3,118.6,1.08,"Astral Limited engages in the manufacture and marketing of pipes and fittings, water tanks, and adhesives and sealants in India and internationally. It operates in two segments, Plumbing, and Paints and Adhesives. It offers plumbing pipes and fittings, sewerage and drainage pipes and fittings, agriculture pipes and fittings, cable protection system, industrial piping system, fire protection system, urban infrastructure, ancillary products, and column pipe; and roto moulding, blow moulded, loft, and anti-viral copper shield water tanks. It also provides bath-ware products comprising faucets, sanitarywares, cisterns, and showers; paints, such as interior and exterior emulsions, distempers, enamels, and primer and wall putty undercoats; adhesives and sealants, including epoxy, PVA, rubber, anaerobic tapes, silicone, acrylic, hybrid, instant, solvent, specialised, industrial adhesives, and epoxy putty; specialized valves, such as compact true, single union, and industrial ball valves; construction chemicals comprising bathroom and basement waterproofing, tile adhesives and grouts, exterior roof and wall coatings, polymers and integral compounds, and repair products; and infrastructure products comprising drainage, cable protection, and PT duct systems; and specialised fittings, such as electrofusion, compression, PPR fittings, integrated and mechanica clamp, integrated composite strap-on saddles, PVC conduit for concealed wiring system, and investment castings. The company was formerly known as Astral Poly Technik Limited and changed its name to Astral Limited in April 2021. Astral Limited was incorporated in 1996 and is headquartered in Ahmedabad, India.",buy,1.58621,1763.6207,2150.0,1378.0,29.0
GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,Drug Manufacturers - General,40601.54,Large,2396.7,1.42,2275.84,2415.62,69.2,Bullish,Bullish,6.85,3.06,-3.78,-25.22,60.66,0.6673,0.053,25.68,2.39,3500.0,2088.1,-31.52,14.78,-37.3,-25.22,24.97,Strong Bear,Damaged,257,3.0,5.83,-0.15,1.15,Stable,Death Cross,167,6.41,2.86,4.69,64.6,97.8,0.66,"GlaxoSmithKline Pharmaceuticals Limited manufactures, distributes, and trades in pharmaceuticals in India and internationally. The company offers adult and pediatric vaccines, such as Shingrix, Havrix, Fluarix Tetra, Varilrix, Infanrix Hexa, Boostrix, Synflorix, Menveo, and Priorix. It also provides respiratory specialty medicines, such as NUCALA for severe eosinophilic asthma, eosinophilic granulomatosis with polyangiitis, and hypereosinophilic syndrome; Trelegy Ellipta for the treatment of chronic obstructive pulmonary disease; and Seretide. In addition, the company offers general medicines, including Augmentin, an oral antibiotic for respiratory tract infections, surgical prophylaxis, dental infections, and skin infections; Ceftum, an anti-infective medicine; Calpol and Calpol T for pain management; Eltroxin for the treatment of hypothyroidism; Neosporin, Betnovate, T-bact, Physiogel, Tenovate, and Flutivate for dermatology indications; and CobadexCZS and CCM, which are mineral, vitamins, and nutrition products. Further, it provides oncology medicines, including Jemperli and Zejula. The company was formerly known as SmithKline Beecham Pharmaceuticals India Ltd. and changed its name to GlaxoSmithKline Pharmaceuticals Limited in 2001. The company was incorporated in 1924 and is headquartered in Mumbai, India. GlaxoSmithKline Pharmaceuticals Limited operates as a subsidiary of GSK plc.",buy,1.75,2969.75,3500.0,2600.0,4.0
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,Financial Services,Credit Services,40470.51,Large,291.25,-0.92,303.93,314.44,44.35,Bullish,Bearish,-5.61,-5.55,-20.24,12.07,-52.3,1.5481,0.414,35.35,3.03,412.2,246.35,-29.34,18.23,-31.82,12.07,1.81,Strong Bear,Damaged,125,5.0,-3.76,-0.57,0.74,Falling,Death Cross,22,-6.05,-5.74,-11.77,163.8,136.5,1.2,"Mahindra & Mahindra Financial Services Limited, a non-banking financial company, engages in financing business in India. The company operates through Financing Activities and Other Reconciling Items segments. It offers vehicle financing for auto, utility vehicles, passenger cars, tractors, commercial vehicles, and construction equipment; pre-owned vehicle financing; and vehicle leasing solutions through its digital platform Quiklyz to fleet operators, farmers, businesses, self-employed, and salaried individuals. The company also provides loan against property, equipment finance, working capital finance, and supply chain finance for micro, small and medium enterprises (MSME); asset management and trusteeship services; insurance broking and advisory services; and engages in the life, health, motor, and property insurance distribution. It serves retail and commercial customers, individuals, and entrepreneurs, as well as businesses operating in agriculture, transportation, and small and medium enterprises. Mahindra & Mahindra Financial Services Limited was incorporated in 1991 and is headquartered in Mumbai, India. Mahindra & Mahindra Financial Services Limited is a subsidiary of Mahindra & Mahindra Limited.",buy,2.09091,348.39395,410.0,270.0,33.0
AJANTPHARM.NS,Ajanta Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,39821.98,Large,3187.4,-0.07,3016.13,2833.93,63.49,Bullish,Bullish,3.44,9.73,22.58,26.52,-5.96,0.5658,0.198,25.44,2.88,3314.9,2329.9,-3.85,36.8,-15.4,26.52,36.66,Strong Bull,Recovering,28,9.0,0.2,0.89,0.92,Stable,Golden Cross,129,2.99,9.54,31.04,79.2,43.3,1.83,"Ajanta Pharma Limited, together with its subsidiaries, a pharmaceutical formulation company that develops, manufactures, and markets specialty pharmaceutical finished dosages. The company offers chronic and acute therapies; branded generic products; and a range of dosage forms, including tablets, capsules, injectables, inhalers, ointments, creams, and liquids. It also serves various therapeutic areas comprising cardiology, dermatology, ophthalmology, and pain management. The company operates in India, Africa, Asia, the United States, and internationally. Ajanta Pharma Limited was founded in 1973 and is headquartered in Mumbai, India.",none,,3303.2856,3829.0,2605.0,14.0
ASTERDM.NS,Aster DM Healthcare Limited,Healthcare,Medical Care Facilities,39589.8,Large,765.85,-3.04,742.47,662.48,50.01,Bearish,Bullish,2.54,22.69,29.93,35.24,-40.38,0.3603,-0.032,30.38,3.69,836.5,519.1,-8.45,47.53,-25.59,35.24,55.34,Strong Bull,Recovering,7,8.0,-5.02,0.99,1.09,Stable,Golden Cross,1105,2.1,22.5,38.4,36.3,-6.8,-5.34,"Aster DM Healthcare Limited, together with its subsidiaries, provides healthcare services in India. It operates through Hospitals, Clinics, Wholesale Pharmacies, and Others segments. The company operates hospitals, clinic, and in-house pharmacies at the hospitals and clinics. It also offers healthcare consultancy and other services. In addition, the company operates retail pharmacies and optical outlets. Aster DM Healthcare Limited was founded in 1987 and is based in Bengaluru, India.",buy,1.54545,795.2727,890.0,743.0,11.0
NH.NS,Narayana Hrudayalaya Limited,Healthcare,Medical Care Facilities,39145.46,Large,1927.4,1.18,1861.61,1805.18,56.0,Bearish,Bullish,-0.65,16.66,4.92,1.47,-24.5,0.8534,0.175,32.71,2.64,2370.2,1589.0,-18.68,21.3,-28.9,1.47,28.74,Bull,Correcting,257,6.0,-6.2,0.15,0.81,Falling,Golden Cross,30,-1.09,16.46,13.39,93.8,82.6,1.14,"Narayana Hrudayalaya Limited provides medical and healthcare services in India and the Cayman Islands. It operates through the Medical and Healthcare Related Services; and Others segments. The company offers oncology, anesthesiology, audiology, blood bank, oncoplastic surgery, cardiac surgery, cardiology, clinical genetics, clinical immunology, clinical nutrition and dietetics, clinical psychology, congenital adult heart disease, cosmetology, cranio-maxillofacial surgery, critical care medicine, dental, dermatology, pediatrics, diabetology, ENT, emergency medicine, endocrinology, family medicine, general and GI surgery, general medicine and surgery, geriatric medicine, gynecology, hematology, headache and facial pain management, transplant, infectious diseases, neurology, radiology, hepatobiliary surgery, gastroenterology, minimal access GI and bariatric surgery, neonatology, nephrology, neuro-otology, neuro-rehabilitation, neurosurgery and spine surgery, and nuclear medicine services. It also provides ophthalmology, orthopedics and joint replacement, pain management and palliative care, pathology, perinatology and fetal intervention, physical medicine and rehabilitation, physiotherapy and physical rehabilitation, plastic surgery, psychiatry, pulmonology, reproductive medicine, rheumatology, renal science, speech and swallow rehabilitation, spine surgery, thoracic and vascular surgery, ultrasonology, urology, and other services. In addition, the company acquires, owns, and operates hospitals, clinics, health centers, diagnostic centers, and nursing homes. Further, it provides health insurance, consultancy services in the field of healthcare and hospitals, and IT services related to healthcare. Additionally, the company engages in investment activities; and develops software related to the healthcare industry. Narayana Hrudayalaya Limited was incorporated in 2000 and is headquartered in Bengaluru, India.",none,,2149.4285,2500.0,1670.0,14.0
COCHINSHIP.NS,Cochin Shipyard Limited,Industrials,Aerospace & Defense,39030.67,Large,1483.6,0.49,1501.04,1564.84,50.22,Bullish,Bearish,-2.97,10.59,-1.27,-30.37,-41.07,1.4482,0.562,37.18,3.41,2278.0,1187.0,-34.87,24.99,-46.2,-30.37,82.84,Strong Bear,Damaged,260,4.0,-6.5,-0.03,0.74,Falling,Death Cross,138,-3.41,10.4,7.2,124.6,159.1,0.78,"Cochin Shipyard Limited, together with its subsidiaries, engages in the building and repair of ships and offshore structures in India and internationally. It operates through two segments, Shipbuilding and Ship Repair. The company offers shipbuilding products, including aircraft carriers, missile vessels, anti-submarine warfare shallow water crafts, technology demonstration vessels, floating border outpost vessels, fast patrol vessels, hydrographic survey vessels, offshore patrol vessels, and pollution control vessels for the defence market; oil tankers, bulk carriers, dredgers, pax vessels, tugs, special purpose vessels, deck cargo/jacket launch barges, electric autonomous vessels and passenger ferries, ro-pax vessels, specialised fishing vessels, marine ambulances, zero emission feeder container vessels, and commissioning and hybrid operation vessels for the commercial market; and platform supply vessels and anchor handling/tug supply vessels for the offshore market, as well as product carriers, high bollard pull tugs, air defence ships, and other vessels. It also provides ship repair services, such as maintenance and repair of aircraft carriers and other defense vessels, as well as tankers, bulk carriers, and other commercial and specialized vessels; oil rig upgradation, repair projects, and conversion services; and upgradation of ships for oil exploration, periodical maintenance, and life extension services. In addition, the company offers marine engineering training services. The company exports its products in the United Arab Emirates, Bahamas, Cyprus, Germany, Saudi Arabia, the Netherlands, Norway, the United States, and Liberia. Cochin Shipyard Limited was founded in 1969 and is based in Ernakulam, India.",hold,2.75,1455.75,1750.0,830.0,4.0
KPRMILL.NS,K.P.R. Mill Limited,Consumer Cyclical,Textile Manufacturing,38744.44,Large,1131.15,-1.79,1000.64,966.49,64.04,Bullish,Bullish,19.01,37.43,17.47,2.01,211.65,0.8618,0.17,41.76,3.87,1257.0,796.1,-10.01,42.09,-34.61,2.01,26.01,Strong Bull,Correcting,238,8.0,6.53,0.42,1.48,Rising,Golden Cross,9,18.57,37.23,25.94,67.0,48.3,1.39,"K.P.R. Mill Limited operates as an integrated apparel manufacturing company in India and internationally. It operates through three segments: Textile, Sugar, and Others. The company offers compact, combed, carded, polyester cotton, viscose, grindel, red label, colour melange, cotton, poly cotton, melange, BCI, organic, and CMIA REEL yarns; knitted cotton fabrics; and readymade garments comprising casual, sports, active, sleep, and work wear for men, women, and children. It also produces sugar; ethanol; green energy through co-gen power; and wind power; and acts as a dealer for cars. It offers its products under FASO brand name. K.P.R. Mill Limited was founded in 1984 and is based in Coimbatore, India.",none,,1065.5454,1200.0,865.0,11.0
ATHERENERG.NS,Ather Energy Limited,Consumer Cyclical,Auto Manufacturers,38570.7,Large,1006.75,4.8,935.95,746.42,56.27,Bearish,Bullish,9.26,28.97,51.88,211.01,3.85,0.7651,1.122,48.53,4.31,1069.0,315.75,-5.82,218.84,-21.48,211.01,,Strong Bull,Recovering,9,11.0,-0.4,1.07,0.94,Stable,Golden Cross,294,8.82,28.78,60.35,156.8,-14.3,-10.97,"Ather Energy Limited, an electric vehicle company, engages in the design, development, and sale of electric two-wheelers, and associated product ecosystem. The company also offers vehicle architecture and chassis; battery packs and battery management system; vehicle control unit; touchscreen dashboard; motor controller; transmission; signal harness; and fast charging system. In addition, it provides charging infrastructure, software, accessories and insurance policies in the capacity of corporate agent. The company was incorporated in 2013 and is headquartered in Bengaluru, India.",none,,1109.1111,1450.0,990.0,9.0
KALYANKJIL.NS,Kalyan Jewellers India Limited,Consumer Cyclical,Luxury Goods,38531.54,Large,373.1,-2.1,376.54,430.43,52.03,Bullish,Bullish,4.26,-2.51,-20.76,-28.03,9.09,1.6781,-0.037,40.97,3.61,617.7,327.05,-39.6,14.08,-45.88,-28.03,51.25,Strong Bear,Damaged,238,5.0,5.1,-0.51,1.13,Stable,Death Cross,212,3.82,-2.7,-12.3,150.4,175.1,0.86,"Kalyan Jewellers India Limited, together with its subsidiaries, engages in the manufacture and retail of various gold and precious stone studded jewelry products. It offers gold, diamond, silver, platinum, gemstone, and white and rose gold jewelries, including wedding, staple regional, aspirational, studded, and other jewelries. The company also provides chains, necklaces, bangles, bracelets, nose studs, choker, jewelry, and moti sets, daily wear, vaddanam, rings, earrings, pendants, anklets, pearls, studs, jhumka, lockets, harams, kadas, payals, and second studs. It offers its products under MUDHRA, NIMAH, ANOKHI, RANG, TEJASVI, ZIAH, LAYA, GLO, CANDERE, VEDHA, APOORVA, HERA, and MUHURAT brand names. In addition, the company operates showrooms in India and the Middle East, as well as My Kalyan Grassroots stores. Further, it sells its products through an online platform, candere.com. Kalyan Jewellers India Limited was founded in 1993 and is headquartered in Thrissur, India.",none,,664.44446,,,
NAVINFLUOR.NS,Navin Fluorine International Limited,Basic Materials,Chemicals,38467.03,Large,7500.5,-0.94,6972.77,6123.7,64.79,Bullish,Bullish,0.86,22.62,27.01,60.06,-56.12,0.9086,0.257,33.27,2.8,7639.0,4498.5,-1.81,66.73,-12.45,60.06,17.57,Strong Bull,At High,0,9.0,-6.68,0.81,0.94,Stable,Golden Cross,373,0.42,22.43,35.48,108.8,30.3,3.59,"Navin Fluorine International Limited manufactures and sells specialty fluorochemicals in India and internationally. The company offers refrigerants for various applications, including window and split room air conditioners, chillers, packaged air conditioners, commercial and industrial refrigeration units, intermediate for active pharmaceutical ingredients, fluoropolymer resins, domestic and industrial refrigerators, and mobile air conditioning under the Mafron brand for original equipment manufacturer, service technicians, and equipment owners. It also provides inorganic fluoride products, such as ammonium bifluoride, potassium fluoride, sodium fluoride, potassium fluorotitanate, potassium fluoroborate, hexafluorophosphoric acid, and hydrofluo pyridine and hydrofluo urea complex products for oil and gas, stainless steel, pharmaceutical and agrochemicals, abrasives, electronics, and solar energy industries. In addition, the company offers various value added specialty fluoro intermediates consist of boron trifluoride gas and related adducts for pharmaceutical industry, as well as crop protection, hydrocarbon, and fragrance applications; and contract development and contract manufacturing services, such as basic research, library syntheses, process development, scale up, and small and batch manufacturing for custom chemical syntheses of fluorinated compounds in the pharmaceuticals, agro chemicals, and specialty chemicals industries. Navin Fluorine International Limited was founded in 1967 and is headquartered in Mumbai, India.",buy,2.07407,7316.0,8700.0,4600.0,28.0
SONACOMS.NS,Sona BLW Precision Forgings Limited,Consumer Cyclical,Auto Parts,38314.24,Large,615.95,-0.81,585.67,535.3,59.5,Bullish,Bullish,3.58,21.67,27.03,29.55,-45.62,1.2283,0.384,30.78,2.45,626.35,402.3,-1.66,53.11,-17.43,29.55,5.74,Strong Bull,At High,0,7.0,-3.64,0.88,0.67,Falling,Golden Cross,93,3.14,21.47,35.5,144.0,103.1,1.4,"Sona BLW Precision Forgings Limited, together with its subsidiaries, designs, manufactures, and supplies systems and components for the automotive industry in India, North America, Europe, and Asia. The company offers mobility products comprising electronically locking differentials, integrated motor controller modules, traction motors, spool gears, controllers, input/rotor shafts, starter motors, differential assembly and bevel gears, intermediate and portal axle gears, epicyclic geartrains, reduction drive units, in-cabin radar and short range radar sensors, steering bevel boxes, coupling/sleeves, inter-axle gear sets, hub wheel motors, integrated hub motors and controllers, and integrated drive motors and controllers. It also provides railway components comprising brake systems, couplers, suspension systems, friction and rubber products, HVAC systems, electric control panels, vacuum evacuation systems, and automatic plug doors. In addition, the company offers non-automotive components, such as AVG/AMR drive units, industrial robot and eVOLT reduction gearboxes, short range radar and zone monitoring sensors, humanoid components, and eVOLT and humanoid motors. It exports its products. The company's products are used in conventional and electric passenger vehicles, commercial vehicles, off-highway vehicles, buses, and electric two and three-wheelers, as well as for railways and non-automotive applications. The company was formerly known as Sona Okegawa Precision Forgings Ltd. and changed its name to Sona BLW Precision Forgings Limited in July 2013. Sona BLW Precision Forgings Limited was incorporated in 1995 and is headquartered in Gurugram, India.",buy,2.35714,620.9286,720.0,492.0,14.0
GODREJIND.NS,Godrej Industries Limited,Industrials,Conglomerates,38095.99,Large,1131.1,1.41,1051.9,1034.4,61.09,Bullish,Bearish,-2.54,35.94,11.97,-16.1,-77.94,1.1947,0.673,39.38,3.94,1325.0,744.2,-14.63,51.99,-44.46,-16.1,32.96,Bull,Correcting,262,5.0,-14.52,0.3,0.55,Falling,Golden Cross,19,-2.98,35.75,20.43,86.7,91.2,0.95,"Godrej Industries Limited, together with its subsidiaries, engages in the chemical, agriculture, real estate, vegetable oil, hospitality, and financial and investment businesses in India and internationally. The company produces and sells fatty acids, fatty alcohols, esters and waxes, refined glycerine, alpha olefin sulphonates, sodium lauryl sulphate, and sodium lauryl ether sulphate. It also offers compound feeds for cattle, poultry, shrimp, and fish. In addition, the company provides refined vegetable and vanaspati oil; and engages in oil trading and oil palm plantation business. Further, it is involved in real estate sales, development, and leasing activities; financial services business; and crop protection business. Additionally, the company provides milk and milk products; and hotel room, food and beverage sale, and banquet services. Furthermore, it is involved in poultry and cattle breeding; energy generation through windmills; and seeds related business. Godrej Industries Limited offers hair care, home care, pet care, and personal care products. The company provides business loan, plot, loan against property, and home loan. Godrej Industries Limited was formerly known as Godrej Soaps Limited and changed its name to Godrej Industries Limited in April 2001. The company was founded in 1897 and is based in Mumbai, India.",none,,,,,
GLAND.NS,Gland Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,37911.03,Large,2298.2,5.1,2091.47,1886.51,61.66,Bearish,Bullish,-1.53,41.25,39.05,32.5,-11.47,0.6201,0.497,30.68,3.64,2396.0,1573.6,-4.08,46.05,-23.33,32.5,36.37,Strong Bull,Recovering,22,6.0,-15.28,1.27,0.68,Falling,Golden Cross,30,-1.97,41.05,47.51,95.9,50.5,1.9,"Gland Pharma Limited engages in manufacturing and sale of injectable formulations in India, the United States, Europe, Canada, Australia, New Zealand, and internationally. It engages in research and development of pharmaceutical active pharmaceutical ingredient products, including synthesis of complex drug molecules, such as low molecular weight heparins, corticosteroids, peptides, and cytotoxic molecules. The company also offers its products for various therapeutic categories, such as anti- diabetic, anti-malarial, anti-infectives, anti-neoplastic, blood related, cardiac, gastro-intestinal, gynaecological, hormones, neuro/Cns, ophthal/otological, and other areas, as well as pain/analgesics, respiratory and pulmonology, and vitamins, minerals, and nutrients. In addition, it provides contract development, dossier compilation, technology transfer services. The company was incorporated in 1978 and is based in Hyderabad, India. Gland Pharma Limited operates as a subsidiary of Fosun Pharma Industrial Pte. Ltd.",none,,2189.5715,2645.0,1630.0,14.0
