Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
INFY.NS,Infosys Limited,Technology,Information Technology Services,480812.31,Large,1187.6,-0.83,1222.84,1387.34,48.9,Bullish,Bullish,0.71,-9.05,-24.77,-21.85,20.52,0.6881,0.109,26.54,2.81,1728.0,1089.0,-31.27,9.05,-35.2,-21.85,1.27,Strong Bear,Damaged,102,5.0,3.73,-0.93,1.16,Rising,Death Cross,79,5.66,-2.04,-13.02,77.0,99.8,0.77
ADANIPOWER.NS,Adani Power Limited,Utilities,Utilities - Independent Power Producers,435544.84,Large,225.85,-2.9,210.79,167.01,50.72,Bearish,Bullish,0.23,61.19,55.79,107.35,-27.26,1.1127,0.504,42.96,3.77,254.2,105.42,-11.15,114.24,-22.15,107.35,68.9,Strong Bull,Correcting,8,8.0,-20.17,1.3,1.15,Stable,Golden Cross,247,5.18,68.2,67.55,169.0,50.4,3.35
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,429193.04,Large,1788.8,0.37,1793.71,1736.27,44.21,Bearish,Bullish,-3.2,0.24,-0.35,8.33,-50.98,0.5553,0.08,19.57,2.04,1916.6,1548.0,-6.67,15.56,-13.23,8.33,25.27,Bull,Recovering,15,6.0,-3.28,-0.02,0.7,Falling,Golden Cross,147,1.75,7.25,11.41,72.5,55.0,1.32
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,Industrials,Marine Shipping,415864.61,Large,1805.0,-1.05,1686.75,1519.64,59.23,Bearish,Bullish,2.53,20.39,20.52,26.63,-38.04,1.4652,0.515,26.97,2.36,1842.8,1290.5,-2.05,39.87,-16.98,26.63,38.88,Strong Bull,Recovering,8,7.0,-4.27,0.76,0.81,Falling,Golden Cross,277,7.48,27.4,32.27,158.9,111.6,1.42
ADANIENT.NS,Adani Enterprises Limited,Energy,Thermal Coal,407480.3,Large,2970.0,-2.57,2569.44,2370.85,67.28,Bearish,Bullish,18.52,42.16,35.63,20.26,13.16,1.7006,0.824,34.17,2.94,3039.8,1753.0,-2.3,69.42,-34.28,20.26,16.12,Strong Bull,Recovering,2,5.0,4.47,1.04,1.09,Stable,Golden Cross,15,23.47,49.17,47.38,180.2,137.7,1.31
MARUTI.NS,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,405956.59,Large,12912.0,-1.06,13326.98,14007.44,41.6,Bearish,Bullish,-5.93,-10.43,-19.71,7.62,-30.57,1.0804,0.272,22.97,2.25,17370.0,12016.0,-25.66,7.46,-28.83,7.62,13.4,Strong Bear,Damaged,109,7.0,-2.45,-0.86,0.56,Falling,Death Cross,57,-0.98,-3.42,-7.96,95.9,77.8,1.23
AXISBANK.NS,Axis Bank Limited,Financial Services,Banks - Regional,394386.21,Large,1268.1,-0.33,1281.03,1252.29,47.53,Bearish,Bearish,-0.02,-6.0,-0.2,7.42,-6.0,1.2103,0.428,23.42,2.04,1418.3,1042.5,-10.59,21.64,-17.23,7.42,11.6,Bear,Correcting,73,7.0,1.98,-0.01,0.57,Falling,Golden Cross,174,4.93,1.0,11.55,122.4,101.4,1.21
KOTAKBANK.NS,Kotak Mahindra Bank Limited,Financial Services,Banks - Regional,375081.22,Large,377.1,-0.09,383.16,398.24,44.86,Bearish,Bullish,-0.97,-7.41,-12.14,-7.67,-26.68,1.0589,0.292,21.14,2.24,453.2,345.5,-16.79,9.15,-20.65,-7.67,-0.31,Strong Bear,Correcting,238,7.0,1.5,-0.57,0.76,Falling,Death Cross,62,3.98,-0.41,-0.39,108.8,109.7,0.99
TITAN.NS,Titan Company Limited,Consumer Cyclical,Luxury Goods,371884.84,Large,4192.4,-1.59,4202.65,4004.78,50.67,Bullish,Bearish,-7.02,-1.94,9.81,19.47,7.29,1.0386,0.225,23.17,2.45,4605.0,3303.1,-8.96,26.92,-11.27,19.47,15.28,Strong Bull,Recovering,37,7.0,-6.37,0.42,0.73,Falling,Golden Cross,274,-2.07,5.07,21.57,93.2,61.0,1.53
M&M.NS,Mahindra & Mahindra Limited,Consumer Cyclical,Auto Manufacturers,356146.09,Large,2966.0,-2.45,3138.78,3272.74,38.67,Bearish,Bearish,-10.94,-11.41,-18.73,-1.86,-7.68,1.495,0.338,26.98,2.74,3839.9,2896.0,-22.76,2.42,-22.91,-1.86,34.06,Strong Bear,Damaged,112,5.0,-7.14,-0.69,0.62,Falling,Death Cross,55,-5.99,-4.4,-6.97,143.0,126.8,1.13
NTPC.NS,NTPC Limited,Utilities,Utilities - Regulated Electric,351407.2,Large,362.4,0.21,383.42,361.33,29.2,Bearish,Bearish,-9.88,-4.14,13.06,13.32,6.88,0.604,0.266,18.3,2.44,414.4,315.55,-12.55,14.85,-11.84,13.32,30.7,Bull,Correcting,30,5.0,-8.5,0.71,0.99,Stable,Golden Cross,102,-4.94,2.87,24.82,78.0,56.0,1.39
ITC.NS,ITC Limited,Consumer Defensive,Tobacco,350136.02,Large,279.45,-0.45,295.15,331.28,34.67,Bearish,Bearish,-6.63,-7.84,-26.82,-29.71,1.7,0.5845,-0.08,19.03,1.92,428.55,275.2,-34.79,1.54,-31.96,-29.71,-8.01,Strong Bear,Damaged,259,2.0,-4.02,-1.41,0.94,Stable,Death Cross,344,-1.68,-0.84,-15.07,35.1,75.6,0.46
ONGC.NS,Oil and Natural Gas Corporation Limited,Energy,Oil & Gas Integrated,332937.09,Large,264.65,-0.04,279.51,260.4,32.84,Bearish,Bearish,-5.21,-4.23,12.86,17.58,12.73,0.1601,0.11,22.54,2.43,307.5,228.61,-13.93,15.76,-12.31,17.58,22.55,Bull,Correcting,28,6.0,-3.8,0.57,1.11,Stable,Golden Cross,159,-0.26,2.77,24.61,48.4,21.7,2.23
ULTRACEMCO.NS,UltraTech Cement Limited,Basic Materials,Building Materials,317556.13,Large,10795.0,-1.07,11550.84,11785.05,30.16,Bearish,Bearish,-9.67,-12.15,-6.87,-1.55,11.26,1.27,0.45,22.23,2.16,13110.0,10325.0,-17.66,4.55,-20.61,-1.55,12.55,Strong Bear,Correcting,78,5.0,-5.62,-0.31,0.58,Falling,Death Cross,54,-4.72,-5.14,4.89,116.8,108.7,1.07
HCLTECH.NS,HCL Technologies Limited,Technology,Information Technology Services,311501.78,Large,1151.3,-0.29,1238.3,1399.15,40.46,Bullish,Bullish,-3.93,-13.35,-27.96,-26.36,-38.07,0.766,0.048,25.36,2.65,1780.1,1103.4,-35.32,4.34,-33.77,-26.36,6.39,Strong Bear,Damaged,93,3.0,0.52,-1.1,0.92,Stable,Death Cross,72,1.02,-6.34,-16.2,83.0,112.3,0.74
JSWSTEEL.NS,JSW Steel Limited,Basic Materials,Steel,307690.63,Large,1260.7,-1.81,1261.55,1181.02,44.16,Bearish,Bullish,-1.34,1.01,10.24,29.81,-1.74,1.2338,0.574,23.31,2.1,1328.0,964.65,-5.07,30.69,-13.35,29.81,22.55,Strong Bull,Recovering,3,8.0,-1.68,0.44,0.68,Falling,Golden Cross,992,3.61,8.02,21.99,143.8,98.3,1.46
BEL.NS,Bharat Electronics Limited,Industrials,Aerospace & Defense,301857.32,Large,412.95,1.16,424.78,410.52,43.18,Bearish,Bearish,-6.08,-9.85,2.66,7.69,2.2,0.8631,0.237,25.35,2.24,473.45,361.2,-12.78,14.33,-15.63,7.69,57.65,Bull,Correcting,67,5.0,-2.8,0.1,0.9,Stable,Golden Cross,1533,-1.14,-2.84,14.42,95.0,73.7,1.29
COALINDIA.NS,Coal India Limited,Energy,Thermal Coal,286505.25,Large,464.9,-1.57,458.26,422.66,50.64,Bullish,Bullish,1.86,3.45,25.53,26.66,65.37,0.2932,-0.044,21.79,2.79,491.25,368.65,-5.36,26.11,-10.27,26.66,33.06,Strong Bull,Recovering,2,7.0,0.71,1.17,0.78,Falling,Golden Cross,184,6.81,10.46,37.28,72.4,34.9,2.07
BAJAJ-AUTO.NS,Bajaj Auto Limited,Consumer Cyclical,Auto Manufacturers,285722.91,Large,10231.0,-1.07,9991.68,9333.45,50.69,Bearish,Bullish,-3.14,5.82,15.27,24.23,-24.38,1.0072,0.681,21.77,2.25,10834.0,7858.5,-5.57,30.19,-13.37,24.23,34.63,Strong Bull,Recovering,8,9.0,-5.08,0.7,0.76,Falling,Golden Cross,200,1.81,12.83,27.03,109.0,70.3,1.55
HAL.NS,Hindustan Aeronautics Limited,Industrials,Aerospace & Defense,283426.84,Large,4238.0,0.5,4302.61,4313.02,41.83,Bearish,Bearish,-11.49,8.9,-3.68,-14.06,12.88,1.0235,0.49,26.78,2.6,5147.0,3479.1,-17.66,21.81,-30.99,-14.06,40.85,Strong Bear,Correcting,259,3.0,-14.46,-0.14,0.81,Falling,Death Cross,4,-6.54,15.9,8.08,92.6,99.9,0.93
POWERGRID.NS,Power Grid Corporation of India Limited,Utilities,Utilities - Regulated Electric,269996.52,Large,290.3,1.63,298.69,288.97,42.13,Bearish,Bearish,-7.53,-3.06,9.35,4.0,34.44,0.5743,0.173,20.0,2.38,324.95,250.0,-10.66,16.12,-13.82,4.0,22.32,Bull,Correcting,30,4.0,-6.51,0.47,1.21,Rising,Golden Cross,75,-2.59,3.95,21.11,76.2,63.4,1.2
NESTLEIND.NS,Nestlé India Limited,Consumer Defensive,Packaged Foods,269751.89,Large,1398.9,0.92,1380.68,1289.93,47.55,Bearish,Bearish,-5.63,11.83,13.25,18.12,-20.66,0.6922,0.441,20.09,2.06,1498.1,1084.7,-6.62,28.97,-11.96,18.12,9.84,Strong Bull,Recovering,23,5.0,-9.57,0.66,0.6,Falling,Golden Cross,197,-0.68,18.84,25.0,97.7,66.5,1.47
BAJAJFINSV.NS,Bajaj Finserv Ltd.,Financial Services,Financial Conglomerates,267686.2,Large,1674.6,-1.68,1781.89,1886.79,32.56,Bearish,Bearish,-7.9,-12.41,-18.15,-15.89,-19.14,1.276,0.34,22.04,2.21,2195.0,1597.0,-23.71,4.86,-25.03,-15.89,5.82,Strong Bear,Damaged,162,6.0,-3.76,-0.82,0.69,Falling,Death Cross,63,-2.96,-5.4,-6.4,112.8,124.9,0.9
DMART.NS,Avenue Supermarts Limited,Consumer Defensive,Discount Stores,265020.69,Large,4063.3,-1.95,4203.22,4123.5,37.54,Bearish,Bearish,-7.7,5.94,3.93,0.2,-18.58,0.6449,0.199,24.64,2.44,4949.5,3529.0,-17.9,15.14,-24.5,0.2,6.12,Bear,Correcting,197,5.0,-9.68,0.16,0.56,Falling,Golden Cross,37,-2.75,12.95,15.68,74.9,63.4,1.18
ASIANPAINT.NS,Asian Paints Limited,Basic Materials,Specialty Chemicals,254922.69,Large,2659.2,-1.02,2543.77,2514.02,60.23,Bearish,Bullish,2.28,16.23,-9.96,19.16,14.27,0.9571,0.303,23.53,2.31,2985.7,2115.0,-10.94,25.73,-28.54,19.16,-3.94,Bear,Correcting,132,6.0,-3.13,-0.42,0.74,Falling,Golden Cross,7,7.23,23.24,1.79,103.0,69.2,1.49
TATASTEEL.NS,Tata Steel Limited,Basic Materials,Steel,252829.32,Large,202.72,-1.96,208.11,189.73,38.32,Bearish,Bearish,-5.49,1.07,21.45,31.84,33.19,1.2122,0.733,26.84,2.41,224.4,149.8,-9.66,35.33,-14.85,31.84,27.27,Strong Bull,Recovering,17,6.0,-5.85,0.8,0.91,Stable,Golden Cross,275,-0.54,8.08,33.2,138.6,90.7,1.53
ADANIGREEN.NS,Adani Green Energy Limited,Utilities,Utilities - Renewable,245511.62,Large,1490.5,-2.31,1282.95,1103.69,64.99,Bearish,Bullish,9.94,68.5,47.2,50.16,-6.42,1.7663,1.166,41.85,3.64,1532.5,765.0,-2.74,94.84,-32.93,50.16,19.41,Strong Bull,Recovering,2,6.0,-12.89,1.13,0.99,Stable,Golden Cross,29,14.88,75.51,58.95,198.2,122.3,1.62
HINDALCO.NS,Hindalco Industries Limited,Basic Materials,Aluminum,237568.92,Large,1062.4,-2.76,1051.97,912.48,44.63,Bearish,Bearish,1.72,11.25,30.15,69.33,8.46,0.9036,0.809,26.9,2.86,1176.0,633.5,-9.66,67.7,-17.95,69.33,38.51,Strong Bull,Recovering,8,7.0,-2.03,1.12,1.04,Stable,Golden Cross,277,6.67,18.26,41.9,132.8,50.5,2.63
HINDZINC.NS,Hindustan Zinc Limited,Basic Materials,Other Industrial Metals & Mining,234927.74,Large,556.0,-1.91,604.63,553.51,28.29,Bearish,Bearish,-12.45,-4.95,12.24,23.18,-15.75,1.1531,0.652,37.66,3.3,733.0,413.5,-24.15,34.46,-32.94,23.18,26.65,Bull,Damaged,94,6.0,-10.8,0.33,0.88,Stable,Golden Cross,179,-7.51,2.06,24.0,127.5,78.7,1.62
ETERNAL.NS,Eternal Limited,Consumer Cyclical,Internet Retail,228284.33,Large,248.3,-3.2,249.75,264.89,49.18,Bullish,Bullish,-3.16,3.4,-16.61,4.46,-39.68,1.4349,0.261,33.91,3.12,368.45,212.6,-32.61,16.79,-39.13,4.46,57.67,Strong Bear,Damaged,168,5.0,-4.29,-0.49,0.81,Falling,Death Cross,74,1.79,10.41,-4.85,128.4,105.9,1.21
SHRIRAMFIN.NS,Shriram Finance Limited,Financial Services,Credit Services,210966.54,Large,896.65,-2.89,955.42,887.11,37.51,Bearish,Bearish,-11.02,-13.74,8.28,39.79,-1.45,1.9672,0.589,34.76,3.03,1108.0,566.5,-19.07,58.28,-21.05,39.79,52.22,Strong Bull,Correcting,72,8.0,-6.44,0.24,0.62,Falling,Golden Cross,823,-6.08,-6.73,20.03,205.1,136.8,1.5
GRASIM.NS,Grasim Industries Limited,Basic Materials,Building Materials,206849.49,Large,3050.1,-1.22,2941.67,2811.41,54.83,Bearish,Bullish,2.75,11.97,12.12,19.93,25.16,1.1331,0.326,21.73,2.04,3197.5,2502.5,-4.61,21.88,-14.45,19.93,21.61,Strong Bull,Recovering,10,5.0,-1.24,0.56,0.93,Stable,Golden Cross,24,7.69,18.98,23.88,132.1,95.2,1.39
EICHERMOT.NS,Eicher Motors Limited,Consumer Cyclical,Auto Manufacturers,193520.76,Large,7050.0,-0.28,7150.03,6890.93,45.62,Bearish,Bullish,-3.46,-9.09,-0.44,33.38,-8.65,1.2174,0.272,25.58,2.38,8230.0,5219.5,-14.34,35.07,-19.58,33.38,26.24,Bull,Correcting,72,8.0,-0.43,-0.02,0.79,Falling,Golden Cross,808,1.49,-2.08,11.31,126.2,74.8,1.69
IOC.NS,Indian Oil Corporation Limited,Energy,Oil & Gas Refining & Marketing,191484.0,Large,135.6,-1.92,143.3,148.03,40.72,Bearish,Bearish,-6.28,-19.95,-13.77,2.51,29.44,1.0968,0.786,25.24,2.52,188.96,130.22,-28.24,4.13,-28.8,2.51,23.09,Strong Bear,Damaged,72,5.0,0.37,-0.55,0.97,Stable,Death Cross,29,-1.33,-12.95,-2.01,112.8,97.6,1.16
WIPRO.NS,Wipro Limited,Technology,Information Technology Services,190672.86,Large,181.76,-8.37,201.39,221.01,31.22,Bearish,Bearish,-8.16,-7.11,-26.79,-22.78,39.37,0.7111,0.357,24.79,3.44,273.1,181.0,-33.45,0.42,-31.62,-22.78,0.55,Strong Bear,Damaged,120,6.0,-5.79,-1.08,1.3,Rising,Death Cross,89,-3.21,-0.11,-15.04,80.2,105.0,0.76
ADANIENSOL.NS,Adani Energy Solutions Limited,Utilities,Utilities - Independent Power Producers,188649.44,Large,1570.4,-0.54,1334.1,1094.58,69.58,Bullish,Bullish,16.02,58.96,61.98,83.34,1.41,1.5801,0.849,37.53,4.02,1614.8,744.9,-2.75,110.82,-23.18,83.34,25.74,Strong Bull,Recovering,2,8.0,-3.63,1.65,0.8,Falling,Golden Cross,170,20.96,65.97,73.73,199.9,99.1,2.02
SBILIFE.NS,SBI Life Insurance Company Limited,Financial Services,Insurance - Life,176999.59,Large,1764.4,-1.03,1861.05,1883.29,34.61,Bearish,Bearish,-5.75,-9.16,-10.44,-0.48,-51.32,0.8471,0.335,19.27,2.02,2132.0,1720.0,-17.24,2.58,-16.25,-0.48,15.11,Strong Bear,Correcting,75,7.0,-2.7,-0.54,0.7,Falling,Death Cross,18,-0.81,-2.15,1.31,82.4,76.9,1.07
VBL.NS,Varun Beverages Limited,Consumer Defensive,Beverages - Non-Alcoholic,176606.6,Large,522.15,-0.22,497.85,479.95,54.99,Bearish,Bullish,2.61,17.4,9.59,10.41,-34.35,1.1505,0.246,28.77,2.58,544.4,381.0,-4.09,37.05,-26.8,10.41,18.35,Strong Bull,Recovering,12,6.0,-3.19,0.33,0.71,Falling,Golden Cross,15,7.56,24.41,21.35,123.6,96.5,1.28
DIVISLAB.NS,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,173112.06,Large,6521.0,-1.54,6535.85,6328.8,43.15,Bearish,Bullish,-2.82,3.25,1.61,0.18,31.52,0.6249,0.217,21.79,2.27,7071.5,5636.5,-7.78,15.69,-18.16,0.18,26.54,Bull,Correcting,238,4.0,-3.9,0.07,1.02,Stable,Golden Cross,27,2.12,10.25,13.37,78.6,70.7,1.11
INDIGO.NS,InterGlobe Aviation Limited,Industrials,Airlines,168571.08,Large,4359.7,-2.71,4454.51,4819.13,45.69,Bullish,Bullish,-3.6,-0.76,-23.48,-18.11,-35.09,1.7207,0.606,32.08,2.91,6232.5,3895.2,-30.05,11.92,-35.94,-18.11,24.17,Strong Bear,Damaged,208,5.0,-3.35,-0.73,0.59,Falling,Death Cross,112,1.34,6.25,-11.73,138.2,146.5,0.94
SOLARINDS.NS,Solar Industries India Limited,Basic Materials,Specialty Chemicals,163913.69,Large,18114.0,-1.77,16483.88,14472.05,60.65,Bearish,Bullish,12.47,23.47,36.12,11.24,60.28,0.977,0.202,31.06,2.7,18874.0,11646.0,-4.03,55.54,-33.07,11.24,69.02,Strong Bull,Recovering,8,5.0,4.65,1.16,1.01,Stable,Golden Cross,70,17.42,30.48,47.88,102.9,73.7,1.4
ICICIAMC.NS,ICICI PRUDENTIAL AMC LTD,Financial Services,Asset Management,159818.5,Large,3233.5,-0.48,3223.18,2931.13,46.4,Bearish,Bullish,0.01,7.49,,,-36.8,1.2169,,37.24,3.53,3611.0,2530.0,-10.45,27.81,-14.59,,,Bear,Correcting,7,4.0,-2.49,,0.86,Stable,Golden Cross,120,4.96,14.5,,148.4,63.5,2.34
BSE.NS,BSE Limited,Financial Services,Financial Data & Stock Exchanges,159072.65,Large,3916.8,0.95,3731.26,3014.56,48.38,Bearish,Bearish,0.24,41.84,42.37,41.66,7.1,1.6011,0.266,40.27,3.69,4446.8,2021.5,-11.92,93.76,-32.12,41.66,181.88,Bull,Correcting,9,5.0,-13.71,1.05,0.89,Stable,Golden Cross,770,5.19,48.85,54.13,190.5,116.3,1.64
TVSMOTOR.NS,TVS Motor Company Limited,Consumer Cyclical,Auto Manufacturers,157661.06,Large,3317.6,-1.96,3487.16,3436.29,40.31,Bullish,Bearish,-10.22,-12.81,-8.33,21.29,57.59,1.2543,0.041,25.88,2.81,3970.0,2655.1,-16.43,24.95,-16.67,21.29,38.91,Strong Bear,Correcting,72,7.0,-5.95,-0.32,0.75,Falling,Golden Cross,309,-5.27,-5.8,3.42,138.7,100.6,1.38
POWERINDIA.NS,Hitachi Energy India Limited,Industrials,Electrical Equipment & Parts,156047.85,Large,35010.0,-5.04,32291.05,24681.54,52.1,Bearish,Bullish,2.96,38.35,60.23,79.76,21.94,0.7946,0.534,43.79,4.16,38785.0,16111.0,-9.73,117.3,-28.75,79.76,109.45,Strong Bull,Recovering,7,6.0,-9.82,1.38,1.19,Rising,Golden Cross,852,7.9,45.36,71.98,104.6,7.7,13.58
IDEA.NS,Vodafone Idea Limited,Communication Services,Telecom Services,156013.97,Large,14.4,-3.68,12.21,10.46,70.53,Bearish,Bullish,28.11,40.9,36.49,112.7,35.05,1.5555,0.45,49.56,3.35,15.09,6.12,-4.57,135.29,-29.27,112.7,26.88,Strong Bull,Recovering,2,8.0,14.48,0.74,0.93,Stable,Golden Cross,162,33.06,47.91,48.25,227.5,100.0,2.28
CUMMINSIND.NS,Cummins India Limited,Industrials,Specialty Industrial Machinery,155523.06,Large,5610.5,-3.0,5299.97,4564.95,54.31,Bearish,Bullish,3.88,17.1,24.85,71.43,-4.98,0.9924,0.559,27.13,3.02,6100.0,3212.2,-8.02,74.66,-14.61,71.43,52.44,Strong Bull,Recovering,8,8.0,-1.82,0.92,1.28,Rising,Golden Cross,254,8.83,24.1,36.61,143.2,56.2,2.55
HYUNDAI.NS,HYUNDAI MOTOR INDIA LTD,Consumer Cyclical,Auto Manufacturers,153952.16,Large,1894.7,-0.99,1891.72,2046.73,53.64,Bullish,Bullish,2.26,-11.23,-20.56,4.98,180.89,0.8069,0.7351,30.15,2.96,2890.0,1658.0,-34.44,14.28,-39.79,4.98,,Strong Bear,Damaged,187,4.0,6.0,-0.68,0.81,Falling,Death Cross,62,7.21,-4.22,-8.81,80.6,64.0,1.26
JIOFIN.NS,Jio Financial Services Limited,Financial Services,Asset Management,151119.5,Large,228.86,-3.39,241.38,265.32,38.05,Bearish,Bearish,-8.21,-5.86,-23.97,-19.26,-52.37,1.5264,0.566,26.85,2.47,338.6,223.3,-32.41,2.49,-32.78,-19.26,,Strong Bear,Damaged,220,4.0,-6.26,-0.89,0.67,Falling,Death Cross,104,-3.27,1.15,-12.21,140.3,153.6,0.91
TORNTPHARM.NS,Torrent Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,149267.98,Large,4410.4,-0.24,4316.38,3975.8,52.65,Bearish,Bullish,0.88,1.51,19.58,42.2,69.13,0.3795,0.145,20.34,2.73,4712.9,3132.7,-6.42,40.79,-10.32,42.2,40.15,Strong Bull,Recovering,10,7.0,0.38,0.96,1.12,Stable,Golden Cross,1022,5.82,8.52,31.33,64.0,12.8,5.0
