Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1844882.02,Large,1363.3,-0.12,1388.83,1419.31,49.43,Bullish,Bearish,-2.28,-6.16,-0.85,15.47,26.28,0.9664,0.22,20.68,2.38,1611.8,1267.0,-15.42,7.6,-18.07,15.47,9.47,Strong Bear,Correcting,77,7.0,-0.23,-0.04,1.24,Rising,Death Cross,27,-6.36,-0.63,2.79,113.4,105.2,1.08
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,1224456.9,Large,795.45,-0.56,839.25,910.91,46.7,Bullish,Bearish,-5.37,-15.14,-18.58,-8.65,82.8,1.1484,0.487,18.99,3.01,1020.5,726.65,-22.05,9.47,-27.78,-8.65,1.61,Strong Bear,Damaged,188,6.0,-0.32,-0.98,1.51,Rising,Death Cross,47,-9.46,-9.61,-14.94,97.2,119.5,0.81
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,1124546.59,Large,1846.1,-0.04,1886.25,1919.16,48.53,Bullish,Bearish,3.2,-8.92,-5.57,8.51,12.4,0.7168,0.017,19.03,2.2,2174.5,1746.9,-15.1,5.68,-17.61,8.51,35.45,Strong Bear,Correcting,107,5.0,6.17,-0.29,1.1,Stable,Death Cross,20,-0.88,-3.39,-1.93,87.3,84.8,1.03
SBIN.NS,State Bank of India,Financial Services,Banks - Regional,1022613.99,Large,1107.85,2.55,1073.17,978.76,58.5,Bullish,Bullish,3.86,7.72,25.47,52.26,27.44,0.9611,0.459,21.11,2.97,1234.7,755.5,-10.27,46.64,-20.23,52.26,30.96,Strong Bull,Correcting,40,10.0,1.29,1.21,1.05,Stable,Golden Cross,245,-0.23,13.25,29.11,118.4,72.9,1.62
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,971608.74,Large,1356.2,0.7,1318.23,1350.43,61.28,Bullish,Bullish,6.54,-5.62,-1.68,5.06,31.17,0.9251,0.288,18.55,2.5,1500.0,1187.6,-9.59,14.2,-18.37,5.06,17.34,Bull,Correcting,193,6.0,8.41,-0.09,1.24,Rising,Death Cross,27,2.46,-0.1,1.96,83.8,85.4,0.98
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,933321.87,Large,2579.6,-0.07,2618.45,2958.14,55.47,Bullish,Bullish,7.07,-19.63,-12.33,-17.8,9.87,0.7603,0.272,21.58,2.39,3630.5,2346.2,-28.95,9.95,-32.68,-17.8,-3.6,Strong Bear,Damaged,245,7.0,13.61,-0.57,0.95,Stable,Death Cross,299,2.99,-14.1,-8.69,69.4,101.8,0.68
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,570505.14,Large,917.75,1.05,913.83,936.06,54.63,Bullish,Bullish,4.51,-3.29,-11.48,5.7,45.34,1.3985,0.314,29.31,3.45,1102.5,787.9,-16.76,16.48,-26.74,5.7,16.9,Strong Bear,Correcting,127,6.0,5.61,-0.39,1.27,Rising,Death Cross,20,0.43,2.23,-7.84,132.5,136.0,0.97
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,557268.6,Large,4051.0,-1.1,3878.41,3826.95,59.18,Bullish,Bullish,16.76,4.21,7.47,33.88,17.9,1.3408,0.425,24.83,3.18,4440.0,3225.1,-8.76,25.61,-24.35,33.88,23.48,Strong Bull,Recovering,40,8.0,15.36,0.3,1.17,Rising,Golden Cross,232,12.68,9.74,11.11,137.2,110.6,1.24
INFY.NS,Infosys Limited,Technology,Information Technology Services,531161.78,Large,1312.6,-0.46,1350.02,1473.99,50.58,Bullish,Bullish,5.02,-17.91,-10.75,-3.72,-13.25,0.8146,0.198,25.12,2.72,1728.0,1215.1,-24.04,8.02,-27.75,-3.72,1.0,Strong Bear,Damaged,67,7.0,10.99,-0.43,1.01,Stable,Death Cross,44,0.94,-12.38,-7.11,90.6,103.1,0.88
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,524387.46,Large,2231.5,-0.42,2208.09,2333.15,58.85,Bullish,Bullish,2.56,-6.61,-9.78,-3.29,32.75,0.5746,0.359,19.65,2.42,2750.0,2022.5,-18.85,10.33,-23.18,-3.29,-1.62,Strong Bear,Correcting,169,6.0,4.76,-0.5,1.18,Rising,Death Cross,92,-1.52,-1.09,-6.14,54.0,62.8,0.86
LICI.NS,Life Insurance Corporation of India,Financial Services,Insurance - Life,523773.04,Large,828.1,-1.67,810.34,849.1,57.65,Bullish,Bullish,6.53,-0.44,-7.71,9.3,110.39,1.0766,0.545,24.85,2.83,980.0,721.5,-15.5,14.77,-24.42,9.3,14.11,Strong Bear,Correcting,210,5.0,6.68,-0.31,1.27,Rising,Death Cross,87,2.44,5.09,-4.07,92.5,88.0,1.05
MARUTI.NS,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,422871.43,Large,13450.0,-0.02,13799.04,14343.85,52.05,Bullish,Bullish,5.43,-18.12,-17.6,18.66,36.0,1.0181,0.273,23.21,2.94,17370.0,11289.0,-22.57,19.14,-28.83,18.66,18.85,Strong Bear,Damaged,74,9.0,11.47,-0.76,1.13,Stable,Death Cross,22,1.35,-12.59,-13.96,90.2,74.7,1.21
AXISBANK.NS,Axis Bank Limited,Financial Services,Banks - Regional,421100.34,Large,1354.7,-0.32,1290.77,1239.58,61.64,Bullish,Bullish,11.53,7.35,13.88,27.71,24.34,1.2712,0.435,24.3,2.74,1418.3,1042.5,-4.48,29.95,-17.23,27.71,16.93,Strong Bull,Recovering,38,8.0,9.08,0.57,1.18,Rising,Golden Cross,139,7.44,12.87,17.52,128.1,107.0,1.2
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,400353.03,Large,1668.6,-0.41,1725.36,1705.1,39.42,Bearish,Bearish,-6.43,-2.85,0.66,1.98,37.54,0.4627,0.111,19.07,2.54,1851.2,1548.0,-9.86,7.79,-14.83,1.98,20.86,Bull,Recovering,28,5.0,-5.48,0.03,1.1,Stable,Golden Cross,112,-10.51,2.68,4.3,59.9,62.4,0.96
TITAN.NS,Titan Company Limited,Consumer Cyclical,Luxury Goods,400323.51,Large,4513.0,-0.29,4212.18,3910.28,62.55,Bullish,Bullish,10.32,6.46,27.72,42.61,109.06,0.8696,0.233,21.36,2.77,4554.0,3245.5,-0.9,39.05,-11.27,42.61,22.02,Strong Bull,At High,2,8.0,8.17,1.3,1.44,Rising,Golden Cross,239,6.24,11.99,31.36,84.7,43.9,1.93
ADANIPOWER.NS,Adani Power Limited,Utilities,Utilities - Independent Power Producers,387294.53,Large,200.83,1.17,158.35,142.26,86.92,Bullish,Bullish,30.36,40.07,30.05,97.49,122.64,1.1295,0.154,42.57,3.72,207.5,101.0,-3.21,98.84,-22.15,97.49,70.09,Strong Bull,Recovering,0,9.0,17.0,0.71,0.8,Falling,Golden Cross,212,26.27,45.6,33.69,156.3,71.1,2.2
M&M.NS,Mahindra & Mahindra Limited,Consumer Cyclical,Auto Manufacturers,386837.56,Large,3221.6,0.67,3258.68,3338.85,52.44,Bullish,Bearish,6.11,-12.01,-6.88,28.71,6.21,1.4365,0.402,27.3,3.07,3839.9,2665.9,-16.1,20.84,-22.91,28.71,41.61,Strong Bear,Correcting,77,7.0,10.11,-0.25,1.18,Rising,Death Cross,20,2.03,-6.49,-3.24,151.0,130.6,1.16
HCLTECH.NS,HCL Technologies Limited,Technology,Information Technology Services,386448.36,Large,1428.3,-0.97,1441.27,1516.62,52.59,Bullish,Bullish,7.5,-13.59,-2.98,7.13,12.95,0.8716,0.175,24.07,2.81,1780.1,1297.7,-19.76,10.06,-24.16,7.13,14.0,Strong Bear,Correcting,58,6.0,12.03,-0.12,0.99,Stable,Death Cross,37,3.42,-8.07,0.66,103.0,102.8,1.0
NTPC.NS,NTPC Limited,Utilities,Utilities - Regulated Electric,385927.32,Large,398.0,1.12,372.31,349.16,66.61,Bullish,Bullish,4.08,18.68,18.35,16.93,5.53,0.7055,0.298,18.54,2.46,400.85,315.55,-0.71,26.13,-11.0,16.93,35.28,Strong Bull,At High,0,6.0,-2.15,0.99,0.92,Stable,Golden Cross,67,-0.0,24.2,21.99,82.1,68.8,1.19
