Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
INFY.NS,Infosys Limited,Technology,Information Technology Services,472650.98,Large,1167.7,-0.07,1233.93,1405.34,45.19,Bullish,Bullish,-0.22,-14.8,-24.0,-23.35,-25.14,0.706,0.127,25.41,2.5,1728.0,1089.0,-32.42,7.23,-35.2,-23.35,-0.01,Strong Bear,Damaged,92,5.0,4.71,-0.94,0.94,Stable,Death Cross,70,-0.29,-7.42,-16.3,74.3,102.0,0.73
ADANIPOWER.NS,Adani Power Limited,Utilities,Utilities - Independent Power Producers,471568.64,Large,244.53,4.78,199.87,160.46,74.7,Bearish,Bullish,12.14,74.1,61.45,121.8,-27.79,1.0658,0.497,42.53,3.57,245.7,105.42,-0.48,131.96,-22.15,121.8,72.51,Strong Bull,At High,0,9.0,-12.56,1.44,1.09,Stable,Golden Cross,237,12.08,81.49,69.15,164.1,43.9,3.74
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,441669.6,Large,1840.8,0.01,1791.17,1730.17,53.83,Bearish,Bullish,6.19,7.44,4.24,7.34,-25.09,0.536,0.097,19.72,2.16,1916.6,1548.0,-3.95,18.91,-13.23,7.34,24.8,Strong Bull,Recovering,5,7.0,3.71,0.22,0.75,Falling,Golden Cross,137,6.12,14.82,11.94,73.0,57.0,1.28
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,Industrials,Marine Shipping,417293.06,Large,1811.2,0.46,1634.19,1492.46,68.06,Bearish,Bullish,11.22,19.69,21.47,31.45,-12.84,1.474,0.504,27.11,2.4,1823.9,1290.5,-0.7,40.35,-16.98,31.45,39.37,Strong Bull,At High,0,7.0,4.66,0.79,0.85,Stable,Golden Cross,268,11.15,27.07,29.17,158.8,113.1,1.4
MARUTI.NS,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,415262.91,Large,13208.0,0.29,13430.92,14093.26,49.51,Bearish,Bullish,-0.11,-11.37,-16.41,5.83,-25.93,1.0704,0.309,22.9,2.25,17370.0,12016.0,-23.96,9.92,-28.83,5.83,15.62,Strong Bear,Damaged,100,8.0,3.68,-0.72,0.67,Falling,Death Cross,47,-0.17,-3.99,-8.71,92.6,79.1,1.17
ADANIENT.NS,Adani Enterprises Limited,Energy,Thermal Coal,407074.48,Large,2969.3,4.2,2397.74,2314.94,81.07,Bullish,Bullish,27.89,37.68,21.39,18.81,8.25,1.702,0.765,33.98,3.12,2979.4,1753.0,-0.34,69.38,-34.28,18.81,15.87,Strong Bull,At High,0,5.0,15.33,0.63,1.05,Stable,Golden Cross,5,27.82,45.06,29.09,175.0,139.5,1.25
AXISBANK.NS,Axis Bank Limited,Financial Services,Banks - Regional,404030.99,Large,1299.3,-0.91,1284.46,1250.23,55.36,Bullish,Bearish,-1.88,-4.22,1.1,8.57,-12.87,1.2366,0.45,23.42,2.2,1418.3,1042.5,-8.39,24.63,-17.23,8.57,14.58,Strong Bull,Correcting,64,8.0,-0.47,0.05,0.66,Falling,Golden Cross,165,-1.95,3.16,8.8,126.0,107.5,1.17
KOTAKBANK.NS,Kotak Mahindra Bank Limited,Financial Services,Banks - Regional,386569.37,Large,388.65,-1.07,383.96,399.8,55.94,Bullish,Bullish,3.14,-6.66,-7.41,-6.07,-11.53,1.0623,0.308,21.12,2.41,453.2,345.5,-14.24,12.49,-20.65,-6.07,0.03,Bear,Correcting,229,8.0,5.36,-0.35,0.8,Falling,Death Cross,52,3.08,0.72,0.3,105.9,109.1,0.97
ITC.NS,ITC Limited,Consumer Defensive,Tobacco,377951.41,Large,301.65,-0.76,308.58,344.94,43.03,Bearish,Bullish,-0.72,-7.47,-24.04,-27.56,-12.28,0.5928,-0.024,19.03,1.66,444.2,287.0,-32.09,5.1,-32.46,-27.56,-6.26,Strong Bear,Damaged,260,2.0,1.77,-1.26,1.03,Stable,Death Cross,335,-0.79,-0.09,-16.34,35.0,74.4,0.47
NTPC.NS,NTPC Limited,Utilities,Utilities - Regulated Electric,377879.11,Large,389.7,-0.09,387.1,359.95,47.26,Bearish,Bullish,-5.0,7.3,20.22,15.55,-37.2,0.6043,0.315,17.79,2.01,414.4,315.55,-5.96,23.5,-7.91,15.55,33.82,Strong Bull,Recovering,20,6.0,-7.43,1.14,0.73,Falling,Golden Cross,92,-5.06,14.68,27.93,82.1,57.1,1.44
M&M.NS,Mahindra & Mahindra Limited,Consumer Cyclical,Auto Manufacturers,373112.86,Large,3107.3,-1.01,3186.57,3295.47,46.65,Bearish,Bullish,0.16,-9.46,-16.4,1.34,-7.63,1.4829,0.383,26.99,2.73,3839.9,2896.0,-19.08,7.3,-22.91,1.34,37.3,Strong Bear,Correcting,102,7.0,3.31,-0.61,0.74,Falling,Death Cross,45,0.09,-2.07,-8.69,142.8,130.7,1.09
TITAN.NS,Titan Company Limited,Consumer Cyclical,Luxury Goods,364211.89,Large,4105.9,-1.28,4229.53,3992.3,42.19,Bearish,Bearish,-7.56,-2.2,5.21,15.02,7.2,1.0323,0.291,22.83,2.61,4605.0,3303.1,-10.84,24.3,-11.27,15.02,15.79,Bull,Correcting,27,7.0,-6.83,0.23,1.05,Stable,Golden Cross,265,-7.63,5.18,12.92,87.3,62.8,1.39
ONGC.NS,Oil and Natural Gas Corporation Limited,Energy,Oil & Gas Integrated,361683.04,Large,287.5,0.89,284.82,259.74,47.22,Bearish,Bullish,0.56,4.68,18.63,21.87,-15.8,0.1609,0.191,22.06,2.37,307.5,228.61,-6.5,25.76,-9.44,21.87,27.59,Strong Bull,Recovering,19,7.0,-1.0,0.84,1.06,Stable,Golden Cross,150,0.49,12.06,26.34,49.1,18.7,2.63
ULTRACEMCO.NS,UltraTech Cement Limited,Basic Materials,Building Materials,341913.37,Large,11623.0,-0.88,11703.69,11838.14,49.08,Bearish,Bearish,-3.22,-8.39,-1.11,0.26,-15.6,1.2651,0.489,22.21,2.13,13110.0,10325.0,-11.34,12.57,-20.61,0.26,16.36,Strong Bear,Correcting,69,7.0,-0.42,-0.05,0.6,Falling,Death Cross,45,-3.29,-1.01,6.6,115.9,109.1,1.06
JSWSTEEL.NS,JSW Steel Limited,Basic Materials,Steel,315720.34,Large,1293.6,0.33,1246.97,1170.2,59.57,Bearish,Bullish,0.85,5.31,10.56,29.59,-20.82,1.2335,0.6,23.28,1.98,1314.0,962.15,-1.55,34.45,-13.35,29.59,21.13,Strong Bull,At High,8,9.0,-0.92,0.45,0.51,Falling,Golden Cross,983,0.78,12.69,18.27,142.7,102.2,1.4
HCLTECH.NS,HCL Technologies Limited,Technology,Information Technology Services,314369.77,Large,1161.9,-0.33,1264.53,1419.95,37.24,Bullish,Bearish,-5.4,-18.36,-27.51,-26.65,-46.35,0.7928,0.066,24.56,2.45,1780.1,1103.4,-34.73,5.3,-33.77,-26.65,6.97,Strong Bear,Damaged,84,4.0,0.72,-1.12,0.64,Falling,Death Cross,63,-5.46,-10.98,-19.81,81.7,114.7,0.71
BEL.NS,Bharat Electronics Limited,Industrials,Aerospace & Defense,307083.82,Large,420.1,-0.41,430.73,410.46,43.55,Bearish,Bearish,-3.56,-3.09,-0.26,10.41,-22.96,0.8481,0.304,25.28,2.42,473.45,361.2,-11.27,16.31,-15.63,10.41,59.05,Bear,Correcting,57,5.0,-2.53,-0.01,0.82,Falling,Golden Cross,1524,-3.62,4.29,7.44,97.5,70.4,1.38
HAL.NS,Hindustan Aeronautics Limited,Industrials,Aerospace & Defense,296113.51,Large,4427.7,0.04,4312.73,4315.74,52.48,Bearish,Bearish,2.72,7.14,-5.35,-10.43,2.33,0.9936,0.545,26.67,2.7,5147.0,3479.1,-13.98,27.27,-30.99,-10.43,45.67,Bear,Correcting,250,4.0,0.34,-0.2,1.03,Stable,Death Cross,107,2.66,14.52,2.36,94.4,97.2,0.97
BAJAJ-AUTO.NS,Bajaj Auto Limited,Consumer Cyclical,Auto Manufacturers,295832.57,Large,10593.0,0.97,9957.15,9362.96,61.22,Bearish,Bullish,9.64,8.88,17.97,25.02,16.09,0.9992,0.706,21.94,2.43,10785.0,7858.5,-1.78,34.8,-13.37,25.02,36.29,Strong Bull,At High,12,9.0,6.68,0.82,0.92,Stable,Golden Cross,190,9.57,16.26,25.67,111.8,73.9,1.51
BAJAJFINSV.NS,Bajaj Finserv Ltd.,Financial Services,Financial Conglomerates,287843.39,Large,1800.7,-0.37,1798.93,1900.05,54.47,Bullish,Bullish,1.61,-11.44,-14.07,-11.57,-31.03,1.2893,0.357,22.1,2.16,2195.0,1597.0,-17.96,12.76,-25.03,-11.57,9.48,Strong Bear,Correcting,153,7.0,5.42,-0.64,0.71,Falling,Death Cross,54,1.54,-4.05,-6.37,118.0,125.2,0.94
COALINDIA.NS,Coal India Limited,Energy,Thermal Coal,282345.39,Large,458.15,0.03,453.51,418.3,49.25,Bearish,Bullish,1.25,10.09,22.27,20.97,-16.17,0.3082,0.003,21.44,2.51,491.25,368.65,-6.74,24.28,-10.27,20.97,33.18,Strong Bull,Recovering,18,6.0,-2.11,1.04,0.72,Falling,Golden Cross,175,1.18,17.47,29.98,68.3,39.1,1.75
NESTLEIND.NS,Nestlé India Limited,Consumer Defensive,Packaged Foods,275478.98,Large,1428.6,1.06,1371.62,1279.32,55.8,Bearish,Bullish,0.8,11.74,12.28,20.57,-19.12,0.7209,0.489,20.32,2.03,1498.1,1084.7,-4.64,31.7,-11.96,20.57,10.68,Strong Bull,Recovering,14,6.0,-3.11,0.6,0.61,Falling,Golden Cross,188,0.73,19.12,19.99,103.4,71.0,1.46
HINDZINC.NS,Hindustan Zinc Limited,Basic Materials,Other Industrial Metals & Mining,273547.16,Large,647.4,2.03,602.25,547.96,62.61,Bearish,Bullish,4.97,12.86,39.62,52.09,-6.88,1.1095,0.664,37.16,2.82,733.0,413.5,-11.68,56.57,-32.94,52.09,33.2,Bull,Correcting,85,7.0,0.68,1.07,0.73,Falling,Golden Cross,170,4.91,20.24,47.33,134.2,63.7,2.11
POWERGRID.NS,Power Grid Corporation of India Limited,Utilities,Utilities - Regulated Electric,272089.17,Large,292.55,-0.95,302.88,288.94,33.13,Bearish,Bearish,-8.83,-0.71,6.72,2.01,-35.42,0.5952,0.24,19.8,2.22,324.95,250.0,-9.97,17.02,-13.82,2.01,22.63,Strong Bull,Recovering,20,5.0,-8.59,0.34,0.86,Stable,Golden Cross,65,-8.9,6.67,14.43,79.1,72.2,1.1
DMART.NS,Avenue Supermarts Limited,Consumer Defensive,Discount Stores,267621.94,Large,4103.6,0.16,4245.51,4125.21,33.39,Bearish,Bearish,-8.95,7.03,0.46,-0.22,-62.3,0.6459,0.285,24.48,2.35,4949.5,3529.0,-17.09,16.28,-24.5,-0.22,4.61,Bear,Correcting,188,5.0,-11.29,0.02,0.66,Falling,Golden Cross,27,-9.02,14.41,8.16,77.6,70.3,1.1
TATASTEEL.NS,Tata Steel Limited,Basic Materials,Steel,262494.98,Large,210.47,0.12,207.4,187.83,49.81,Bearish,Bearish,-1.31,2.46,22.04,33.25,-2.1,1.1995,0.791,26.54,2.2,224.4,149.8,-6.21,40.5,-14.85,33.25,26.89,Strong Bull,Recovering,8,7.0,-2.13,0.83,0.72,Falling,Golden Cross,265,-1.38,9.84,29.74,140.9,91.7,1.54
ASIANPAINT.NS,Asian Paints Limited,Basic Materials,Specialty Chemicals,253753.14,Large,2647.0,-0.41,2491.53,2499.87,65.22,Bullish,Bullish,6.51,10.25,-7.44,15.71,-34.89,0.9612,0.284,23.52,2.24,2985.7,2115.0,-11.34,25.15,-28.54,15.71,-2.92,Bear,Correcting,122,7.0,3.09,-0.32,0.85,Stable,Death Cross,65,6.44,17.64,0.26,101.0,74.1,1.36
HINDALCO.NS,Hindalco Industries Limited,Basic Materials,Aluminum,246826.59,Large,1103.8,0.38,1020.96,892.43,62.28,Bullish,Bullish,3.96,21.88,38.01,67.71,-24.57,0.8948,0.818,26.43,2.61,1119.8,618.0,-1.43,78.61,-17.95,67.71,36.2,Strong Bull,At High,2,8.0,-3.33,1.44,0.91,Stable,Golden Cross,268,3.89,29.26,45.71,132.8,56.1,2.37
ADANIGREEN.NS,Adani Green Energy Limited,Utilities,Utilities - Renewable,240059.47,Large,1457.4,3.28,1202.42,1069.32,72.85,Bearish,Bullish,18.52,49.25,37.49,46.25,-33.17,1.775,1.147,41.2,3.74,1471.0,765.0,-0.92,90.51,-32.93,46.25,15.51,Strong Bull,At High,0,6.0,2.1,0.91,0.89,Stable,Golden Cross,20,18.45,56.63,45.2,200.7,131.8,1.52
ETERNAL.NS,Eternal Limited,Consumer Cyclical,Internet Retail,230003.6,Large,250.17,1.01,248.87,266.23,53.44,Bearish,Bullish,-2.58,-9.8,-18.29,5.1,-15.34,1.4196,0.276,34.53,3.13,368.45,212.6,-32.1,17.67,-39.13,5.1,69.63,Strong Bear,Damaged,159,6.0,0.69,-0.53,0.82,Falling,Death Cross,65,-2.64,-2.42,-10.58,121.9,98.5,1.24
SHRIRAMFIN.NS,Shriram Finance Limited,Financial Services,Credit Services,224024.75,Large,952.15,-1.02,968.12,883.3,48.54,Bullish,Bearish,-2.31,-9.72,15.19,46.24,-36.13,1.9521,0.628,34.56,3.12,1108.0,566.5,-14.07,68.08,-21.05,46.24,55.94,Strong Bull,Correcting,63,9.0,0.93,0.44,0.66,Falling,Golden Cross,814,-2.37,-2.34,22.89,202.6,138.7,1.46
GRASIM.NS,Grasim Industries Limited,Basic Materials,Building Materials,214641.69,Large,3165.0,-0.21,2869.44,2783.21,77.18,Bullish,Bullish,13.92,10.5,15.15,17.35,3.87,1.1222,0.288,21.85,2.23,3196.2,2502.5,-0.98,26.47,-14.45,17.35,22.3,Strong Bull,At High,0,6.0,10.42,0.69,0.86,Stable,Golden Cross,15,13.86,17.88,22.85,126.9,99.5,1.28
WIPRO.NS,Wipro Limited,Technology,Information Technology Services,213665.07,Large,203.73,-1.5,201.6,222.87,57.95,Bullish,Bullish,-0.64,-3.54,-15.13,-15.07,-24.58,0.6931,0.374,23.05,2.18,273.1,186.5,-25.4,9.24,-29.45,-15.07,4.32,Strong Bear,Damaged,110,7.0,0.54,-0.66,0.85,Stable,Death Cross,80,-0.71,3.84,-7.43,80.1,95.0,0.84
EICHERMOT.NS,Eicher Motors Limited,Consumer Cyclical,Auto Manufacturers,202469.38,Large,7376.0,-0.51,7142.14,6864.02,60.09,Bullish,Bullish,2.82,-6.6,3.52,38.13,-31.06,1.1971,0.3,25.39,2.53,8230.0,5219.5,-10.38,41.32,-19.58,38.13,31.76,Strong Bull,Correcting,63,9.0,5.02,0.14,0.74,Falling,Golden Cross,799,2.75,0.78,11.22,125.3,74.3,1.69
IOC.NS,Indian Oil Corporation Limited,Energy,Oil & Gas Refining & Marketing,201058.2,Large,142.38,-1.09,145.02,148.83,51.0,Bullish,Bearish,-2.65,-17.28,-11.92,5.87,-21.49,1.0683,0.86,25.05,2.76,188.96,130.22,-24.65,9.34,-28.8,5.87,27.2,Strong Bear,Damaged,62,7.0,3.11,-0.48,0.97,Stable,Death Cross,20,-2.72,-9.9,-4.21,109.4,93.0,1.18
SBILIFE.NS,SBI Life Insurance Company Limited,Financial Services,Insurance - Life,188917.26,Large,1883.2,-0.98,1885.69,1890.49,53.0,Bullish,Bearish,3.73,-7.69,-6.97,6.91,-49.77,0.85,0.359,19.24,2.03,2132.0,1720.0,-11.67,9.49,-16.03,6.91,17.48,Bear,Correcting,65,8.0,6.29,-0.36,0.6,Falling,Death Cross,9,3.67,-0.31,0.74,87.5,73.1,1.2
VBL.NS,Varun Beverages Limited,Consumer Defensive,Beverages - Non-Alcoholic,179701.39,Large,531.3,0.11,484.22,475.27,66.42,Bullish,Bullish,2.5,17.41,17.93,11.23,-34.55,1.1694,0.265,29.1,2.67,543.95,381.0,-2.33,39.45,-26.8,11.23,22.91,Strong Bull,Recovering,2,6.0,-3.3,0.62,0.68,Falling,Golden Cross,5,2.43,24.79,25.64,121.9,99.0,1.23
DIVISLAB.NS,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,179270.92,Large,6753.0,-0.05,6498.54,6300.66,57.06,Bearish,Bullish,6.15,7.47,4.63,5.13,11.92,0.6173,0.222,22.03,2.27,7071.5,5636.5,-4.5,19.81,-18.16,5.13,28.16,Strong Bull,Correcting,229,5.0,3.66,0.21,0.97,Stable,Golden Cross,18,6.09,14.85,12.34,82.7,70.4,1.17
BSE.NS,BSE Limited,Financial Services,Financial Data & Stock Exchanges,178830.81,Large,4403.3,2.61,3598.95,2917.46,81.96,Bullish,Bullish,24.58,60.62,52.07,80.83,-11.04,1.6239,0.297,41.13,2.65,4425.0,2021.5,-0.49,117.82,-32.12,80.83,197.12,Strong Bull,At High,0,6.0,4.37,1.27,0.66,Falling,Golden Cross,760,24.51,68.0,59.78,196.4,102.8,1.91
ADANIENSOL.NS,Adani Energy Solutions Limited,Utilities,Utilities - Independent Power Producers,175783.7,Large,1463.3,4.2,1243.93,1049.88,70.82,Bearish,Bullish,3.64,41.29,42.53,64.62,13.83,1.567,0.871,36.99,4.44,1489.0,744.9,-1.73,96.44,-23.18,64.62,,Strong Bull,At High,0,8.0,-10.12,1.15,0.83,Falling,Golden Cross,162,3.57,48.67,50.24,191.3,108.1,1.77
INDIGO.NS,InterGlobe Aviation Limited,Industrials,Airlines,173248.78,Large,4480.8,-0.47,4444.78,4851.09,54.77,Bullish,Bullish,-0.94,-10.03,-22.19,-17.52,-36.01,1.6868,0.606,31.79,2.89,6232.5,3895.2,-28.11,15.03,-35.94,-17.52,27.53,Strong Bear,Damaged,199,6.0,2.4,-0.7,0.81,Falling,Death Cross,103,-1.0,-2.65,-14.48,132.4,147.0,0.9
SOLARINDS.NS,Solar Industries India Limited,Basic Materials,Specialty Chemicals,167216.57,Large,18479.0,0.56,15659.45,14102.73,76.63,Bullish,Bullish,21.1,38.21,33.82,37.08,5.55,0.9653,0.16,32.08,2.76,18699.0,11646.0,-1.18,58.67,-33.07,37.08,69.23,Strong Bull,At High,0,6.0,8.36,1.05,0.89,Stable,Golden Cross,60,21.04,45.59,41.52,116.9,65.2,1.79
ICICIAMC.NS,ICICI PRUDENTIAL AMC LTD,Financial Services,Asset Management,166100.52,Large,3360.6,0.49,3169.02,2891.29,60.69,Bullish,Bullish,2.54,11.05,,,-61.59,1.2498,,37.03,2.96,3597.5,2530.0,-6.59,32.83,-14.59,,,Bull,Recovering,25,,-1.14,,0.58,Falling,Golden Cross,110,2.47,18.43,,153.2,63.4,2.42
TVSMOTOR.NS,TVS Motor Company Limited,Consumer Cyclical,Auto Manufacturers,164185.91,Large,3454.9,-0.42,3543.91,3443.75,46.67,Bearish,Bearish,-2.75,-9.48,-0.56,25.28,5.46,1.2231,0.077,25.7,2.99,3970.0,2655.1,-12.97,30.12,-16.67,25.28,44.06,Bull,Correcting,63,8.0,0.41,-0.02,0.78,Falling,Golden Cross,300,-2.82,-2.1,7.15,132.1,93.3,1.42
POWERINDIA.NS,Hitachi Energy India Limited,Industrials,Electrical Equipment & Parts,160438.22,Large,35995.0,1.01,30493.57,23569.02,68.99,Bullish,Bullish,12.26,57.52,60.71,116.89,-8.15,0.689,0.9015,43.92,3.66,36750.0,16111.0,-2.05,123.42,-28.75,116.89,118.27,Strong Bull,Recovering,3,7.0,-6.91,1.38,1.06,Stable,Golden Cross,842,12.19,64.9,68.42,104.4,-19.0,-5.49
JIOFIN.NS,Jio Financial Services Limited,Financial Services,Asset Management,158917.81,Large,240.67,-0.44,243.43,268.27,50.74,Bullish,Bearish,-2.06,-8.87,-21.34,-13.0,-42.01,1.495,0.645,26.96,2.51,338.6,223.3,-28.92,7.78,-32.78,-13.0,,Strong Bear,Damaged,210,5.0,0.9,-0.79,0.73,Falling,Death Cross,95,-2.13,-1.49,-13.63,138.4,145.0,0.95
IDEA.NS,Vodafone Idea Limited,Communication Services,Telecom Services,153197.06,Large,14.14,0.71,11.25,10.09,85.88,Bullish,Bullish,45.92,25.58,39.04,109.17,25.33,1.5532,0.28,49.53,3.42,14.2,6.12,-0.42,131.05,-29.27,109.17,26.41,Strong Bull,At High,0,8.0,37.39,0.79,1.02,Stable,Golden Cross,153,45.86,32.96,46.74,227.0,102.8,2.21
HYUNDAI.NS,HYUNDAI MOTOR INDIA LTD,Consumer Cyclical,Auto Manufacturers,153082.75,Large,1884.0,0.16,1887.66,2060.43,56.3,Bullish,Bullish,2.53,-13.62,-19.39,-0.41,-2.8,0.833,0.7642,30.04,2.8,2890.0,1658.0,-34.81,13.63,-39.79,-0.41,,Strong Bear,Damaged,177,5.0,7.07,-0.65,0.72,Falling,Death Cross,53,2.46,-6.24,-11.69,77.9,68.3,1.14
TRENT.NS,Trent Limited,Consumer Cyclical,Apparel Retail,150712.47,Large,4239.6,-1.4,4068.8,4351.96,56.8,Bullish,Bullish,-0.5,4.22,-3.4,-22.05,-61.94,1.2931,0.379,32.52,2.65,6261.0,3275.5,-32.29,29.43,-47.03,-22.05,44.65,Strong Bear,Damaged,234,7.0,-1.91,-0.1,0.68,Falling,Death Cross,225,-0.56,11.6,4.3,100.6,123.3,0.82
TORNTPHARM.NS,Torrent Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,150679.3,Large,4452.1,-2.64,4286.63,3942.97,56.54,Bullish,Bullish,5.51,5.34,20.46,36.55,-26.73,0.3621,0.145,20.16,2.69,4712.9,3102.0,-5.53,43.52,-10.32,36.55,40.4,Strong Bull,Recovering,0,8.0,3.73,1.01,1.15,Stable,Golden Cross,1013,5.44,12.72,28.16,65.0,17.5,3.71
PIDILITIND.NS,Pidilite Industries Limited,Basic Materials,Specialty Chemicals,150478.09,Large,1478.5,0.09,1420.56,1444.44,61.72,Bullish,Bullish,5.66,0.93,-0.71,-0.3,9.5,0.9563,0.367,20.35,2.24,1574.95,1259.0,-6.12,17.43,-18.54,-0.3,6.82,Bull,Correcting,190,6.0,5.35,-0.03,0.77,Falling,Death Cross,130,5.59,8.31,7.0,76.4,72.4,1.06
