Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1847182.39,Large,1365.0,1.62,1389.87,1419.87,49.75,Bullish,Bearish,-1.14,-7.97,-1.21,15.92,33.59,0.9636,0.22,20.68,2.44,1611.8,1267.0,-15.31,7.73,-18.07,15.92,9.62,Strong Bear,Correcting,75,7.0,1.52,-0.06,1.24,Rising,Death Cross,25,-6.33,-2.79,2.08,113.6,104.0,1.09
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,1231306.94,Large,799.9,0.56,841.04,912.07,47.73,Bullish,Bearish,-2.09,-14.63,-18.45,-8.35,87.57,1.1466,0.487,18.99,3.03,1020.5,726.65,-21.62,10.08,-27.78,-8.35,1.72,Strong Bear,Damaged,186,6.0,2.79,-0.97,1.51,Rising,Death Cross,45,-7.29,-9.45,-15.16,97.9,118.8,0.82
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,1125033.97,Large,1846.9,0.34,1887.89,1919.89,48.71,Bullish,Bearish,2.41,-9.64,-4.79,8.25,19.26,0.7163,0.017,19.03,2.26,2174.5,1746.9,-15.07,5.72,-17.61,8.25,35.46,Strong Bear,Correcting,105,5.0,5.62,-0.25,1.16,Rising,Death Cross,17,-2.78,-4.47,-1.5,87.4,84.5,1.03
SBIN.NS,State Bank of India,Financial Services,Banks - Regional,997137.48,Large,1080.25,1.23,1071.75,977.47,53.08,Bullish,Bearish,3.18,6.41,22.67,43.37,16.14,0.9714,0.459,21.28,2.96,1234.7,755.5,-12.51,42.98,-20.23,43.37,29.84,Strong Bull,Correcting,37,10.0,1.04,1.07,1.03,Stable,Golden Cross,242,-2.02,11.59,25.95,115.4,77.0,1.5
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,964470.24,Large,1346.8,0.1,1316.68,1350.37,59.75,Bullish,Bullish,7.33,-4.69,-2.43,4.41,32.77,0.9228,0.288,18.53,2.54,1500.0,1187.6,-10.21,13.41,-18.37,4.41,17.42,Strong Bear,Correcting,191,6.0,8.89,-0.13,1.25,Rising,Death Cross,25,2.14,0.49,0.86,83.0,84.6,0.98
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,934009.32,Large,2581.5,0.18,2620.03,2961.94,55.7,Bullish,Bullish,7.09,-18.87,-12.88,-18.9,3.38,0.7633,0.272,21.62,2.48,3630.5,2346.2,-28.89,10.03,-32.68,-18.9,-3.32,Strong Bear,Damaged,242,7.0,13.38,-0.6,0.95,Stable,Death Cross,297,1.9,-13.69,-9.59,69.5,102.9,0.68
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,564599.61,Large,908.25,0.26,913.67,936.24,52.9,Bullish,Bullish,6.22,-4.59,-11.29,3.59,45.8,1.3989,0.314,29.31,3.56,1102.5,787.9,-17.62,15.27,-26.74,3.59,17.33,Strong Bear,Correcting,125,6.0,7.75,-0.39,1.28,Rising,Death Cross,17,1.03,0.59,-8.0,131.3,136.2,0.96
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,563472.71,Large,4096.1,-0.58,3871.36,3824.7,61.68,Bullish,Bullish,19.11,1.92,8.25,30.79,35.13,1.3502,0.425,25.05,3.19,4440.0,3225.1,-7.75,27.01,-24.35,30.79,24.03,Strong Bull,Recovering,37,8.0,18.47,0.33,1.17,Rising,Golden Cross,230,13.91,7.1,11.54,138.6,114.2,1.21
INFY.NS,Infosys Limited,Technology,Information Technology Services,533630.24,Large,1318.7,-0.04,1351.55,1475.61,51.92,Bullish,Bullish,5.64,-17.37,-11.62,-4.97,-15.26,0.8189,0.198,25.18,2.82,1728.0,1215.1,-23.69,8.53,-27.75,-4.97,1.12,Strong Bear,Damaged,65,7.0,11.43,-0.46,0.94,Stable,Death Cross,42,0.45,-12.19,-8.33,91.2,104.6,0.87
LICI.NS,Life Insurance Corporation of India,Financial Services,Insurance - Life,532691.29,Large,842.2,0.07,809.61,849.31,62.12,Bullish,Bullish,8.99,1.21,-6.19,8.74,108.94,1.0821,0.545,24.89,2.85,980.0,721.5,-14.06,16.73,-24.42,8.74,14.76,Strong Bear,Correcting,207,5.0,8.59,-0.25,1.26,Rising,Death Cross,85,3.8,6.39,-2.9,94.6,90.2,1.05
